📝 日志文件: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_173015/training.log
💡 训练输出将实时保存到日志文件
🚀 启用AMP混合精度训练（预期加速40-100%）
🚀 启用异步数据传输（预期加速10-20%）
SAC训练中...
📊 优先级经验回放（PER）配置:
  - 容量: 20000
  - Alpha: 0.6 (优先级指数)
  - Beta: 0.4 → 1.0 (重要性采样权重)
  - 内存优化: float32 (节省50%内存)

================================================================================
  Episode    |    Leader    |  Follower0   |  Follower1   |  Follower2   |  Follower3   |    Steps     |    Status   
     15      |    43.94     |   -216.29    |   -131.85    |   -208.14    |   -137.44    |      89      |  ✅ Success  
     16      |   -1538.38   |   -403.38    |   -432.32    |   -576.06    |   -771.10    |     230      |  ✅ Success  
     17      |   -808.94    |    -30.98    |    -44.41    |    -29.96    |    -31.90    |      28      |  ❌ Failure  
     18      |   -741.87    |    -27.04    |    -28.09    |    -23.99    |    -39.05    |      22      |  ❌ Failure  
     19      |  -12512.43   |   -1714.78   |   -1575.33   |   -1604.68   |   -2651.72   |     787      |  ❌ Failure  
     20      |   -2940.45   |   -762.36    |   -707.68    |   -689.07    |   -714.41    |     270      |  ✅ Success  
  📊 统计 [Ep 20]: Actor Loss=52.4871, Critic Loss=98.8213, Alpha=0.1483, TD-error=3.7994, Beta=1.0000
     21      |  -12858.01   |   -2121.32   |   -2228.38   |   -1871.28   |   -2187.31   |     892      |  ❌ Failure  
     22      |   -7144.19   |   -1495.38   |   -1374.56   |   -1135.45   |   -1283.02   |     534      |  ✅ Success  
     23      |   -3505.20   |   -882.93    |   -531.29    |   -459.73    |   -647.20    |     308      |  ❌ Failure  
     24      |  -13136.20   |   -2351.67   |   -2527.94   |   -2480.97   |   -3261.15   |     1000     | ⏱️  Timeout 
     25      |   -622.78    |    -15.07    |    -16.58    |    -14.95    |    -10.45    |      13      |  ❌ Failure  
     26      |   -7259.25   |   -1804.96   |   -1834.43   |   -1159.94   |   -1684.79   |     587      |  ✅ Success  
     27      |  -13085.23   |   -2681.69   |   -1725.70   |   -2530.02   |   -2216.21   |     1000     | ⏱️  Timeout 
     28      |  -17317.53   |   -3019.19   |   -3045.38   |   -2030.20   |   -1951.85   |     1000     | ⏱️  Timeout 
     29      |  -11085.82   |   -2332.69   |   -2732.42   |   -1504.81   |   -2209.55   |     1000     | ⏱️  Timeout 
     30      |  -12914.13   |   -1995.99   |   -2159.03   |   -1598.19   |   -2565.91   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 30]: Actor Loss=52.1534, Critic Loss=31.3537, Alpha=0.0547, TD-error=2.1988, Beta=1.0000
     31      |   -4007.82   |   -864.49    |   -762.80    |   -726.12    |   -696.81    |     352      |  ❌ Failure  
     32      |  -12941.41   |   -2827.10   |   -3091.97   |   -2060.97   |   -2904.56   |     1000     | ⏱️  Timeout 
     33      |   -559.10    |    -8.98     |    -7.15     |    -5.53     |    -5.33     |      7       |  ❌ Failure  
     34      |   -2780.96   |   -551.03    |   -391.47    |   -224.50    |   -513.93    |     239      |  ❌ Failure  
     35      |   -1019.07   |   -119.14    |    -75.29    |    -46.54    |    -67.86    |      60      |  ❌ Failure  
     36      |  -10831.12   |   -2607.50   |   -2121.86   |   -1712.14   |   -2271.14   |     1000     | ⏱️  Timeout 
     37      |   -4103.18   |   -463.43    |   -511.52    |   -360.17    |   -641.10    |     321      |  ❌ Failure  
     38      |   -2006.65   |   -148.03    |   -248.53    |   -199.51    |   -242.18    |     131      |  ❌ Failure  
     39      |   -805.10    |    -35.49    |    -46.58    |    -31.53    |    -81.79    |      32      |  ❌ Failure  
     40      |   -994.89    |    -34.55    |    -50.17    |    -67.52    |    -52.69    |      51      |  ❌ Failure  
  📊 统计 [Ep 40]: Actor Loss=49.1072, Critic Loss=38.5249, Alpha=0.0415, TD-error=2.4647, Beta=1.0000
     41      |   -9829.65   |   -2317.10   |   -1378.24   |   -1679.65   |   -1670.06   |     727      |  ❌ Failure  
     42      |  -13200.18   |   -2701.98   |   -1705.08   |   -1893.27   |   -3303.81   |     1000     | ⏱️  Timeout 
     43      |  -13378.18   |   -1168.22   |   -1725.21   |   -1946.23   |   -2336.24   |     1000     | ⏱️  Timeout 
     44      |  -12879.95   |   -2185.06   |   -1215.24   |   -1806.34   |   -2290.45   |     1000     | ⏱️  Timeout 
     45      |  -11681.00   |   -1807.74   |   -2635.15   |   -1209.44   |   -2642.29   |     1000     | ⏱️  Timeout 
     46      |   -2815.32   |   -306.52    |   -404.83    |   -206.55    |   -302.11    |     209      |  ❌ Failure  
     47      |  -13259.92   |   -2662.92   |   -1833.62   |   -1895.46   |   -2472.62   |     1000     | ⏱️  Timeout 
     48      |  -11615.43   |   -899.72    |   -1610.53   |   -1655.52   |   -2800.93   |     1000     | ⏱️  Timeout 
     49      |   -5782.50   |   -663.00    |   -579.97    |   -655.11    |   -1011.32   |     454      |  ❌ Failure  
     50      |  -10145.03   |   -1240.48   |   -938.77    |   -1219.41   |   -1179.03   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 50]: Actor Loss=47.7263, Critic Loss=27.6083, Alpha=0.0450, TD-error=1.7925, Beta=1.0000
     51      |   -3975.52   |   -650.98    |   -546.20    |   -541.86    |   -676.01    |     308      |  ❌ Failure  
     52      |   -3595.87   |   -409.69    |   -300.97    |   -420.08    |   -346.18    |     236      |  ❌ Failure  
     53      |   -8367.04   |   -1969.06   |   -1874.96   |   -1584.64   |   -2259.16   |     1000     | ⏱️  Timeout 
     54      |  -10833.65   |   -1677.79   |   -1250.85   |   -1811.67   |   -1806.54   |     1000     | ⏱️  Timeout 
     55      |   -2134.00   |   -175.51    |    -95.46    |   -167.66    |   -153.83    |     135      |  ❌ Failure  
     56      |   -539.30    |    -3.31     |    -4.01     |    -4.48     |    -3.03     |      5       |  ❌ Failure  
     57      |   -843.15    |   -204.92    |   -218.68    |   -140.54    |   -354.56    |     176      |  ✅ Success  
     58      |  -13061.10   |   -2358.12   |   -2484.25   |   -1317.19   |   -2052.27   |     1000     | ⏱️  Timeout 
     59      |   -3013.46   |   -668.49    |   -1011.66   |   -673.68    |   -662.69    |     400      |  ✅ Success  
     60      |  -12328.22   |   -2618.39   |   -1741.82   |   -2463.38   |   -3007.05   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 60]: Actor Loss=45.7514, Critic Loss=20.9383, Alpha=0.0389, TD-error=1.6185, Beta=1.0000
     61      |   -3289.88   |   -408.26    |   -449.25    |   -558.21    |   -446.95    |     245      |  ❌ Failure  
     62      |   -1941.82   |   -183.46    |   -118.78    |   -184.33    |    -97.41    |     147      |  ❌ Failure  
     63      |    390.55    |    -97.47    |    -43.06    |    -60.27    |    -53.38    |      66      |  ✅ Success  
     64      |    322.96    |   -128.08    |    -64.82    |    -99.15    |    -67.46    |      63      |  ✅ Success  
     65      |   -6366.25   |   -1992.26   |   -1102.34   |   -1392.69   |   -2110.97   |     955      |  ✅ Success  
     66      |   -3266.82   |   -1044.07   |   -631.00    |   -454.69    |   -554.28    |     477      |  ✅ Success  
     67      |  -12809.31   |   -2437.32   |   -2691.17   |   -1878.40   |   -1662.26   |     1000     | ⏱️  Timeout 
     68      |   -1242.71   |   -663.28    |   -272.68    |   -314.75    |   -566.64    |     218      |  ✅ Success  
     69      |   -1899.57   |   -308.65    |   -426.50    |   -242.08    |   -237.20    |     254      |  ✅ Success  
     70      |   -693.80    |    -18.76    |    -21.16    |    -25.33    |    -20.13    |      19      |  ❌ Failure  
  📊 统计 [Ep 70]: Actor Loss=42.2366, Critic Loss=62.8850, Alpha=0.0564, TD-error=3.2447, Beta=1.0000
     71      |   -9538.73   |   -1471.16   |   -1639.30   |   -1109.63   |   -2241.09   |     1000     | ⏱️  Timeout 
     72      |   -1670.09   |   -166.08    |   -117.39    |   -152.41    |   -103.09    |     132      |  ❌ Failure  
     73      |  -10251.16   |   -1531.88   |   -1812.18   |   -1221.52   |   -1598.98   |     1000     | ⏱️  Timeout 
     74      |   -554.31    |    -4.68     |    -4.56     |    -3.61     |    -4.98     |      7       |  ❌ Failure  
     75      |   -173.74    |   -232.59    |   -186.84    |   -197.35    |   -155.55    |     138      |  ✅ Success  
     76      |    280.61    |   -113.14    |   -173.13    |    -29.10    |   -157.82    |      83      |  ✅ Success  
     77      |   -2758.71   |   -355.20    |   -836.27    |   -309.91    |   -1030.25   |     392      |  ✅ Success  
     78      |  -12525.87   |   -1472.06   |   -1492.20   |   -1723.07   |   -2552.63   |     1000     | ⏱️  Timeout 
     79      |   -1217.32   |    -70.20    |   -136.71    |    -81.75    |    -78.51    |      85      |  ❌ Failure  
     80      |    506.81    |    -49.18    |    -54.52    |    -66.84    |    -43.80    |      55      |  ✅ Success  
  📊 统计 [Ep 80]: Actor Loss=39.5791, Critic Loss=30.1593, Alpha=0.0425, TD-error=2.0378, Beta=1.0000
     81      |   -804.29    |    -36.62    |    -35.81    |    -33.81    |    -51.20    |      33      |  ❌ Failure  
     82      |    774.83    |    -35.96    |    -42.15    |    -24.76    |    -30.53    |      29      |  ✅ Success  
     83      |   -2527.42   |   -513.57    |   -476.36    |   -521.41    |   -860.85    |     379      |  ✅ Success  
     84      |   -2266.43   |   -656.15    |   -572.39    |   -580.41    |   -979.15    |     460      |  ✅ Success  
     85      |   -3770.25   |   -973.67    |   -537.71    |   -745.92    |   -1667.00   |     571      |  ✅ Success  
     86      |   -2908.41   |   -492.00    |   -576.98    |   -746.50    |   -1002.81   |     507      |  ✅ Success  
     87      |    674.15    |    -41.57    |    -42.01    |    -46.20    |    -86.23    |      42      |  ✅ Success  
     88      |   -540.70    |    -2.28     |    -4.36     |    -3.54     |    -4.12     |      5       |  ❌ Failure  
     89      |   -1488.58   |   -610.52    |   -398.87    |   -402.73    |   -529.35    |     296      |  ✅ Success  
     90      |   -1238.23   |    -91.35    |    -65.24    |   -193.11    |    -83.19    |      62      |  ❌ Failure  
  📊 统计 [Ep 90]: Actor Loss=37.9165, Critic Loss=71.7456, Alpha=0.0446, TD-error=3.0638, Beta=1.0000
     91      |    368.22    |   -120.38    |   -113.04    |    -95.49    |    -90.78    |      75      |  ✅ Success  
     92      |   -8900.67   |   -1367.53   |   -1272.55   |   -1069.61   |   -1916.91   |     1000     | ⏱️  Timeout 
     93      |  -12992.82   |   -1527.64   |   -1802.36   |   -1603.09   |   -3185.41   |     1000     | ⏱️  Timeout 
     94      |   -6473.83   |   -2728.80   |   -777.52    |   -978.93    |   -951.62    |     684      |  ✅ Success  
     95      |    -11.06    |   -190.23    |   -119.04    |   -148.56    |   -224.22    |     132      |  ✅ Success  
     96      |   -605.05    |    -5.71     |    -7.07     |    -6.77     |    -18.95    |      12      |  ❌ Failure  
     97      |   -1568.60   |    -97.37    |   -116.71    |    -92.69    |    -71.36    |      99      |  ❌ Failure  
     98      |   -667.33    |    -17.53    |    -19.48    |    -18.63    |    -18.70    |      19      |  ❌ Failure  
     99      |  -10457.67   |   -1222.57   |   -1414.15   |   -2233.68   |   -1430.81   |     1000     | ⏱️  Timeout 
    100      |   -7044.09   |   -1607.35   |   -1389.83   |   -912.60    |   -431.57    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 100]: Actor Loss=25.8015, Critic Loss=103.7506, Alpha=0.0694, TD-error=4.3775, Beta=1.0000
    101      |   -2318.72   |   -184.65    |   -288.02    |    -78.79    |   -327.51    |     174      |  ❌ Failure  
    102      |   -7093.49   |   -1113.22   |   -1137.12   |   -1269.43   |   -1960.93   |     970      |  ✅ Success  
    103      |   -9626.49   |   -1321.26   |   -1304.71   |   -1416.22   |   -1774.29   |     1000     | ⏱️  Timeout 
    104      |   -7090.05   |   -1197.65   |   -1790.87   |   -1255.12   |   -1234.38   |     1000     | ⏱️  Timeout 
    105      |   -573.06    |    -9.68     |    -6.36     |    -5.74     |    -4.55     |      8       |  ❌ Failure  
    106      |   -1125.60   |    -97.64    |    -89.67    |    -90.05    |   -116.36    |      88      |  ❌ Failure  
    107      |   -2265.55   |   -426.43    |   -265.28    |   -836.94    |   -495.15    |     286      |  ✅ Success  
    108      |   -8498.84   |   -1479.34   |   -1342.63   |   -1215.77   |   -1563.15   |     1000     | ⏱️  Timeout 
    109      |   -240.40    |   -121.25    |   -167.85    |    -98.97    |   -130.80    |     119      |  ✅ Success  
    110      |   -4719.40   |   -762.17    |   -785.23    |   -891.65    |   -739.34    |     510      |  ✅ Success  
  📊 统计 [Ep 110]: Actor Loss=34.2403, Critic Loss=44.3856, Alpha=0.0606, TD-error=2.4854, Beta=1.0000
    111      |   -1052.74   |    -73.35    |    -79.49    |    -41.24    |    -25.28    |      55      |  ❌ Failure  
    112      |   -1004.28   |   -238.94    |   -253.07    |   -264.43    |   -270.75    |     219      |  ✅ Success  
    113      |  -13274.56   |   -2009.83   |   -826.77    |   -3268.23   |   -1839.88   |     1000     | ⏱️  Timeout 
    114      |   -8093.67   |   -1021.69   |   -575.06    |   -981.35    |   -979.46    |     667      |  ✅ Success  
    115      |    689.62    |    -90.57    |    -41.51    |    -65.26    |    -49.92    |      41      |  ✅ Success  
    116      |   -649.66    |    -15.34    |    -18.38    |    -26.43    |    -15.18    |      16      |  ❌ Failure  
    117      |   -1197.60   |   -386.27    |   -233.84    |   -256.16    |   -388.47    |     230      |  ✅ Success  
    118      |    293.85    |   -103.12    |    -85.17    |   -111.73    |   -132.16    |      82      |  ✅ Success  
    119      |   -937.72    |    -46.09    |    -82.05    |    -47.82    |    -73.20    |      49      |  ❌ Failure  
    120      |   -921.41    |    -44.93    |    -52.42    |    -21.72    |    -38.00    |      47      |  ❌ Failure  
  📊 统计 [Ep 120]: Actor Loss=35.5714, Critic Loss=45.8796, Alpha=0.0477, TD-error=2.6408, Beta=1.0000
    121      |   -632.08    |    -12.80    |    -8.03     |    -10.88    |    -17.56    |      14      |  ❌ Failure  
    122      |   -3639.16   |   -1328.72   |   -631.28    |   -600.72    |   -579.09    |     490      |  ✅ Success  
    123      |  -10869.07   |   -1139.14   |   -809.00    |   -539.95    |   -1204.77   |     1000     | ⏱️  Timeout 
    124      |   -810.51    |   -304.22    |   -164.53    |   -141.80    |   -170.14    |     166      |  ✅ Success  
    125      |   -2133.18   |   -161.55    |   -117.09    |    -44.00    |   -447.33    |     186      |  ❌ Failure  
    126      |   -9412.69   |   -1011.67   |   -1124.57   |   -540.64    |   -930.59    |     1000     | ⏱️  Timeout 
    127      |   -7082.03   |   -1518.98   |   -1105.72   |   -608.12    |   -1402.96   |     810      |  ✅ Success  
    128      |   -8690.79   |   -1296.08   |   -811.07    |    -23.81    |   -1009.79   |     906      |  ❌ Failure  
    129      |   -3691.70   |   -588.76    |   -646.61    |   -318.04    |   -399.43    |     441      |  ❌ Failure  
    130      |   -2961.55   |   -657.08    |   -277.22    |   -318.99    |   -561.32    |     452      |  ✅ Success  
  📊 统计 [Ep 130]: Actor Loss=37.5609, Critic Loss=112.0488, Alpha=0.0888, TD-error=4.6590, Beta=1.0000
    131      |   -2597.12   |   -460.25    |   -386.39    |   -479.25    |   -730.67    |     391      |  ✅ Success  
    132      |  -10411.32   |   -1034.91   |   -723.57    |   -806.50    |   -1427.39   |     1000     | ⏱️  Timeout 
    133      |   -4266.88   |   -398.49    |   -641.84    |   -339.72    |   -478.40    |     469      |  ❌ Failure  
    134      |   -5655.15   |   -422.75    |   -351.81    |   -355.29    |   -843.71    |     523      |  ❌ Failure  
    135      |   -4645.39   |   -437.21    |   -390.50    |   -319.36    |   -597.75    |     426      |  ❌ Failure  
    136      |   -5071.16   |   -661.90    |   -784.19    |   -287.21    |   -869.88    |     662      |  ✅ Success  
    137      |   -2801.46   |   -334.19    |   -306.01    |   -339.22    |   -194.78    |     235      |  ❌ Failure  
    138      |   -2112.14   |   -306.93    |   -483.87    |   -452.98    |   -333.30    |     240      |  ✅ Success  
    139      |   -3513.97   |   -244.63    |   -232.06    |    -46.30    |   -486.92    |     338      |  ❌ Failure  
    140      |   -5454.29   |   -720.18    |   -753.30    |   -1054.81   |   -892.91    |     669      |  ✅ Success  
  📊 统计 [Ep 140]: Actor Loss=33.7048, Critic Loss=78.0042, Alpha=0.0718, TD-error=3.4921, Beta=1.0000
    141      |   -2645.90   |   -247.58    |   -228.53    |   -192.71    |   -290.78    |     214      |  ❌ Failure  
    142      |   -2128.52   |   -114.54    |   -187.05    |   -137.91    |   -141.51    |     173      |  ❌ Failure  
    143      |   -564.76    |    -7.80     |    -8.36     |    -4.55     |    -6.51     |      8       |  ❌ Failure  
    144      |   -9782.01   |   -1448.15   |   -1440.87   |   -1731.80   |   -1534.92   |     1000     | ⏱️  Timeout 
    145      |  -12532.08   |   -1371.61   |   -1288.11   |   -1421.51   |   -1360.47   |     1000     | ⏱️  Timeout 
    146      |   -2530.06   |   -241.90    |   -208.47    |   -167.88    |   -154.47    |     254      |  ❌ Failure  
    147      |   -2648.21   |   -346.02    |   -321.37    |   -333.87    |   -484.14    |     379      |  ✅ Success  
    148      |  -10295.05   |   -991.27    |   -889.43    |   -673.60    |   -1214.41   |     1000     | ⏱️  Timeout 
    149      |   -3437.08   |   -374.27    |   -321.27    |   -185.98    |   -206.71    |     332      |  ❌ Failure  
    150      |   -2191.02   |   -250.07    |   -169.87    |    -58.88    |   -182.35    |     190      |  ❌ Failure  
  📊 统计 [Ep 150]: Actor Loss=37.4223, Critic Loss=90.7289, Alpha=0.0767, TD-error=3.9289, Beta=1.0000
    151      |  -12901.77   |   -1482.70   |   -911.29    |   -973.54    |   -1611.10   |     1000     | ⏱️  Timeout 
    152      |   -7626.49   |   -1049.48   |   -1153.51   |   -659.09    |   -1052.55   |     1000     | ⏱️  Timeout 
    153      |   -4395.47   |   -827.20    |   -804.57    |   -539.14    |   -930.54    |     688      |  ✅ Success  
    154      |   -5035.51   |   -427.99    |   -380.23    |   -724.17    |   -447.65    |     387      |  ❌ Failure  
    155      |   -4516.82   |   -737.54    |   -741.61    |   -488.18    |   -509.16    |     708      |  ✅ Success  
    156      |   -8762.01   |   -887.54    |   -956.94    |   -463.15    |   -568.14    |     1000     | ⏱️  Timeout 
    157      |   -9497.36   |   -1287.59   |   -1439.40   |   -802.09    |   -1345.59   |     1000     | ⏱️  Timeout 
    158      |  -10021.75   |   -871.94    |   -1291.94   |   -216.91    |   -883.87    |     1000     | ⏱️  Timeout 
    159      |  -12387.39   |   -1275.94   |   -1184.25   |   -794.58    |   -1142.60   |     1000     | ⏱️  Timeout 
    160      |  -11425.24   |   -995.48    |   -1087.49   |   -580.16    |   -1138.34   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 160]: Actor Loss=33.4104, Critic Loss=27.0857, Alpha=0.0583, TD-error=2.0126, Beta=1.0000
    161      |   -6330.11   |   -955.08    |   -683.65    |   -1369.22   |   -997.67    |     824      |  ✅ Success  
    162      |   -8774.12   |   -1241.43   |   -1232.34   |   -914.81    |   -1070.35   |     1000     | ⏱️  Timeout 
    163      |   -668.42    |    -9.27     |    -9.80     |    -9.74     |    -12.44    |      21      |  ❌ Failure  
    164      |   -3409.76   |   -273.78    |   -359.05    |   -144.64    |   -227.33    |     334      |  ❌ Failure  
    165      |   -2686.53   |   -533.86    |   -600.83    |   -387.14    |   -839.60    |     488      |  ✅ Success  
    166      |   -3821.88   |   -577.87    |   -465.79    |   -345.18    |   -506.16    |     505      |  ✅ Success  
    167      |   -617.57    |    -15.59    |    -11.03    |    -23.77    |    -9.51     |      17      |  ❌ Failure  
    168      |  -11425.34   |   -1335.68   |   -909.80    |   -1070.35   |   -1182.43   |     1000     | ⏱️  Timeout 
    169      |  -10555.99   |   -1297.41   |   -1446.74   |   -1122.65   |   -1860.15   |     1000     | ⏱️  Timeout 
    170      |   -850.13    |    -32.07    |    -26.07    |    -28.60    |    -39.69    |      45      |  ❌ Failure  
  📊 统计 [Ep 170]: Actor Loss=34.9102, Critic Loss=37.4211, Alpha=0.0653, TD-error=2.0776, Beta=1.0000
    171      |   -731.45    |    -35.50    |    -29.38    |    -25.10    |    -15.93    |      28      |  ❌ Failure  
    172      |   -720.61    |   -286.59    |   -209.89    |   -140.99    |   -243.29    |     232      |  ✅ Success  
    173      |   -9863.90   |   -1013.82   |   -1122.29   |   -934.00    |   -990.19    |     1000     | ⏱️  Timeout 
    174      |   -5185.70   |   -1178.54   |   -592.41    |   -550.14    |   -524.65    |     742      |  ✅ Success  
    175      |  -11219.27   |   -1043.75   |   -1030.06   |   -864.76    |   -1187.33   |     1000     | ⏱️  Timeout 
    176      |   -4746.36   |   -764.85    |   -970.61    |   -802.12    |   -740.19    |     664      |  ✅ Success  
    177      |   -672.06    |   -291.23    |   -317.97    |   -184.58    |   -164.70    |     183      |  ✅ Success  
    178      |   -1211.50   |    -83.93    |    -94.97    |    -82.56    |    -52.22    |      76      |  ❌ Failure  
    179      |   -7157.24   |   -1108.78   |   -2712.19   |   -1562.94   |   -1049.93   |     839      |  ✅ Success  
    180      |   -6823.99   |   -917.15    |   -1062.77   |   -646.57    |   -1004.95   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 180]: Actor Loss=35.0936, Critic Loss=47.2048, Alpha=0.0691, TD-error=2.7010, Beta=1.0000
    181      |   -8790.45   |   -1970.12   |   -1044.59   |   -1119.57   |   -1264.36   |     1000     | ⏱️  Timeout 
    182      |    534.20    |    -72.12    |    -61.84    |    -81.07    |   -115.48    |      68      |  ✅ Success  
    183      |   -1496.22   |   -227.91    |   -249.04    |   -115.56    |   -365.38    |     307      |  ✅ Success  
    184      |   -5957.87   |   -1021.92   |   -1023.51   |   -691.81    |   -1215.57   |     812      |  ✅ Success  
    185      |   -6770.15   |   -1132.57   |   -900.25    |   -627.91    |   -773.87    |     1000     | ⏱️  Timeout 
    186      |    786.46    |    -16.68    |    -25.20    |    -40.66    |    -34.48    |      28      |  ✅ Success  
    187      |   -976.99    |   -295.83    |   -302.09    |   -755.90    |   -424.17    |     266      |  ✅ Success  
    188      |   -7589.45   |   -702.96    |   -522.79    |   -306.27    |   -551.40    |     1000     | ⏱️  Timeout 
    189      |   -7673.97   |   -741.84    |   -631.60    |   -377.83    |   -191.47    |     1000     | ⏱️  Timeout 
    190      |   -8182.04   |   -970.60    |   -776.95    |   -584.30    |   -740.95    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 190]: Actor Loss=30.1972, Critic Loss=35.5768, Alpha=0.0652, TD-error=2.0749, Beta=1.0000
    191      |    842.52    |    -22.00    |    -22.62    |    -25.42    |    -30.47    |      24      |  ✅ Success  
    192      |    816.63    |    -23.61    |    -25.19    |    -32.61    |    -38.53    |      26      |  ✅ Success  
    193      |   -7312.41   |   -1059.74   |   -642.29    |   -424.31    |   -967.13    |     1000     | ⏱️  Timeout 
    194      |    517.79    |    -91.46    |    -85.43    |    -60.58    |    -50.88    |      64      |  ✅ Success  
    195      |   -547.10    |    -4.87     |    -4.52     |    -4.29     |    -2.92     |      6       |  ❌ Failure  
    196      |    312.69    |   -134.06    |    -65.03    |    -82.33    |   -107.14    |      81      |  ✅ Success  
    197      |   -5756.67   |   -746.85    |   -688.88    |    104.64    |   -141.11    |     1000     | ⏱️  Timeout 
    198      |    370.22    |    -81.09    |    -79.99    |   -117.49    |   -102.30    |     108      |  ✅ Success  
    199      |   -1906.08   |   -269.40    |   -371.02    |    -54.65    |   -119.01    |     480      |  ✅ Success  
    200      |   -7106.39   |   -1200.15   |   -1056.84   |   -1183.11   |   -1638.84   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 200]: Actor Loss=25.8728, Critic Loss=50.0532, Alpha=0.0663, TD-error=2.5300, Beta=1.0000
    201      |   -6975.15   |   -393.95    |   -552.00    |   -218.93    |   -593.03    |     989      |  ✅ Success  
    202      |   -891.23    |   -288.65    |   -180.37    |   -112.37    |   -278.87    |     246      |  ✅ Success  
    203      |   -9588.09   |   -1313.68   |   -740.83    |   -255.47    |   -644.89    |     1000     | ⏱️  Timeout 
    204      |   -3692.99   |   -591.26    |   -467.94    |    -52.67    |   -195.95    |     593      |  ✅ Success  
    205      |   -2368.28   |   -559.53    |   -326.67    |   -243.35    |   -293.75    |     535      |  ✅ Success  
    206      |   -7245.42   |   -1115.32   |   -1037.85   |   -989.92    |   -895.16    |     1000     | ⏱️  Timeout 
    207      |   -4953.71   |   -448.92    |   -613.44    |    -64.30    |    -79.23    |     557      |  ❌ Failure  
    208      |   -6076.08   |   -537.95    |   -1077.97   |    53.04     |    -75.43    |     1000     | ⏱️  Timeout 
    209      |   -4659.53   |   -368.53    |   -1442.31   |    17.21     |   -184.99    |     487      |  ❌ Failure  
    210      |   -5646.89   |   -849.65    |   -625.12    |   -1373.96   |   -909.84    |     808      |  ✅ Success  
  📊 统计 [Ep 210]: Actor Loss=25.2051, Critic Loss=34.6049, Alpha=0.0603, TD-error=2.0797, Beta=1.0000
    211      |   -7612.28   |   -334.16    |   -563.24    |   -339.14    |   -237.69    |     1000     | ⏱️  Timeout 
    212      |   -5372.36   |   -397.10    |   -268.80    |    151.13    |    -96.85    |     1000     | ⏱️  Timeout 
    213      |   -4699.13   |    -83.55    |   -817.67    |    42.54     |   -106.10    |     1000     | ⏱️  Timeout 
    214      |    593.35    |    -36.36    |    -68.57    |    -33.99    |    -55.48    |      46      |  ✅ Success  
    215      |    594.79    |    -59.53    |    -40.50    |    -36.30    |    -54.29    |      47      |  ✅ Success  
