📝 日志文件: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251030_112631/training.log
💡 训练输出将实时保存到日志文件
🚀 启用AMP混合精度训练（预期加速40-100%）
🚀 启用异步数据传输（预期加速10-20%）
SAC训练中...
📊 优先级经验回放（PER）配置:
  - 容量: 20000
  - Alpha: 0.6 (优先级指数)
  - Beta: 0.4 → 1.0 (重要性采样权重)
  - 内存优化: float32 (节省50%内存)

================================================================================
  Episode    |    Leader    |  Follower0   |  Follower1   |  Follower2   |  Follower3   |    Steps     |    Status   
    116      |    304.72    |   -117.78    |   -102.63    |   -111.77    |    -95.70    |     118      |  ✅ Success  
    117      |   -471.60    |    -39.22    |   -125.41    |    -97.09    |    -78.29    |     274      |  ✅ Success  
    118      |    411.03    |    -51.06    |    -13.81    |    -42.98    |    -44.26    |      97      |  ✅ Success  
    119      |   -1452.58   |   -154.60    |   -149.26    |    -22.27    |    -41.48    |     405      |  ✅ Success  
    120      |    613.82    |    -34.75    |    -31.10    |    -53.31    |    -42.59    |      58      |  ✅ Success  
  📊 统计 [Ep 120]: Actor Loss=18.0902, Critic Loss=100.8073, Alpha=0.0754, TD-error=4.0366, Beta=1.0000
    121      |    633.92    |    -94.29    |    -55.04    |    -33.28    |    -32.65    |      63      |  ✅ Success  
    122      |    637.72    |    -45.06    |    -85.20    |    -38.18    |    -27.31    |      57      |  ✅ Success  
    123      |    164.71    |   -111.77    |    -84.13    |    -87.96    |    -92.03    |     166      |  ✅ Success  
    124      |    663.88    |    -39.00    |    -27.70    |    -28.07    |    -52.80    |      49      |  ✅ Success  
    125      |   -4109.41   |   -659.76    |   -631.63    |   -537.10    |   -776.85    |     720      |  ✅ Success  
    126      |   -6324.09   |   -950.04    |   -1022.43   |   -731.00    |   -952.02    |     1000     | ⏱️  Timeout 
    127      |    602.11    |    -49.93    |    -32.43    |    -60.09    |    -12.95    |      67      |  ✅ Success  
    128      |    687.40    |    -47.68    |    -37.73    |    -87.71    |    -21.29    |      47      |  ✅ Success  
    129      |    474.11    |    -83.12    |   -122.76    |    -62.53    |    -68.28    |     100      |  ✅ Success  
    130      |    190.83    |    -67.95    |    -35.21    |    -98.87    |    -42.31    |     127      |  ✅ Success  
  📊 统计 [Ep 130]: Actor Loss=14.9453, Critic Loss=113.1481, Alpha=0.0957, TD-error=4.3504, Beta=1.0000
    131      |   -2152.51   |   -527.84    |   -506.23    |   -428.02    |   -554.07    |     587      |  ✅ Success  
    132      |   -391.43    |   -201.50    |   -204.70    |   -147.94    |   -214.96    |     291      |  ✅ Success  
    133      |    510.29    |    -70.90    |    -55.22    |    -50.21    |    -76.79    |      85      |  ✅ Success  
    134      |   -674.56    |    -43.41    |    -23.10    |    -53.10    |   -163.23    |     281      |  ✅ Success  
    135      |    702.76    |    -39.13    |    -50.19    |    -33.62    |    -18.65    |      49      |  ✅ Success  
    136      |    756.07    |    -31.03    |    -26.69    |    -40.44    |    -20.70    |      45      |  ✅ Success  
    137      |    545.67    |    -24.71    |    -56.12    |    -79.91    |    -42.68    |      74      |  ✅ Success  
    138      |    567.85    |   -103.64    |    -34.85    |    -48.28    |    -36.18    |      60      |  ✅ Success  
    139      |    835.52    |    -49.87    |    -14.37    |    -13.40    |    -21.79    |      24      |  ✅ Success  
    140      |    711.79    |    -44.53    |    -34.23    |    -44.36    |    -36.86    |      51      |  ✅ Success  
  📊 统计 [Ep 140]: Actor Loss=16.4820, Critic Loss=90.8396, Alpha=0.0946, TD-error=3.7387, Beta=1.0000
    141      |   -683.11    |    -28.12    |    -11.39    |    -14.28    |    -13.58    |      19      |  ❌ Failure  
    142      |   -1416.32   |   -308.97    |   -259.10    |   -257.04    |   -544.07    |     371      |  ✅ Success  
    143      |   -161.08    |   -174.58    |   -156.08    |   -152.21    |   -175.74    |     191      |  ✅ Success  
    144      |   -1175.60   |    -39.51    |    -36.67    |    -26.00    |    -64.63    |     111      |  ❌ Failure  
    145      |   -636.55    |    -9.93     |    -6.28     |    -12.53    |    -9.55     |      17      |  ❌ Failure  
    146      |   -857.72    |    -20.01    |    -35.99    |    -26.43    |    -24.90    |      44      |  ❌ Failure  
    147      |    414.13    |    -56.64    |   -101.46    |    -59.33    |    -78.98    |     111      |  ✅ Success  
    148      |   -1016.45   |    -18.48    |    -89.08    |    -42.96    |    -37.21    |      58      |  ❌ Failure  
    149      |   -1477.42   |    -43.50    |    -55.00    |   -101.56    |    -50.89    |     126      |  ❌ Failure  
    150      |   -793.17    |    -18.54    |    -33.73    |    -26.97    |    -16.50    |      35      |  ❌ Failure  
  📊 统计 [Ep 150]: Actor Loss=13.8297, Critic Loss=171.8345, Alpha=0.1152, TD-error=6.2011, Beta=1.0000
    151      |   -204.95    |    -83.96    |   -170.56    |   -102.40    |    -30.32    |     165      |  ✅ Success  
    152      |   -999.70    |    -70.05    |    -60.60    |    -25.45    |    -42.79    |      56      |  ❌ Failure  
    153      |   -106.99    |   -148.02    |   -130.32    |   -135.89    |   -138.71    |     169      |  ✅ Success  
    154      |    136.50    |    -79.00    |   -127.88    |    -65.61    |    -79.25    |     140      |  ✅ Success  
    155      |   -164.60    |    -79.00    |    -97.01    |    -55.57    |    -55.08    |     192      |  ✅ Success  
    156      |   -408.28    |    -16.69    |    -28.99    |    30.99     |    -66.76    |     300      |  ✅ Success  
    157      |    591.12    |    -61.56    |    -40.12    |    -48.70    |    -50.54    |      73      |  ✅ Success  
    158      |    178.27    |    -64.73    |    -46.77    |    -19.22    |    -24.70    |     164      |  ✅ Success  
    159      |   -417.84    |   -129.39    |   -158.03    |    -58.59    |    -55.11    |     209      |  ✅ Success  
    160      |    10.98     |    -1.35     |    -52.32    |    -53.93    |    -76.70    |     187      |  ✅ Success  
  📊 统计 [Ep 160]: Actor Loss=17.0132, Critic Loss=189.4259, Alpha=0.1362, TD-error=6.5173, Beta=1.0000
    161      |    -50.36    |   -296.62    |   -139.51    |    -64.69    |    -50.66    |     126      |  ✅ Success  
    162      |    691.98    |    -27.63    |    -30.49    |    -30.09    |    -26.75    |      43      |  ✅ Success  
    163      |    76.52     |    -47.77    |    -60.47    |    -12.95    |    -26.44    |     190      |  ✅ Success  
    164      |   -710.24    |    -33.13    |    -20.76    |    -21.49    |    -16.10    |      24      |  ❌ Failure  
    165      |    786.08    |    -21.34    |    -20.08    |    -20.21    |    -10.55    |      32      |  ✅ Success  
    166      |    325.54    |    -48.93    |    -48.61    |    -42.48    |    -53.11    |      93      |  ✅ Success  
    167      |    822.25    |    -20.06    |    -16.10    |    -23.83    |    -16.51    |      28      |  ✅ Success  
    168      |    696.23    |    -32.06    |    -40.82    |    -44.80    |    -29.10    |      42      |  ✅ Success  
    169      |    704.94    |    -41.06    |    -26.59    |    -33.71    |    -9.44     |      41      |  ✅ Success  
    170      |    701.73    |    -31.91    |    -23.78    |    -31.14    |    -26.28    |      40      |  ✅ Success  
  📊 统计 [Ep 170]: Actor Loss=17.0986, Critic Loss=247.5817, Alpha=0.1411, TD-error=8.0155, Beta=1.0000
    171      |   -1276.96   |    -33.31    |    -36.86    |    -17.97    |    -22.89    |     135      |  ❌ Failure  
    172      |    747.44    |    -22.79    |    -20.22    |    -55.35    |    -12.69    |      41      |  ✅ Success  
    173      |   -849.15    |    -20.62    |    -32.17    |    -16.79    |    -17.82    |      53      |  ❌ Failure  
    174      |    372.06    |    -33.33    |    -53.56    |    -41.45    |    -52.67    |      88      |  ✅ Success  
    175      |    526.33    |    -45.51    |    -35.10    |    -41.36    |    -33.20    |      74      |  ✅ Success  
    176      |   -794.40    |    -28.55    |    -27.41    |    -27.65    |    -12.44    |      36      |  ❌ Failure  
    177      |    135.91    |    -97.69    |    -99.30    |   -121.67    |   -205.44    |     120      |  ✅ Success  
    178      |   -802.55    |    -14.50    |    -25.03    |    -5.46     |    -25.45    |      46      |  ❌ Failure  
    179      |    721.43    |    -28.48    |    -29.79    |    -29.15    |    -29.98    |      49      |  ✅ Success  
    180      |    -99.68    |   -116.09    |   -125.44    |    -78.73    |   -126.76    |     204      |  ✅ Success  
  📊 统计 [Ep 180]: Actor Loss=16.8105, Critic Loss=253.3059, Alpha=0.1494, TD-error=8.2588, Beta=1.0000
    181      |   -174.41    |   -112.49    |    -67.00    |    -86.68    |    -83.01    |     153      |  ✅ Success  
    182      |    364.87    |    -37.91    |    -43.27    |    -90.05    |    -32.00    |      95      |  ✅ Success  
    183      |    678.32    |    -33.74    |    -28.50    |    -29.91    |    -29.79    |      48      |  ✅ Success  
    184      |    622.93    |    -45.62    |    -33.75    |    -46.59    |    -32.72    |      48      |  ✅ Success  
    185      |    426.63    |    -50.51    |    -41.26    |    -51.00    |    -77.78    |      68      |  ✅ Success  
    186      |   -1218.22   |   -207.19    |   -159.59    |   -172.18    |   -169.10    |     356      |  ✅ Success  
    187      |    486.66    |    -65.87    |    -55.58    |    -58.23    |    -47.65    |      57      |  ✅ Success  
    188      |    165.62    |   -123.96    |   -132.33    |   -122.04    |   -115.71    |     141      |  ✅ Success  
    189      |   -520.38    |   -133.75    |   -195.77    |   -122.32    |   -176.49    |     245      |  ✅ Success  
    190      |    703.92    |    -33.45    |    -43.42    |    -28.96    |    -26.90    |      48      |  ✅ Success  
  📊 统计 [Ep 190]: Actor Loss=17.9720, Critic Loss=244.4915, Alpha=0.1630, TD-error=8.4347, Beta=1.0000
    191      |    539.95    |    -41.87    |    -37.79    |    -46.88    |    -51.30    |      51      |  ✅ Success  
    192      |    117.20    |    -46.68    |    -42.82    |    -23.14    |   -268.40    |     119      |  ✅ Success  
    193      |    339.94    |    -95.29    |    -88.20    |    -81.92    |   -100.28    |     113      |  ✅ Success  
    194      |    258.87    |   -102.38    |    -89.02    |    -98.13    |    -59.30    |     113      |  ✅ Success  
    195      |    745.64    |    -22.43    |    -20.93    |    -23.97    |    -16.83    |      37      |  ✅ Success  
    196      |    765.82    |    -21.32    |    -20.78    |    -36.65    |    -16.07    |      35      |  ✅ Success  
    197      |   -1030.21   |   -280.37    |   -189.56    |   -127.42    |   -236.63    |     407      |  ✅ Success  
    198      |   -616.66    |   -274.36    |   -233.78    |   -241.85    |   -268.30    |     321      |  ✅ Success  
    199      |    527.44    |    -71.54    |    -50.44    |    -58.45    |    -63.14    |      77      |  ✅ Success  
    200      |    282.61    |    -99.70    |    -71.11    |    -88.78    |    -69.95    |      97      |  ✅ Success  
  📊 统计 [Ep 200]: Actor Loss=18.4834, Critic Loss=259.3815, Alpha=0.1759, TD-error=8.3598, Beta=1.0000
    201      |    321.04    |    -81.03    |    -78.79    |   -130.30    |    -76.48    |     100      |  ✅ Success  
    202      |    747.41    |    -24.42    |    -36.15    |    -34.88    |    -26.17    |      37      |  ✅ Success  
    203      |    430.81    |    -52.10    |    -54.20    |   -102.69    |    -33.43    |      70      |  ✅ Success  
    204      |    472.75    |    -33.79    |    -45.83    |    -68.80    |    -39.16    |      74      |  ✅ Success  
    205      |    768.15    |    -21.11    |    -33.89    |    -17.01    |    -24.44    |      36      |  ✅ Success  
    206      |    718.17    |    -28.98    |    -20.88    |    -22.68    |    -19.14    |      45      |  ✅ Success  
    207      |    422.51    |   -119.38    |    -48.87    |    -60.54    |    -54.33    |      91      |  ✅ Success  
    208      |    758.02    |    -17.56    |    -61.66    |    -23.69    |    -20.18    |      36      |  ✅ Success  
    209      |    408.95    |    -62.61    |    -93.87    |    -49.76    |   -108.40    |      84      |  ✅ Success  
    210      |    746.04    |    -21.99    |    -43.64    |    -29.62    |    -18.40    |      33      |  ✅ Success  
  📊 统计 [Ep 210]: Actor Loss=17.3510, Critic Loss=272.3077, Alpha=0.1816, TD-error=9.0958, Beta=1.0000
    211      |    392.10    |    -52.45    |    -42.89    |    -55.46    |    -44.86    |      79      |  ✅ Success  
    212      |    555.65    |    -47.14    |    -56.86    |    -77.18    |    -68.66    |      90      |  ✅ Success  
    213      |    531.99    |    -34.74    |    -57.82    |    -39.47    |   -146.16    |      59      |  ✅ Success  
    214      |    340.30    |    -74.99    |    -86.70    |    -69.84    |    -67.16    |     112      |  ✅ Success  
    215      |    689.87    |    -29.28    |    -27.17    |    -62.06    |    -21.91    |      44      |  ✅ Success  
    216      |    574.10    |    -41.19    |    -41.26    |    -50.18    |    -37.36    |      50      |  ✅ Success  
    217      |    653.71    |    -38.57    |    -23.52    |    -50.37    |    -20.37    |      52      |  ✅ Success  
    218      |    534.17    |    -67.46    |    -34.02    |    -42.60    |    -32.84    |      61      |  ✅ Success  
    219      |    482.42    |    -42.91    |    -48.59    |    -54.55    |    -36.29    |      61      |  ✅ Success  
    220      |    428.97    |    -68.78    |    -73.41    |    -91.15    |    -79.07    |     102      |  ✅ Success  
  📊 统计 [Ep 220]: Actor Loss=15.6793, Critic Loss=261.7281, Alpha=0.1857, TD-error=8.5318, Beta=1.0000
    221      |    516.16    |    -35.57    |    -29.84    |   -132.97    |    -37.76    |      57      |  ✅ Success  
    222      |    595.54    |    -29.46    |    -36.00    |    -26.38    |    -56.76    |      47      |  ✅ Success  
