📝 日志文件: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_165059/training.log
💡 训练输出将实时保存到日志文件
🚀 启用AMP混合精度训练（预期加速40-100%）
🚀 启用异步数据传输（预期加速10-20%）
SAC训练中...
📊 优先级经验回放（PER）配置:
  - 容量: 20000
  - Alpha: 0.6 (优先级指数)
  - Beta: 0.4 → 1.0 (重要性采样权重)
  - 内存优化: float32 (节省50%内存)

================================================================================
  Episode    |    Leader    |  Follower0   |  Follower1   |  Follower2   |    Steps     |    Status   
    251      |    763.54    |    -22.38    |    -24.76    |    -43.15    |      39      |  ✅ Success  
    252      |   -983.78    |    -32.72    |    -49.71    |    -30.15    |      57      |  ❌ Failure  
    253      |   -657.62    |   -307.19    |   -325.36    |   -268.88    |     182      |  ✅ Success  
    254      |   -721.31    |    -15.00    |    -18.23    |    -19.65    |      29      |  ❌ Failure  
    255      |   -2339.73   |   -270.74    |   -221.42    |   -301.49    |     179      |  ❌ Failure  
    256      |    67.05     |    -80.13    |   -124.99    |    -85.22    |     109      |  ✅ Success  
    257      |    112.06    |    -49.35    |   -187.24    |    -82.86    |      82      |  ✅ Success  
    258      |    320.14    |    -57.67    |    -75.85    |    -74.95    |      79      |  ✅ Success  
    259      |    705.19    |    -26.09    |    -33.61    |    -22.07    |      43      |  ✅ Success  
    260      |    663.04    |    -80.56    |    -30.35    |    -34.37    |      42      |  ✅ Success  
  📊 统计 [Ep 260]: Actor Loss=-50.1112, Critic Loss=579.5348, Alpha=0.2618, TD-error=16.1933, Beta=1.0000
    261      |   -5841.86   |   -1043.30   |   -913.23    |   -1063.78   |     1000     | ⏱️  Timeout 
    262      |    -58.30    |   -172.65    |    -36.31    |   -165.02    |     140      |  ✅ Success  
    263      |    139.44    |    -68.54    |    -76.44    |    -79.99    |     100      |  ✅ Success  
    264      |    356.13    |    -59.78    |    -48.00    |   -130.01    |      77      |  ✅ Success  
    265      |    479.80    |    -45.22    |   -118.23    |    -48.25    |      56      |  ✅ Success  
    266      |    484.20    |    -47.71    |    -55.25    |    -64.30    |      71      |  ✅ Success  
    267      |   -388.50    |   -189.11    |   -102.53    |   -131.32    |     137      |  ✅ Success  
    268      |    629.53    |    -33.44    |    -86.40    |    -34.64    |      49      |  ✅ Success  
    269      |    327.10    |    -76.18    |    -62.05    |    -54.82    |      81      |  ✅ Success  
    270      |    235.21    |    -47.69    |    -70.68    |    -84.12    |      74      |  ✅ Success  
  📊 统计 [Ep 270]: Actor Loss=-52.8753, Critic Loss=568.3534, Alpha=0.3133, TD-error=17.4201, Beta=1.0000
    271      |    342.97    |    -59.46    |   -116.95    |    -67.48    |      76      |  ✅ Success  
    272      |   -124.27    |   -102.48    |    -83.06    |   -105.42    |     133      |  ✅ Success  
    273      |    371.01    |    -51.26    |    -69.47    |    -60.85    |      66      |  ✅ Success  
    274      |   -1863.69   |   -133.73    |   -116.95    |   -184.36    |     169      |  ❌ Failure  
    275      |  -10422.78   |   -1742.33   |   -1176.63   |   -2409.34   |     1000     | ⏱️  Timeout 
    276      |    608.47    |    -33.94    |    -73.96    |    -38.00    |      51      |  ✅ Success  
    277      |   -583.86    |   -239.37    |   -205.51    |   -167.49    |     194      |  ✅ Success  
    278      |    678.47    |    -33.21    |    -38.67    |    -38.48    |      45      |  ✅ Success  
    279      |   -586.04    |   -147.85    |   -166.17    |   -168.55    |     153      |  ✅ Success  
    280      |   -392.74    |   -157.90    |   -105.51    |   -108.85    |     137      |  ✅ Success  
  📊 统计 [Ep 280]: Actor Loss=-51.4436, Critic Loss=576.2867, Alpha=0.3550, TD-error=16.8033, Beta=1.0000
    281      |   -645.19    |   -171.18    |   -129.60    |   -132.11    |     174      |  ✅ Success  
    282      |   -564.65    |    -5.47     |    -4.84     |    -5.35     |      8       |  ❌ Failure  
    283      |    513.68    |    -32.16    |    -40.77    |   -126.30    |      51      |  ✅ Success  
    284      |    421.31    |    -57.73    |    -61.79    |    -46.67    |      73      |  ✅ Success  
    285      |    291.81    |   -100.51    |   -100.78    |    -70.30    |     102      |  ✅ Success  
    286      |    206.62    |   -129.84    |    -69.07    |    -81.33    |      71      |  ✅ Success  
    287      |   -555.19    |    -4.91     |    -4.34     |    -4.49     |      7       |  ❌ Failure  
    288      |    593.84    |    -37.75    |    -68.70    |    -42.87    |      50      |  ✅ Success  
    289      |    617.01    |    -33.15    |    -33.97    |    -66.44    |      49      |  ✅ Success  
    290      |    534.56    |    -39.09    |    -37.92    |    -41.11    |      64      |  ✅ Success  
  📊 统计 [Ep 290]: Actor Loss=-55.9489, Critic Loss=623.4572, Alpha=0.3642, TD-error=17.7789, Beta=1.0000
    291      |    409.11    |    -50.18    |    -92.43    |    -55.12    |      69      |  ✅ Success  
    292      |    598.47    |    -26.51    |    -67.78    |    -44.26    |      52      |  ✅ Success  
    293      |    202.35    |    -65.65    |    -73.90    |    -71.16    |     110      |  ✅ Success  
    294      |   -622.41    |   -137.61    |   -146.38    |   -106.55    |     158      |  ✅ Success  
    295      |    -66.86    |   -111.47    |   -113.09    |    -94.49    |     101      |  ✅ Success  
    296      |   -462.61    |   -143.06    |   -130.16    |   -127.70    |     153      |  ✅ Success  
    297      |    481.43    |    -39.31    |    -53.31    |    -48.41    |      62      |  ✅ Success  
    298      |    548.04    |    -44.55    |    -47.06    |    -98.32    |      57      |  ✅ Success  
    299      |    501.15    |    -37.99    |    -71.31    |    -41.65    |      55      |  ✅ Success  
    300      |    417.11    |    -64.58    |    -95.63    |    -47.77    |      84      |  ✅ Success  
  📊 统计 [Ep 300]: Actor Loss=-59.2377, Critic Loss=830.4829, Alpha=0.3975, TD-error=20.1521, Beta=1.0000
    301      |    91.10     |    -90.90    |   -138.21    |    -72.05    |      87      |  ✅ Success  
    302      |    -76.87    |    -90.14    |   -101.35    |    -95.17    |     106      |  ✅ Success  
    303      |    10.42     |    -77.48    |   -135.61    |    -93.75    |     114      |  ✅ Success  
    304      |   -755.03    |   -131.32    |   -136.96    |   -177.18    |     173      |  ✅ Success  
    305      |    545.51    |    -23.01    |    -74.15    |    -49.68    |      56      |  ✅ Success  
    306      |    568.68    |    -40.01    |    -48.90    |    -31.29    |      64      |  ✅ Success  
    307      |    257.33    |    -85.97    |    -78.48    |    -72.31    |      78      |  ✅ Success  
    308      |   -3916.48   |   -353.87    |   -398.05    |   -429.62    |     465      |  ✅ Success  
    309      |    677.55    |    -33.28    |    -31.31    |    -37.33    |      44      |  ✅ Success  
    310      |   -738.40    |    -13.27    |    -12.84    |    -20.39    |      26      |  ❌ Failure  
  📊 统计 [Ep 310]: Actor Loss=-78.1569, Critic Loss=772.5903, Alpha=0.4300, TD-error=20.5002, Beta=1.0000
    311      |   -1404.04   |   -342.00    |   -369.10    |   -295.11    |     290      |  ✅ Success  
    312      |    434.30    |    -67.05    |   -156.18    |    -80.71    |      76      |  ✅ Success  
    313      |    491.90    |    -65.45    |    -57.38    |    -89.30    |      67      |  ✅ Success  
    314      |   -6051.56   |   -1376.06   |   -770.64    |   -602.48    |     587      |  ✅ Success  
    315      |   -160.14    |    -70.26    |   -103.25    |   -114.38    |     130      |  ✅ Success  
    316      |    497.32    |    -37.29    |    -50.05    |    -50.18    |      61      |  ✅ Success  
    317      |    402.08    |    -53.66    |    -66.66    |    -34.17    |      79      |  ✅ Success  
    318      |   -912.37    |   -124.16    |   -167.56    |   -262.81    |     171      |  ✅ Success  
    319      |    164.79    |   -101.04    |    -80.77    |    -62.36    |      78      |  ✅ Success  
    320      |    285.21    |    -53.26    |    -69.50    |    -77.67    |      72      |  ✅ Success  
  📊 统计 [Ep 320]: Actor Loss=-50.6585, Critic Loss=739.2003, Alpha=0.4296, TD-error=19.0307, Beta=1.0000
    321      |   -2194.78   |   -253.89    |   -297.73    |   -333.46    |     297      |  ✅ Success  
    322      |   -327.08    |    -84.02    |   -160.26    |   -122.97    |     140      |  ✅ Success  
    323      |    684.33    |    -42.50    |    -21.07    |    -27.19    |      45      |  ✅ Success  
    324      |    87.70     |    -50.33    |    -79.38    |   -157.02    |     100      |  ✅ Success  
    325      |    124.84    |    -53.55    |    -80.81    |   -102.06    |      90      |  ✅ Success  
    326      |    297.95    |    -55.08    |    -58.19    |    -99.18    |      79      |  ✅ Success  
    327      |    574.81    |    -29.57    |    -70.13    |    -38.75    |      54      |  ✅ Success  
    328      |   -9197.68   |   -1029.01   |   -1207.98   |   -1244.73   |     976      |  ✅ Success  
    329      |   -938.11    |    -90.91    |    -43.73    |    -42.57    |      70      |  ❌ Failure  
    330      |   -3942.29   |   -416.50    |   -526.36    |   -410.13    |     403      |  ✅ Success  
  📊 统计 [Ep 330]: Actor Loss=-67.2012, Critic Loss=788.5145, Alpha=0.3889, TD-error=19.9258, Beta=1.0000
    331      |   -5683.91   |   -634.06    |   -860.53    |   -553.33    |     516      |  ✅ Success  
    332      |   -1273.01   |   -249.89    |   -183.42    |   -188.71    |     195      |  ✅ Success  
    333      |   -132.46    |   -115.31    |   -155.86    |   -145.48    |     149      |  ✅ Success  
    334      |   -119.88    |   -109.43    |   -121.97    |   -105.06    |     115      |  ✅ Success  
    335      |    650.48    |    -33.67    |    -39.00    |    -41.31    |      52      |  ✅ Success  
    336      |    510.58    |    -52.88    |    -56.05    |    -50.78    |      70      |  ✅ Success  
    337      |   -451.87    |   -130.27    |   -120.24    |   -100.32    |     155      |  ✅ Success  
    338      |    667.69    |    -38.86    |    -22.24    |    -17.59    |      55      |  ✅ Success  
    339      |   -675.82    |   -123.56    |   -140.09    |   -139.38    |     146      |  ✅ Success  
    340      |   -2467.31   |   -217.80    |   -231.82    |   -314.89    |     368      |  ✅ Success  
  📊 统计 [Ep 340]: Actor Loss=-74.2470, Critic Loss=785.5983, Alpha=0.4167, TD-error=19.4107, Beta=1.0000
    341      |    93.54     |   -118.21    |    -83.93    |    -79.43    |     101      |  ✅ Success  
    342      |    489.27    |    -39.79    |    -58.37    |    -44.16    |      60      |  ✅ Success  
    343      |   -2269.05   |   -314.39    |   -449.18    |   -239.40    |     264      |  ✅ Success  
    344      |   -2481.85   |   -472.60    |   -377.09    |   -317.24    |     257      |  ✅ Success  
    345      |   -964.51    |   -182.07    |   -182.68    |   -177.81    |     167      |  ✅ Success  
    346      |   -601.17    |   -141.80    |   -281.91    |   -126.69    |     136      |  ✅ Success  
    347      |   -1390.78   |   -190.70    |   -178.84    |   -246.26    |     195      |  ✅ Success  
    348      |   -319.88    |   -128.17    |   -101.46    |   -131.22    |     114      |  ✅ Success  
    349      |   -697.83    |    -11.55    |    -14.80    |    -18.13    |      24      |  ❌ Failure  
    350      |    406.68    |    -44.03    |    -75.18    |    -39.11    |      64      |  ✅ Success  
  📊 统计 [Ep 350]: Actor Loss=-99.8710, Critic Loss=929.8795, Alpha=0.4455, TD-error=20.8695, Beta=1.0000
    351      |    253.60    |    -50.48    |   -101.35    |    -55.76    |      82      |  ✅ Success  
    352      |    114.01    |    -61.26    |   -101.92    |    -66.17    |      95      |  ✅ Success  
    353      |    267.50    |    -63.04    |    -59.52    |    -71.81    |      81      |  ✅ Success  
    354      |   -963.79    |   -230.93    |   -243.68    |   -148.57    |     183      |  ✅ Success  
    355      |   -5977.83   |   -622.47    |   -681.77    |   -546.06    |     583      |  ✅ Success  
    356      |   -193.92    |   -102.03    |   -106.97    |   -133.86    |     116      |  ✅ Success  
    357      |   -987.60    |   -188.85    |   -205.44    |   -154.06    |     183      |  ✅ Success  
    358      |    284.16    |    -55.35    |    -65.60    |    -64.59    |      83      |  ✅ Success  
    359      |   -312.96    |   -109.05    |    -86.76    |   -132.56    |     128      |  ✅ Success  
    360      |   -4027.14   |   -503.46    |   -440.25    |   -427.84    |     446      |  ✅ Success  
  📊 统计 [Ep 360]: Actor Loss=-102.4996, Critic Loss=819.1752, Alpha=0.4910, TD-error=20.3849, Beta=1.0000
    361      |   -957.39    |   -156.90    |   -159.11    |   -182.73    |     184      |  ✅ Success  
    362      |   -545.66    |    -3.47     |    -3.67     |    -2.93     |      6       |  ❌ Failure  
    363      |    75.34     |    -90.52    |    -89.76    |   -100.79    |     104      |  ✅ Success  
    364      |    114.24    |    -91.07    |    -79.33    |    -70.53    |      84      |  ✅ Success  
    365      |   -2284.72   |   -332.53    |   -341.63    |   -317.88    |     288      |  ✅ Success  
    366      |    437.37    |    -53.84    |    -61.04    |    -53.82    |      68      |  ✅ Success  
    367      |   -633.93    |   -142.86    |   -114.13    |   -134.92    |     159      |  ✅ Success  
    368      |    690.62    |    -37.05    |    -32.45    |    -26.01    |      50      |  ✅ Success  
    369      |    590.66    |    -24.06    |    -59.53    |    -80.29    |      51      |  ✅ Success  
    370      |    575.09    |    -43.95    |    -35.00    |    -80.29    |      58      |  ✅ Success  
  📊 统计 [Ep 370]: Actor Loss=-111.2709, Critic Loss=833.0711, Alpha=0.4820, TD-error=20.9584, Beta=1.0000
    371      |    515.87    |    -53.63    |    -63.84    |    -73.55    |      60      |  ✅ Success  
    372      |   -756.12    |   -198.41    |   -168.71    |   -130.88    |     155      |  ✅ Success  
    373      |    181.44    |    -56.79    |    -87.35    |    -64.77    |      92      |  ✅ Success  
    374      |   -1172.12   |   -163.05    |   -230.11    |   -197.81    |     197      |  ✅ Success  
    375      |    506.83    |    -49.65    |    -49.21    |    -48.48    |      55      |  ✅ Success  
    376      |   -6712.02   |   -695.96    |   -786.01    |   -602.27    |     649      |  ✅ Success  
    377      |   -2802.14   |   -385.06    |   -253.83    |   -308.61    |     336      |  ✅ Success  
    378      |    400.75    |    -95.61    |    -62.38    |    -45.50    |      72      |  ✅ Success  
    379      |   -1535.80   |   -220.39    |   -222.25    |   -218.87    |     212      |  ✅ Success  
    380      |    539.08    |    -47.80    |    -53.66    |    -49.71    |      61      |  ✅ Success  
  📊 统计 [Ep 380]: Actor Loss=-106.3475, Critic Loss=832.4175, Alpha=0.4490, TD-error=21.2597, Beta=1.0000
    381      |   -886.09    |   -200.14    |   -176.15    |   -259.92    |     200      |  ✅ Success  
    382      |   -676.99    |   -171.60    |   -140.68    |   -139.89    |     162      |  ✅ Success  
    383      |   -6659.38   |   -633.23    |   -482.04    |   -632.78    |     672      |  ✅ Success  
    384      |   -146.04    |   -115.27    |    -86.06    |    -75.12    |     126      |  ✅ Success  
    385      |   -620.35    |   -127.88    |   -139.92    |   -139.53    |     149      |  ✅ Success  
    386      |   -2643.51   |   -273.50    |   -253.12    |   -300.84    |     319      |  ✅ Success  
    387      |   -2398.59   |   -276.43    |   -282.18    |   -247.70    |     292      |  ✅ Success  
    388      |   -1421.47   |   -219.02    |   -176.79    |   -269.56    |     223      |  ✅ Success  
    389      |  -10027.83   |   -981.82    |   -814.46    |   -983.30    |     869      |  ✅ Success  
    390      |    247.91    |    -67.64    |    -73.59    |    -81.98    |      71      |  ✅ Success  
  📊 统计 [Ep 390]: Actor Loss=-92.8875, Critic Loss=793.3645, Alpha=0.4198, TD-error=18.9050, Beta=1.0000
    391      |   -1704.79   |   -235.01    |   -199.89    |   -216.70    |     243      |  ✅ Success  
    392      |  -12573.98   |   -1241.98   |   -1182.13   |   -1131.05   |     1000     | ⏱️  Timeout 
    393      |   -9330.80   |   -862.24    |   -1487.38   |   -814.55    |     801      |  ✅ Success  
    394      |  -13502.77   |   -1617.32   |   -1123.20   |   -1562.27   |     1000     | ⏱️  Timeout 
    395      |    406.69    |    -61.94    |    -51.34    |    -64.51    |      65      |  ✅ Success  
    396      |    262.70    |    -62.77    |    -57.71    |    -71.73    |      78      |  ✅ Success  
    397      |   -2469.78   |   -276.71    |   -332.34    |   -297.04    |     209      |  ❌ Failure  
    398      |    96.48     |    -71.33    |   -153.85    |    -78.88    |      93      |  ✅ Success  
    399      |    385.14    |    -48.58    |    -53.62    |    -57.92    |      77      |  ✅ Success  
    400      |  -12286.65   |   -965.38    |   -1198.35   |   -1080.20   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 400]: Actor Loss=-94.5452, Critic Loss=521.7396, Alpha=0.2914, TD-error=14.4341, Beta=1.0000
    401      |  -10249.03   |   -1045.68   |   -915.82    |   -1131.60   |     928      |  ✅ Success  
    402      |   -1672.34   |   -171.21    |   -208.15    |   -238.13    |     256      |  ✅ Success  
    403      |    647.67    |    -35.68    |    -35.49    |    -32.89    |      50      |  ✅ Success  
    404      |    612.16    |    -76.52    |    -43.04    |    -24.59    |      50      |  ✅ Success  
    405      |    389.73    |    -50.28    |    -58.36    |    -63.13    |      71      |  ✅ Success  
    406      |    496.60    |    -33.32    |    -45.21    |    -54.93    |      64      |  ✅ Success  
    407      |   -357.05    |   -103.00    |    -95.40    |   -109.96    |     131      |  ✅ Success  
    408      |   -523.19    |   -240.98    |   -254.08    |   -177.37    |     230      |  ✅ Success  
    409      |    400.50    |    -52.00    |    -48.11    |    -50.32    |      78      |  ✅ Success  
    410      |    85.99     |    -58.59    |   -119.51    |    -88.12    |      92      |  ✅ Success  
  📊 统计 [Ep 410]: Actor Loss=-92.1966, Critic Loss=500.6190, Alpha=0.2391, TD-error=15.4972, Beta=1.0000
    411      |    410.07    |    -60.02    |    -54.89    |    -90.00    |      82      |  ✅ Success  
    412      |    88.20     |    -82.70    |    -62.08    |    -58.66    |      88      |  ✅ Success  
    413      |    338.21    |    -58.61    |    -54.40    |    -51.11    |      83      |  ✅ Success  
    414      |    678.06    |    -39.06    |    -35.20    |    -25.06    |      51      |  ✅ Success  
    415      |   -392.03    |   -136.66    |   -123.51    |   -134.88    |     135      |  ✅ Success  
    416      |    63.23     |   -105.44    |    -73.16    |    -56.73    |     122      |  ✅ Success  
    417      |    325.28    |    -66.04    |    -68.65    |    -56.47    |      66      |  ✅ Success  
    418      |    -50.93    |    -79.97    |    -84.55    |    -94.38    |     101      |  ✅ Success  
    419      |    540.09    |    -41.64    |    -52.97    |    -26.58    |      56      |  ✅ Success  
    420      |    675.59    |    -34.48    |    -37.14    |    -37.82    |      43      |  ✅ Success  
  📊 统计 [Ep 420]: Actor Loss=-85.5122, Critic Loss=589.0762, Alpha=0.2649, TD-error=16.2593, Beta=1.0000
    421      |    460.07    |    -97.37    |    -63.13    |    -64.20    |      68      |  ✅ Success  
    422      |   -2076.78   |   -210.63    |   -260.52    |   -253.20    |     239      |  ✅ Success  
    423      |   -1138.76   |   -151.70    |   -224.41    |   -174.24    |     204      |  ✅ Success  
    424      |   -185.47    |    -96.75    |   -152.11    |    -89.56    |     114      |  ✅ Success  
    425      |   -404.97    |   -110.29    |   -121.30    |   -120.37    |     147      |  ✅ Success  
    426      |    -23.15    |    -74.56    |    -74.36    |    -73.64    |     108      |  ✅ Success  
    427      |   -1051.01   |   -140.37    |   -160.32    |   -170.41    |     187      |  ✅ Success  
    428      |   -1602.27   |   -187.90    |   -246.41    |   -226.33    |     234      |  ✅ Success  
    429      |   -3682.09   |   -354.18    |   -294.75    |   -327.36    |     442      |  ✅ Success  
    430      |   -2291.16   |   -320.23    |   -235.40    |   -230.93    |     315      |  ✅ Success  
  📊 统计 [Ep 430]: Actor Loss=-52.7075, Critic Loss=496.3107, Alpha=0.2271, TD-error=13.7666, Beta=1.0000
    431      |    263.67    |    -76.72    |    -53.24    |   -122.98    |      79      |  ✅ Success  
    432      |   -5203.77   |   -409.41    |   -368.26    |   -390.58    |     551      |  ✅ Success  
    433      |   -888.31    |   -117.39    |   -174.63    |   -105.19    |     195      |  ✅ Success  
    434      |    370.15    |   -125.01    |    -54.95    |    -55.86    |      66      |  ✅ Success  
    435      |    441.82    |    -60.72    |    -65.13    |    -60.81    |      60      |  ✅ Success  
    436      |    -2.12     |   -163.66    |    -65.21    |    -76.34    |     110      |  ✅ Success  
    437      |   -312.92    |   -120.05    |   -112.26    |   -117.16    |     114      |  ✅ Success  
    438      |   -690.75    |   -139.17    |   -146.97    |   -136.25    |     158      |  ✅ Success  
    439      |    500.04    |    -36.47    |    -44.84    |    -54.09    |      60      |  ✅ Success  
    440      |    482.70    |    -44.58    |    -40.19    |    -46.29    |      71      |  ✅ Success  
  📊 统计 [Ep 440]: Actor Loss=-49.0260, Critic Loss=474.8023, Alpha=0.1875, TD-error=14.2576, Beta=1.0000
    441      |    624.02    |    -43.40    |    -43.98    |    -35.97    |      48      |  ✅ Success  
    442      |   -889.24    |   -125.81    |   -195.87    |   -177.52    |     174      |  ✅ Success  
    443      |   -1338.44   |   -143.88    |   -162.94    |   -226.32    |     197      |  ✅ Success  
    444      |    580.68    |    -29.25    |    -43.74    |    -60.64    |      58      |  ✅ Success  
    445      |    212.65    |    -63.85    |    -93.41    |    -73.47    |      96      |  ✅ Success  
    446      |    221.24    |    -53.69    |   -121.75    |    -56.50    |      77      |  ✅ Success  
    447      |   -1399.93   |   -214.39    |   -214.34    |   -225.33    |     231      |  ✅ Success  
    448      |    369.81    |    -48.08    |    -49.02    |    -74.09    |      68      |  ✅ Success  
    449      |   -1226.65   |   -134.75    |   -162.15    |   -163.02    |     221      |  ✅ Success  
    450      |    677.93    |    -24.53    |    -47.08    |    -42.28    |      43      |  ✅ Success  
  📊 统计 [Ep 450]: Actor Loss=-48.4813, Critic Loss=450.5152, Alpha=0.1728, TD-error=13.4940, Beta=1.0000
    451      |    681.03    |    -21.38    |    -34.94    |    -24.67    |      45      |  ✅ Success  
    452      |    567.78    |    -43.88    |    -47.95    |    -36.81    |      51      |  ✅ Success  
    453      |   -3189.50   |   -212.86    |   -174.19    |   -206.85    |     237      |  ❌ Failure  
    454      |   -5255.03   |   -472.83    |   -495.21    |   -389.49    |     682      |  ✅ Success  
    455      |   -700.31    |   -128.88    |   -117.10    |   -149.46    |     165      |  ✅ Success  
    456      |    606.54    |    -47.14    |    -28.29    |    -39.28    |      55      |  ✅ Success  
    457      |    337.16    |    -52.85    |    -61.56    |    -59.60    |      76      |  ✅ Success  
    458      |    393.53    |    -41.64    |    -50.02    |    -55.22    |      62      |  ✅ Success  
    459      |    308.48    |    -64.16    |    -60.92    |    -59.06    |      73      |  ✅ Success  
    460      |    526.42    |    -29.47    |    -48.44    |   -101.31    |      55      |  ✅ Success  
  📊 统计 [Ep 460]: Actor Loss=-69.8538, Critic Loss=419.6447, Alpha=0.1682, TD-error=13.9515, Beta=1.0000
    461      |    323.41    |    -53.59    |    -64.48    |    -57.72    |      84      |  ✅ Success  
    462      |    417.34    |    -55.84    |    -50.98    |    -57.13    |      72      |  ✅ Success  
    463      |   -1010.81   |   -154.42    |   -229.56    |   -166.03    |     192      |  ✅ Success  
    464      |    188.10    |    -75.77    |    -78.25    |    -98.75    |      80      |  ✅ Success  
    465      |    -86.48    |   -104.73    |   -119.56    |    -91.76    |     101      |  ✅ Success  
    466      |    608.70    |    -26.78    |    -38.39    |    -63.45    |      50      |  ✅ Success  
    467      |    171.43    |    -69.32    |    -82.53    |    -57.64    |      98      |  ✅ Success  
    468      |    378.89    |    -64.59    |   -117.82    |    -64.98    |      61      |  ✅ Success  
    469      |    321.60    |    -55.81    |    -54.48    |    -56.55    |      85      |  ✅ Success  
    470      |    601.46    |    -33.11    |    -34.59    |    -66.54    |      57      |  ✅ Success  
  📊 统计 [Ep 470]: Actor Loss=-82.1262, Critic Loss=496.4993, Alpha=0.1923, TD-error=15.3652, Beta=1.0000
    471      |   -1823.64   |   -276.47    |   -276.18    |   -301.65    |     226      |  ✅ Success  
    472      |    96.71     |    -68.20    |    -82.24    |    -60.49    |      99      |  ✅ Success  
    473      |   -1153.75   |   -181.26    |   -343.54    |   -171.45    |     168      |  ✅ Success  
    474      |    38.76     |    -86.28    |   -198.40    |    -91.99    |      92      |  ✅ Success  
    475      |    244.15    |    -63.19    |    -56.41    |    -63.88    |      82      |  ✅ Success  
    476      |   -4171.85   |   -853.78    |   -601.46    |   -667.67    |     586      |  ✅ Success  
    477      |   -501.72    |   -134.20    |   -120.63    |   -149.41    |     139      |  ✅ Success  
    478      |    97.93     |    -74.05    |    -65.43    |   -119.74    |      91      |  ✅ Success  
    479      |   -153.56    |    -89.44    |   -231.66    |   -147.36    |     115      |  ✅ Success  
    480      |   -1369.82   |   -196.66    |   -164.81    |   -207.96    |     228      |  ✅ Success  
  📊 统计 [Ep 480]: Actor Loss=-86.8999, Critic Loss=558.0031, Alpha=0.2379, TD-error=16.4271, Beta=1.0000
    481      |    225.44    |    -67.99    |    -82.11    |    -58.26    |      77      |  ✅ Success  
    482      |    674.90    |    -43.30    |    -32.73    |    -27.19    |      46      |  ✅ Success  
    483      |    660.25    |    -26.22    |    -35.39    |    -23.84    |      50      |  ✅ Success  
    484      |   -2806.50   |   -145.78    |   -132.58    |   -138.75    |     196      |  ❌ Failure  
    485      |   -1009.80   |   -185.04    |   -196.31    |   -161.14    |     191      |  ✅ Success  
    486      |   -732.68    |   -179.33    |   -109.06    |   -158.68    |     174      |  ✅ Success  
    487      |   -342.36    |   -100.62    |   -127.18    |   -111.54    |     129      |  ✅ Success  
    488      |   -1411.90   |   -162.49    |   -212.40    |   -212.61    |     198      |  ✅ Success  
    489      |   -4580.76   |   -554.56    |   -627.48    |   -626.98    |     506      |  ✅ Success  
    490      |   -611.78    |    -9.29     |    -5.21     |    -6.84     |      14      |  ❌ Failure  
  📊 统计 [Ep 490]: Actor Loss=-101.4548, Critic Loss=469.8724, Alpha=0.2460, TD-error=15.1731, Beta=1.0000
    491      |    372.01    |    -36.27    |    -46.90    |    -52.99    |      70      |  ✅ Success  
    492      |    553.92    |    -29.91    |    -91.23    |    -35.57    |      55      |  ✅ Success  
    493      |   -3022.20   |   -326.32    |   -386.39    |   -316.59    |     339      |  ✅ Success  
    494      |   -136.66    |    -97.78    |    -90.09    |   -135.54    |     123      |  ✅ Success  
    495      |  -12492.11   |   -2014.38   |   -1830.17   |   -1635.22   |     1000     | ⏱️  Timeout 
    496      |    -4.68     |   -158.21    |    -79.68    |    -65.01    |     106      |  ✅ Success  
    497      |    316.93    |    -58.02    |    -54.52    |    -59.94    |      71      |  ✅ Success  
    498      |   -627.79    |   -149.30    |   -218.75    |   -138.76    |     151      |  ✅ Success  
    499      |   -1995.57   |   -297.50    |   -367.73    |   -254.85    |     254      |  ✅ Success  
✅ 训练数据已保存: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_165059/training_data.pkl
✅ 总奖励曲线已保存: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_165059/plots/total_reward.png
✅ Leader奖励曲线已保存: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_165059/plots/leader_reward.png
✅ Follower奖励曲线已保存: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_165059/plots/follower_reward.png
