📝 日志文件: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_165059/training.log
💡 训练输出将实时保存到日志文件
🚀 启用AMP混合精度训练（预期加速40-100%）
🚀 启用异步数据传输（预期加速10-20%）
SAC训练中...
📊 优先级经验回放（PER）配置:
  - 容量: 20000
  - Alpha: 0.6 (优先级指数)
  - Beta: 0.4 → 1.0 (重要性采样权重)
  - 内存优化: float32 (节省50%内存)

================================================================================
  Episode    |    Leader    |  Follower0   |  Follower1   |  Follower2   |    Steps     |    Status   
  📊 统计 [Ep 30]: Actor Loss=50.0287, Critic Loss=95.2093, Alpha=0.0788, TD-error=3.5992, Beta=1.0000
     31      |   -1304.20   |    -95.45    |    -91.55    |   -155.07    |      65      |  ❌ Failure  
     32      |   -2232.41   |   -251.61    |   -311.36    |   -272.40    |     129      |  ❌ Failure  
     33      |   -8846.28   |   -1797.02   |   -1645.76   |   -2900.15   |     937      |  ✅ Success  
     34      |   -1819.28   |   -160.13    |   -192.32    |   -233.31    |     142      |  ❌ Failure  
     35      |   -2606.66   |   -285.76    |   -229.04    |   -289.83    |     168      |  ❌ Failure  
     36      |   -8703.98   |   -1055.53   |   -1362.17   |   -1089.07   |     648      |  ❌ Failure  
     37      |   -625.03    |    -10.18    |    -13.46    |    -15.67    |      15      |  ❌ Failure  
     38      |  -13930.62   |   -3261.66   |   -1580.66   |   -2145.44   |     1000     | ⏱️  Timeout 
     39      |   -1537.23   |   -172.64    |   -132.07    |   -145.26    |     120      |  ❌ Failure  
     40      |   -1084.74   |    -40.92    |    -80.78    |    -71.15    |      66      |  ❌ Failure  
  📊 统计 [Ep 40]: Actor Loss=60.0820, Critic Loss=235.3020, Alpha=0.0785, TD-error=7.8279, Beta=1.0000
     41      |   -546.08    |    -6.61     |    -2.43     |    -5.23     |      7       |  ❌ Failure  
     42      |    317.89    |    -95.89    |    -88.70    |    -96.49    |      69      |  ✅ Success  
     43      |   -691.24    |    -22.14    |    -15.96    |    -41.29    |      21      |  ❌ Failure  
     44      |  -17458.70   |   -2775.22   |   -3971.59   |   -3397.09   |     1000     | ⏱️  Timeout 
     45      |   -811.45    |   -325.83    |   -394.90    |   -307.33    |     169      |  ✅ Success  
     46      |  -13706.00   |   -2716.39   |   -2205.87   |   -1881.18   |     1000     | ⏱️  Timeout 
     47      |   -6557.22   |   -840.53    |   -712.79    |   -679.95    |     532      |  ❌ Failure  
     48      |  -10197.12   |   -2503.93   |   -1403.75   |   -1739.06   |     1000     | ⏱️  Timeout 
     49      |   -9698.23   |   -2126.30   |   -1981.79   |   -1653.74   |     1000     | ⏱️  Timeout 
     50      |   -5909.46   |   -1324.73   |   -978.72    |   -1103.38   |     649      |  ✅ Success  
  📊 统计 [Ep 50]: Actor Loss=63.4905, Critic Loss=115.4310, Alpha=0.1152, TD-error=5.3002, Beta=1.0000
     51      |  -12617.21   |   -1720.74   |   -1444.37   |   -1588.37   |     1000     | ⏱️  Timeout 
     52      |   -2344.82   |   -262.79    |   -220.21    |   -183.14    |     147      |  ❌ Failure  
     53      |  -13317.93   |   -2051.94   |   -1465.53   |   -1732.19   |     1000     | ⏱️  Timeout 
     54      |  -13622.26   |   -1937.10   |   -1852.93   |   -1796.21   |     1000     | ⏱️  Timeout 
     55      |  -15417.41   |   -3258.67   |   -1654.14   |   -1422.10   |     1000     | ⏱️  Timeout 
     56      |   -9894.89   |   -1574.54   |   -1525.10   |   -1925.14   |     1000     | ⏱️  Timeout 
     57      |   -9846.43   |   -1367.75   |   -1305.67   |   -1161.60   |     1000     | ⏱️  Timeout 
     58      |  -11181.31   |   -1670.09   |   -1238.99   |   -1672.65   |     1000     | ⏱️  Timeout 
     59      |  -12991.33   |   -2083.72   |   -1781.75   |   -1319.88   |     1000     | ⏱️  Timeout 
     60      |  -13911.26   |   -2066.64   |   -1448.11   |   -1584.86   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 60]: Actor Loss=56.6246, Critic Loss=50.4765, Alpha=0.0739, TD-error=2.9492, Beta=1.0000
     61      |  -12876.06   |   -1628.48   |   -1257.47   |   -1372.76   |     1000     | ⏱️  Timeout 
     62      |   -7601.50   |   -1419.32   |   -947.42    |   -1509.62   |     791      |  ❌ Failure  
     63      |   -1058.53   |   -294.39    |   -226.01    |   -238.75    |     182      |  ✅ Success  
     64      |   -2157.32   |   -220.24    |   -306.02    |   -249.70    |     175      |  ❌ Failure  
     65      |   -2020.34   |   -358.11    |   -305.64    |   -324.83    |     285      |  ✅ Success  
     66      |   -2758.01   |   -504.20    |   -357.59    |   -518.73    |     477      |  ✅ Success  
     67      |   -588.22    |   -268.55    |   -272.04    |   -209.44    |     189      |  ✅ Success  
     68      |    356.70    |    -76.45    |    -64.07    |    -93.97    |      87      |  ✅ Success  
     69      |    672.61    |    -66.05    |    -42.91    |    -74.64    |      41      |  ✅ Success  
     70      |   -1617.14   |   -451.05    |   -515.75    |   -606.38    |     310      |  ✅ Success  
  📊 统计 [Ep 70]: Actor Loss=49.2899, Critic Loss=51.2720, Alpha=0.0520, TD-error=3.2318, Beta=1.0000
     71      |   -7257.19   |   -1157.34   |   -1042.02   |   -915.20    |     757      |  ✅ Success  
     72      |    296.55    |    -71.51    |    -67.45    |    -70.64    |      98      |  ✅ Success  
     73      |   -943.43    |   -226.42    |   -245.51    |   -176.53    |     196      |  ✅ Success  
     74      |    260.77    |   -138.83    |   -103.40    |    -98.52    |      93      |  ✅ Success  
     75      |   -9892.72   |   -1995.26   |   -1260.81   |   -1202.28   |     1000     | ⏱️  Timeout 
     76      |   -819.89    |    -63.06    |    -51.06    |    -37.07    |      38      |  ❌ Failure  
     77      |  -10541.61   |   -1817.19   |   -1237.24   |   -2349.13   |     1000     | ⏱️  Timeout 
     78      |   -8392.88   |   -1647.50   |   -1243.15   |   -2293.53   |     1000     | ⏱️  Timeout 
     79      |   -607.38    |    -7.45     |    -18.62    |    -14.41    |      13      |  ❌ Failure  
     80      |   -228.29    |   -150.89    |   -147.29    |   -213.21    |     151      |  ✅ Success  
  📊 统计 [Ep 80]: Actor Loss=43.4425, Critic Loss=33.0957, Alpha=0.0584, TD-error=2.5402, Beta=1.0000
     81      |   -644.25    |    -18.74    |    -12.23    |    -14.93    |      18      |  ❌ Failure  
     82      |   -541.04    |    -2.34     |    -4.13     |    -6.66     |      6       |  ❌ Failure  
     83      |   -566.31    |    -5.14     |    -7.80     |    -5.46     |      8       |  ❌ Failure  
     84      |   -6710.79   |   -1586.60   |   -1263.37   |   -1380.50   |     1000     | ⏱️  Timeout 
     85      |   -2638.74   |   -492.32    |   -421.54    |   -384.12    |     343      |  ✅ Success  
     86      |   -1521.57   |   -314.13    |   -417.52    |   -305.70    |     277      |  ✅ Success  
     87      |    807.36    |    -27.52    |    -23.30    |    -24.23    |      35      |  ✅ Success  
     88      |   -2904.24   |   -542.30    |   -578.89    |   -832.86    |     457      |  ✅ Success  
     89      |   -6399.62   |   -833.30    |   -989.25    |   -878.20    |     651      |  ✅ Success  
     90      |   -9347.70   |   -1669.60   |   -1189.39   |   -1315.82   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 90]: Actor Loss=36.2431, Critic Loss=58.4807, Alpha=0.0814, TD-error=3.5652, Beta=1.0000
     91      |   -6872.69   |   -1684.53   |   -1526.90   |   -1380.30   |     1000     | ⏱️  Timeout 
     92      |   -6008.98   |   -1385.99   |   -1126.47   |   -1414.53   |     1000     | ⏱️  Timeout 
     93      |   -2033.51   |   -314.52    |   -421.17    |   -297.76    |     301      |  ✅ Success  
     94      |   -2283.69   |   -279.23    |   -158.43    |   -198.48    |     222      |  ❌ Failure  
     95      |   -6860.71   |   -1342.88   |   -1140.83   |   -1565.70   |     1000     | ⏱️  Timeout 
     96      |   -3874.66   |   -428.24    |   -318.83    |   -564.32    |     322      |  ❌ Failure  
     97      |   -5919.97   |   -1257.32   |   -1179.04   |   -1077.86   |     1000     | ⏱️  Timeout 
     98      |   -7054.35   |   -888.55    |   -988.93    |   -898.38    |     678      |  ✅ Success  
     99      |   -6806.70   |   -734.74    |   -739.93    |   -859.32    |     732      |  ❌ Failure  
    100      |   -7341.80   |   -1570.19   |   -1402.84   |   -1250.74   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 100]: Actor Loss=31.7457, Critic Loss=59.6053, Alpha=0.0895, TD-error=3.8549, Beta=1.0000
    101      |    721.85    |    -59.98    |    -28.61    |    -42.49    |      42      |  ✅ Success  
    102      |   -212.18    |   -152.22    |   -222.49    |   -134.23    |     128      |  ✅ Success  
    103      |   -6837.54   |   -1496.10   |   -1229.15   |   -1147.47   |     1000     | ⏱️  Timeout 
    104      |   -3463.46   |   -419.79    |   -412.74    |   -586.86    |     453      |  ✅ Success  
    105      |    661.97    |    -61.35    |    -59.10    |    -39.32    |      54      |  ✅ Success  
    106      |    749.12    |    -25.77    |    -32.53    |    -28.35    |      39      |  ✅ Success  
    107      |   -5048.89   |   -463.34    |   -499.06    |   -563.88    |     559      |  ❌ Failure  
    108      |   -1801.63   |   -318.83    |   -256.53    |   -349.39    |     295      |  ✅ Success  
    109      |   -610.52    |    -8.49     |    -10.28    |    -10.08    |      17      |  ❌ Failure  
    110      |    836.06    |    -11.51    |    -30.01    |    -36.86    |      30      |  ✅ Success  
  📊 统计 [Ep 110]: Actor Loss=28.7696, Critic Loss=83.3953, Alpha=0.0773, TD-error=4.2401, Beta=1.0000
    111      |    813.46    |    -38.44    |    -25.10    |    -16.26    |      36      |  ✅ Success  
    112      |    382.23    |    -69.78    |    -49.80    |    -74.12    |      89      |  ✅ Success  
    113      |    772.81    |    -23.04    |    -54.49    |    -18.40    |      34      |  ✅ Success  
    114      |   -1991.65   |   -491.65    |   -262.51    |   -292.52    |     326      |  ✅ Success  
    115      |   -917.24    |    -49.83    |    -35.55    |    -48.96    |      46      |  ❌ Failure  
    116      |   -616.57    |    -10.37    |    -14.79    |    -12.15    |      15      |  ❌ Failure  
    117      |   -933.50    |   -258.09    |   -195.33    |   -369.21    |     288      |  ✅ Success  
    118      |    433.97    |    -68.78    |    -97.94    |    -57.68    |      81      |  ✅ Success  
    119      |   -664.57    |    -35.23    |    -9.79     |    -17.09    |      19      |  ❌ Failure  
    120      |    614.87    |    -43.64    |    -42.86    |    -34.51    |      54      |  ✅ Success  
  📊 统计 [Ep 120]: Actor Loss=26.7141, Critic Loss=129.7677, Alpha=0.0849, TD-error=6.1534, Beta=1.0000
    121      |    827.82    |    -18.76    |    -21.75    |    -21.56    |      34      |  ✅ Success  
    122      |   -7303.54   |   -1093.49   |   -1167.18   |   -1187.72   |     1000     | ⏱️  Timeout 
    123      |   -4877.67   |   -741.60    |   -646.55    |   -1151.65   |     638      |  ✅ Success  
    124      |    777.55    |    -24.59    |    -24.80    |    -18.90    |      37      |  ✅ Success  
    125      |    570.81    |    -70.49    |    -50.53    |    -45.56    |      57      |  ✅ Success  
    126      |    416.29    |   -120.78    |    -61.40    |    -82.38    |      79      |  ✅ Success  
    127      |    304.12    |   -122.46    |    -84.07    |    -81.32    |      74      |  ✅ Success  
    128      |   -608.44    |   -259.41    |   -125.64    |   -251.43    |     177      |  ✅ Success  
    129      |    711.38    |    -25.20    |    -29.85    |    -56.07    |      40      |  ✅ Success  
    130      |   -538.70    |    -4.22     |    -4.18     |    -1.95     |      6       |  ❌ Failure  
  📊 统计 [Ep 130]: Actor Loss=29.6233, Critic Loss=111.2171, Alpha=0.1086, TD-error=6.1729, Beta=1.0000
    131      |   -219.83    |   -189.93    |   -222.31    |   -189.09    |     185      |  ✅ Success  
    132      |    236.58    |   -109.24    |    -86.90    |   -104.50    |     121      |  ✅ Success  
    133      |    578.81    |    -66.74    |    -78.69    |    -49.62    |      58      |  ✅ Success  
    134      |    12.24     |   -155.26    |    -95.56    |   -125.53    |     111      |  ✅ Success  
    135      |   -127.68    |   -174.91    |   -164.53    |   -169.12    |     164      |  ✅ Success  
    136      |   -2052.09   |   -321.85    |   -239.06    |   -443.05    |     356      |  ✅ Success  
    137      |   -5634.50   |   -591.51    |   -563.74    |   -706.13    |     632      |  ✅ Success  
    138      |  -10213.69   |   -1143.20   |   -554.78    |   -1085.83   |     1000     | ⏱️  Timeout 
    139      |    615.64    |    -51.73    |   -129.33    |    -66.62    |      53      |  ✅ Success  
    140      |    237.51    |   -120.10    |   -241.78    |   -120.18    |      92      |  ✅ Success  
  📊 统计 [Ep 140]: Actor Loss=18.5407, Critic Loss=238.8880, Alpha=0.1183, TD-error=7.9457, Beta=1.0000
    141      |   -5412.79   |   -675.12    |   -521.75    |   -575.99    |     511      |  ❌ Failure  
    142      |  -11675.66   |   -1183.90   |   -1168.23   |   -2043.60   |     1000     | ⏱️  Timeout 
    143      |  -11386.18   |   -2956.29   |   -917.27    |   -1131.96   |     1000     | ⏱️  Timeout 
    144      |   -568.13    |    -4.01     |    -6.47     |    -3.69     |      9       |  ❌ Failure  
    145      |   -1255.20   |   -278.78    |   -168.05    |   -261.44    |     288      |  ✅ Success  
    146      |  -10596.55   |   -1227.62   |   -617.60    |   -1032.47   |     1000     | ⏱️  Timeout 
    147      |    763.30    |    -39.07    |    -36.03    |    -25.04    |      40      |  ✅ Success  
    148      |   -5259.00   |   -622.06    |   -410.51    |   -661.95    |     647      |  ✅ Success  
    149      |    181.91    |    -85.48    |    -89.06    |    -79.53    |     108      |  ✅ Success  
    150      |  -10706.03   |   -839.74    |   -669.30    |   -950.57    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 150]: Actor Loss=13.9598, Critic Loss=144.1670, Alpha=0.1364, TD-error=6.2634, Beta=1.0000
    151      |  -10372.49   |   -658.99    |   -525.42    |   -1082.59   |     1000     | ⏱️  Timeout 
    152      |   -7018.87   |   -730.81    |   -607.38    |   -724.96    |     816      |  ✅ Success  
    153      |    786.34    |    -27.06    |    -27.66    |    -18.60    |      34      |  ✅ Success  
    154      |    760.22    |    -44.27    |    -25.74    |    -20.92    |      38      |  ✅ Success  
    155      |   -2661.95   |   -381.60    |   -284.15    |   -430.18    |     417      |  ✅ Success  
    156      |    590.82    |    -72.21    |    -49.16    |    -48.71    |      58      |  ✅ Success  
    157      |    283.03    |   -137.93    |    -73.95    |   -121.82    |      92      |  ✅ Success  
    158      |    149.35    |    -93.08    |    -81.38    |   -122.74    |     103      |  ✅ Success  
    159      |   -918.79    |   -213.47    |   -132.11    |   -333.82    |     244      |  ✅ Success  
    160      |   -4619.46   |   -552.41    |   -859.35    |   -1030.40   |     765      |  ✅ Success  
  📊 统计 [Ep 160]: Actor Loss=11.6326, Critic Loss=149.7570, Alpha=0.1161, TD-error=6.3794, Beta=1.0000
    161      |    468.14    |    -60.51    |    -49.04    |    -93.47    |      68      |  ✅ Success  
    162      |   -5884.21   |   -667.76    |   -975.76    |   -829.98    |     698      |  ✅ Success  
    163      |    253.21    |    -87.61    |    -78.59    |    -98.98    |      84      |  ✅ Success  
    164      |   -1100.01   |    -69.98    |    -67.44    |    -75.37    |      86      |  ❌ Failure  
    165      |    700.33    |    -33.96    |    -14.78    |    -36.47    |      41      |  ✅ Success  
    166      |    439.22    |    -41.94    |    -43.34    |    -76.72    |      63      |  ✅ Success  
    167      |    783.53    |    -30.77    |    -17.83    |    -54.86    |      36      |  ✅ Success  
    168      |    515.60    |    -50.35    |    -42.84    |    -81.35    |      60      |  ✅ Success  
    169      |   -4248.94   |   -432.23    |   -359.75    |   -612.00    |     563      |  ✅ Success  
    170      |    657.66    |    -37.81    |    -45.16    |    -30.02    |      51      |  ✅ Success  
  📊 统计 [Ep 170]: Actor Loss=-1.0112, Critic Loss=170.5595, Alpha=0.1156, TD-error=7.8716, Beta=1.0000
    171      |    709.38    |    -24.84    |    -27.89    |    -39.35    |      46      |  ✅ Success  
    172      |    712.30    |    -34.55    |    -29.34    |    -27.57    |      40      |  ✅ Success  
    173      |    281.10    |    -71.06    |   -111.90    |    -61.61    |     108      |  ✅ Success  
    174      |    -30.47    |    -88.78    |    -74.32    |    -94.09    |     140      |  ✅ Success  
    175      |    85.08     |   -117.69    |   -125.81    |    -67.52    |     110      |  ✅ Success  
    176      |   -1676.72   |   -138.35    |   -116.97    |   -130.88    |     138      |  ❌ Failure  
    177      |   -1446.20   |    -67.06    |    -66.47    |   -105.90    |     105      |  ❌ Failure  
    178      |   -255.30    |   -198.02    |   -154.54    |   -200.62    |     143      |  ✅ Success  
    179      |    642.98    |    -30.02    |    -36.66    |    -22.36    |      57      |  ✅ Success  
    180      |    373.55    |    -46.06    |    -75.76    |    -96.62    |      84      |  ✅ Success  
  📊 统计 [Ep 180]: Actor Loss=-11.8761, Critic Loss=264.7909, Alpha=0.1344, TD-error=9.8610, Beta=1.0000
    181      |   -2594.11   |   -529.22    |   -382.31    |   -479.14    |     461      |  ✅ Success  
    182      |    68.59     |    -69.41    |   -126.65    |   -135.87    |     121      |  ✅ Success  
    183      |   -1164.22   |    -61.04    |    -32.27    |    -71.21    |      82      |  ❌ Failure  
    184      |   -2154.79   |   -134.31    |   -117.17    |   -172.74    |     202      |  ❌ Failure  
    185      |   -2465.95   |   -341.69    |   -216.35    |   -236.22    |     268      |  ❌ Failure  
    186      |   -558.34    |    -6.01     |    -4.52     |    -4.57     |      7       |  ❌ Failure  
    187      |   -816.51    |   -148.63    |   -143.92    |   -249.35    |     210      |  ✅ Success  
    188      |   -344.88    |   -136.86    |   -142.90    |   -162.57    |     133      |  ✅ Success  
    189      |   -5908.04   |   -964.77    |   -1015.63   |   -1915.96   |     866      |  ✅ Success  
    190      |   -1425.90   |    -80.56    |    -58.88    |   -304.29    |     120      |  ❌ Failure  
  📊 统计 [Ep 190]: Actor Loss=-8.9345, Critic Loss=270.6560, Alpha=0.1860, TD-error=10.9543, Beta=1.0000
    191      |    523.65    |    -52.45    |    -90.53    |    -36.44    |      53      |  ✅ Success  
    192      |    319.85    |    -95.93    |    -74.22    |    -81.71    |      86      |  ✅ Success  
    193      |   -1213.44   |    -88.56    |    -88.08    |   -101.28    |     106      |  ❌ Failure  
    194      |    408.08    |    -60.97    |    -53.62    |    -70.98    |      64      |  ✅ Success  
    195      |    100.95    |    -68.42    |   -172.50    |    -79.79    |      87      |  ✅ Success  
    196      |   -1645.88   |   -261.58    |   -250.51    |   -345.19    |     350      |  ✅ Success  
    197      |   -1785.66   |   -233.51    |   -314.89    |   -308.92    |     314      |  ✅ Success  
    198      |   -781.52    |    -30.21    |    -33.66    |    -27.13    |      36      |  ❌ Failure  
    199      |    332.49    |    -68.82    |    -70.06    |    -94.38    |      72      |  ✅ Success  
    200      |    -58.32    |   -107.60    |   -139.43    |    -93.09    |     117      |  ✅ Success  
  📊 统计 [Ep 200]: Actor Loss=-3.9851, Critic Loss=272.6453, Alpha=0.1921, TD-error=10.0724, Beta=1.0000
    201      |   -2863.35   |   -468.85    |   -418.17    |   -469.07    |     369      |  ✅ Success  
    202      |    250.20    |    -78.93    |   -159.88    |    -67.01    |      92      |  ✅ Success  
    203      |   -1017.14   |   -175.53    |   -172.23    |   -193.47    |     187      |  ✅ Success  
    204      |   -2192.61   |   -443.20    |   -278.32    |   -250.97    |     316      |  ✅ Success  
    205      |   -1995.69   |   -331.84    |   -440.14    |   -316.88    |     220      |  ✅ Success  
    206      |    146.60    |   -111.20    |    -90.33    |    -59.61    |      83      |  ✅ Success  
    207      |   -278.42    |   -135.69    |   -104.46    |   -132.04    |     135      |  ✅ Success  
    208      |    357.04    |    -60.71    |    -59.15    |    -73.98    |      73      |  ✅ Success  
    209      |    635.50    |    -78.36    |    -34.53    |    -44.24    |      52      |  ✅ Success  
    210      |   -937.81    |   -180.23    |   -223.24    |   -231.81    |     164      |  ✅ Success  
  📊 统计 [Ep 210]: Actor Loss=-2.3372, Critic Loss=256.5412, Alpha=0.1678, TD-error=9.4570, Beta=1.0000
    211      |    440.67    |    -55.61    |    -56.06    |    -51.80    |      63      |  ✅ Success  
    212      |    472.29    |    -72.85    |    -56.91    |   -102.30    |      83      |  ✅ Success  
    213      |   -2256.66   |   -259.40    |   -319.05    |   -330.00    |     311      |  ✅ Success  
    214      |   -1932.20   |   -391.09    |   -274.44    |   -379.02    |     330      |  ✅ Success  
    215      |   -899.91    |   -192.94    |   -146.95    |   -198.32    |     189      |  ✅ Success  
    216      |    652.80    |    -53.53    |    -46.04    |    -31.17    |      46      |  ✅ Success  
    217      |    163.09    |   -107.52    |    -91.87    |    -69.83    |      91      |  ✅ Success  
    218      |    348.87    |    -80.41    |    -57.34    |    -53.29    |      84      |  ✅ Success  
    219      |    316.47    |    -58.99    |    -99.38    |    -49.28    |      71      |  ✅ Success  
    220      |    503.83    |    -56.10    |    -48.89    |    -52.51    |      62      |  ✅ Success  
  📊 统计 [Ep 220]: Actor Loss=-16.9695, Critic Loss=306.6988, Alpha=0.1507, TD-error=10.8131, Beta=1.0000
    221      |  -11813.96   |   -927.38    |   -2272.72   |   -883.70    |     1000     | ⏱️  Timeout 
    222      |    495.91    |    -69.06    |   -118.65    |    -99.90    |      75      |  ✅ Success  
    223      |   -862.87    |    -39.84    |    -30.11    |    -42.71    |      46      |  ❌ Failure  
    224      |    43.66     |    -77.74    |   -101.97    |    -67.77    |      96      |  ✅ Success  
    225      |   -498.68    |   -150.06    |   -149.81    |   -103.38    |     145      |  ✅ Success  
    226      |    570.41    |    -46.51    |    -46.39    |    -36.02    |      56      |  ✅ Success  
    227      |    473.98    |    -66.36    |    -65.64    |    -65.42    |      86      |  ✅ Success  
    228      |   -497.39    |   -124.47    |   -215.06    |   -113.39    |     162      |  ✅ Success  
    229      |   -1395.15   |   -358.40    |   -502.15    |   -343.71    |     290      |  ✅ Success  
    230      |    449.32    |    -50.81    |    -79.10    |    -50.63    |      61      |  ✅ Success  
  📊 统计 [Ep 230]: Actor Loss=-18.3714, Critic Loss=274.1322, Alpha=0.1763, TD-error=11.1778, Beta=1.0000
    231      |   -224.97    |   -126.49    |    -94.73    |   -124.85    |     113      |  ✅ Success  
    232      |    62.45     |    -75.45    |   -153.60    |    -97.58    |      97      |  ✅ Success  
    233      |   -814.47    |    -23.33    |    -20.58    |    -23.41    |      42      |  ❌ Failure  
    234      |    242.88    |    -66.50    |   -101.79    |    -61.20    |      74      |  ✅ Success  
    235      |    484.04    |    -51.22    |    -43.53    |    -52.28    |      73      |  ✅ Success  
    236      |    474.81    |    -57.64    |    -56.43    |    -55.16    |      72      |  ✅ Success  
    237      |    605.13    |    -29.21    |    -48.11    |    -44.32    |      54      |  ✅ Success  
    238      |   -105.99    |   -109.68    |   -113.88    |   -200.43    |     112      |  ✅ Success  
    239      |    339.03    |    -59.38    |    -60.69    |    -80.48    |      83      |  ✅ Success  
    240      |    -45.68    |    -92.98    |   -108.44    |   -105.96    |      90      |  ✅ Success  
  📊 统计 [Ep 240]: Actor Loss=-23.8768, Critic Loss=361.7842, Alpha=0.1924, TD-error=12.6583, Beta=1.0000
    241      |    74.41     |    -90.78    |   -149.97    |    -80.85    |     113      |  ✅ Success  
    242      |   -194.48    |   -139.46    |   -111.82    |   -191.31    |     124      |  ✅ Success  
    243      |    573.12    |    -47.27    |    -38.72    |    -58.00    |      51      |  ✅ Success  
    244      |    532.08    |    -46.96    |    -57.26    |    -57.02    |      55      |  ✅ Success  
    245      |    310.15    |    -77.06    |   -135.58    |    -63.35    |      73      |  ✅ Success  
    246      |    85.00     |    -71.85    |   -125.85    |    -80.18    |      92      |  ✅ Success  
    247      |   -239.65    |   -107.96    |   -181.61    |   -107.04    |     105      |  ✅ Success  
    248      |    319.55    |    -58.58    |   -105.58    |    -96.36    |      65      |  ✅ Success  
    249      |    481.60    |    -41.35    |    -46.69    |    -48.82    |      55      |  ✅ Success  
    250      |    554.91    |    -51.16    |    -74.09    |    -47.27    |      57      |  ✅ Success  
  📊 统计 [Ep 250]: Actor Loss=-36.8596, Critic Loss=420.1298, Alpha=0.2173, TD-error=13.9121, Beta=1.0000
