📝 日志文件: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251030_105838/training.log
💡 训练输出将实时保存到日志文件
🚀 启用AMP混合精度训练（预期加速40-100%）
🚀 启用异步数据传输（预期加速10-20%）
SAC训练中...
📊 优先级经验回放（PER）配置:
  - 容量: 20000
  - Alpha: 0.6 (优先级指数)
  - Beta: 0.4 → 1.0 (重要性采样权重)
  - 内存优化: float32 (节省50%内存)

================================================================================
  Episode    |    Leader    |  Follower0   |  Follower1   |    Steps     |    Status   
     43      |   -9872.49   |   -649.55    |   -716.81    |     1000     | ⏱️  Timeout 
     44      |  -10493.96   |   -706.24    |   -653.03    |     1000     | ⏱️  Timeout 
     45      |   -9881.73   |   -601.43    |   -622.93    |     1000     | ⏱️  Timeout 
     46      |  -10939.39   |   -859.14    |   -823.93    |     1000     | ⏱️  Timeout 
     47      |   -7984.69   |   -2042.38   |   -1659.88   |     1000     | ⏱️  Timeout 
     48      |   -146.31    |   -313.95    |   -207.63    |     179      |  ✅ Success  
     49      |    860.28    |    -33.28    |    -24.92    |      24      |  ✅ Success  
     50      |    346.55    |   -161.16    |    -91.07    |      99      |  ✅ Success  
  📊 统计 [Ep 50]: Actor Loss=46.7129, Critic Loss=42.1208, Alpha=0.0632, TD-error=3.0097, Beta=1.0000
     51      |   -855.79    |    -34.76    |    -38.89    |      48      |  ❌ Failure  
     52      |   -5648.49   |   -2135.58   |   -1087.38   |     865      |  ✅ Success  
     53      |   -6113.61   |   -1658.77   |   -1263.37   |     1000     | ⏱️  Timeout 
     54      |   -7934.40   |   -1143.11   |   -1366.91   |     1000     | ⏱️  Timeout 
     55      |   -6704.78   |   -1327.64   |   -1146.95   |     1000     | ⏱️  Timeout 
     56      |    657.09    |    -58.66    |    -43.52    |      55      |  ✅ Success  
     57      |   -5619.74   |   -1068.85   |   -1085.32   |     1000     | ⏱️  Timeout 
     58      |   -5626.54   |   -1430.23   |   -1071.20   |     1000     | ⏱️  Timeout 
     59      |    358.52    |   -107.49    |   -124.57    |     115      |  ✅ Success  
     60      |   -716.00    |    -19.71    |    -23.99    |      30      |  ❌ Failure  
  📊 统计 [Ep 60]: Actor Loss=38.3061, Critic Loss=35.9896, Alpha=0.0473, TD-error=3.0174, Beta=1.0000
     61      |   -5401.19   |   -1076.83   |   -869.42    |     1000     | ⏱️  Timeout 
     62      |    603.50    |    -61.42    |    -32.95    |      67      |  ✅ Success  
     63      |   -6025.00   |   -1067.39   |   -1046.26   |     1000     | ⏱️  Timeout 
     64      |   -719.90    |    -33.12    |    -27.69    |      27      |  ❌ Failure  
     65      |   -5100.37   |   -1214.24   |   -781.96    |     1000     | ⏱️  Timeout 
     66      |   -547.71    |    -3.80     |    -4.84     |      7       |  ❌ Failure  
     67      |    830.13    |    -29.42    |    -40.75    |      26      |  ✅ Success  
     68      |   -547.52    |    -4.33     |    -4.43     |      7       |  ❌ Failure  
     69      |   -640.17    |    -14.60    |    -9.77     |      16      |  ❌ Failure  
     70      |   -6880.20   |   -1303.45   |   -1048.41   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 70]: Actor Loss=35.6129, Critic Loss=40.8631, Alpha=0.0474, TD-error=3.0064, Beta=1.0000
     71      |    763.72    |    -31.14    |    -28.91    |      44      |  ✅ Success  
     72      |   -5737.44   |   -1001.53   |   -772.51    |     1000     | ⏱️  Timeout 
     73      |   -5278.33   |   -824.10    |   -882.82    |     1000     | ⏱️  Timeout 
     74      |   -5027.12   |   -943.28    |   -794.35    |     1000     | ⏱️  Timeout 
     75      |   -5150.36   |   -921.34    |   -816.43    |     1000     | ⏱️  Timeout 
     76      |   -776.90    |    -45.07    |    -35.93    |      35      |  ❌ Failure  
     77      |   -1361.44   |    -80.73    |   -134.80    |     118      |  ❌ Failure  
     78      |    593.56    |    -77.77    |    -53.52    |      63      |  ✅ Success  
     79      |    251.52    |    -87.49    |    -78.89    |      99      |  ✅ Success  
     80      |    826.33    |    -37.52    |    -27.50    |      38      |  ✅ Success  
  📊 统计 [Ep 80]: Actor Loss=32.1947, Critic Loss=46.8922, Alpha=0.0414, TD-error=3.2731, Beta=1.0000
     81      |   -5391.00   |   -898.30    |   -792.71    |     1000     | ⏱️  Timeout 
     82      |    636.20    |    -43.69    |    -38.85    |      58      |  ✅ Success  
     83      |   -1486.14   |   -462.03    |   -405.42    |     534      |  ✅ Success  
     84      |   -480.34    |   -321.02    |   -263.57    |     284      |  ✅ Success  
     85      |    808.13    |    -31.97    |    -19.09    |      37      |  ✅ Success  
     86      |    794.26    |    -33.81    |    -34.41    |      47      |  ✅ Success  
     87      |    358.59    |   -100.22    |   -110.19    |     135      |  ✅ Success  
     88      |    845.33    |    -21.98    |    -23.24    |      29      |  ✅ Success  
     89      |    814.02    |    -33.61    |    -27.58    |      31      |  ✅ Success  
     90      |   -6950.87   |   -917.07    |   -954.52    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 90]: Actor Loss=-3.6214, Critic Loss=275.1330, Alpha=0.0768, TD-error=15.1538, Beta=1.0000
     91      |   -1248.11   |   -116.82    |   -100.46    |     124      |  ❌ Failure  
     92      |   -637.08    |   -149.46    |   -109.90    |     161      |  ✅ Success  
     93      |    803.98    |    -22.49    |    -30.43    |      32      |  ✅ Success  
     94      |    805.34    |    -23.00    |    -50.41    |      30      |  ✅ Success  
     95      |    532.92    |    -54.84    |    -39.61    |      71      |  ✅ Success  
     96      |    724.83    |    -72.68    |    -40.55    |      44      |  ✅ Success  
     97      |   -4057.19   |   -1117.49   |   -545.38    |     869      |  ✅ Success  
     98      |    791.74    |    -14.40    |    -33.89    |      37      |  ✅ Success  
     99      |    819.57    |    -25.25    |    -23.32    |      31      |  ✅ Success  
    100      |    844.07    |    -13.16    |    -15.24    |      30      |  ✅ Success  
  📊 统计 [Ep 100]: Actor Loss=-23.5958, Critic Loss=477.2643, Alpha=0.1549, TD-error=21.3593, Beta=1.0000
    101      |    791.42    |    -26.35    |    -47.06    |      38      |  ✅ Success  
    102      |    792.49    |    -25.48    |    -25.18    |      35      |  ✅ Success  
    103      |    830.88    |    -15.19    |    -19.54    |      31      |  ✅ Success  
    104      |    765.57    |    -26.59    |    -24.26    |      42      |  ✅ Success  
    105      |    818.10    |    -11.10    |    -16.89    |      34      |  ✅ Success  
    106      |    809.32    |    -43.45    |    -21.40    |      31      |  ✅ Success  
    107      |    574.92    |    -83.29    |    -78.05    |      85      |  ✅ Success  
    108      |    824.58    |    -23.58    |    -18.55    |      35      |  ✅ Success  
    109      |    595.39    |   -138.33    |    -61.68    |      96      |  ✅ Success  
    110      |    874.64    |    -13.76    |    -14.19    |      26      |  ✅ Success  
  📊 统计 [Ep 110]: Actor Loss=-28.3748, Critic Loss=480.7089, Alpha=0.1819, TD-error=23.7894, Beta=1.0000
    111      |    793.05    |    -45.02    |    -26.34    |      34      |  ✅ Success  
    112      |    517.19    |    -77.76    |    -75.54    |      99      |  ✅ Success  
    113      |    722.04    |    -27.94    |    -33.27    |      44      |  ✅ Success  
    114      |    837.07    |    -15.67    |    -16.83    |      33      |  ✅ Success  
    115      |    855.24    |    -11.71    |    -21.84    |      29      |  ✅ Success  
    116      |    842.06    |    -24.96    |    -14.61    |      29      |  ✅ Success  
    117      |    526.97    |    -95.92    |    -76.47    |     104      |  ✅ Success  
    118      |    696.97    |    -65.85    |    -45.18    |      65      |  ✅ Success  
    119      |    743.21    |    -33.32    |    -43.68    |      54      |  ✅ Success  
    120      |    209.31    |   -179.20    |   -134.96    |     175      |  ✅ Success  
  📊 统计 [Ep 120]: Actor Loss=-34.0630, Critic Loss=510.7307, Alpha=0.2225, TD-error=24.1418, Beta=1.0000
    121      |    857.71    |    -12.26    |    -19.18    |      30      |  ✅ Success  
    122      |    658.34    |    -41.38    |    -64.38    |      67      |  ✅ Success  
    123      |    678.38    |    -38.23    |    -31.93    |      54      |  ✅ Success  
    124      |    792.47    |    -26.91    |    -23.59    |      39      |  ✅ Success  
    125      |    734.83    |    -27.14    |    -22.17    |      46      |  ✅ Success  
    126      |    797.07    |    -29.02    |    -23.05    |      42      |  ✅ Success  
    127      |    572.51    |    -40.66    |    -62.73    |      80      |  ✅ Success  
    128      |    786.39    |    -42.42    |    -23.56    |      38      |  ✅ Success  
    129      |    810.03    |    -21.58    |    -25.12    |      37      |  ✅ Success  
    130      |    787.88    |    -23.02    |    -22.29    |      43      |  ✅ Success  
  📊 统计 [Ep 130]: Actor Loss=-32.2548, Critic Loss=445.8897, Alpha=0.2576, TD-error=22.8418, Beta=1.0000
    131      |    549.57    |    -93.82    |    -67.39    |     101      |  ✅ Success  
    132      |    822.59    |    -20.19    |    -21.25    |      37      |  ✅ Success  
    133      |    832.05    |    -18.53    |    -19.19    |      32      |  ✅ Success  
    134      |    759.16    |    -24.39    |    -50.86    |      46      |  ✅ Success  
    135      |    788.79    |    -29.41    |    -28.47    |      39      |  ✅ Success  
    136      |    786.48    |    -18.49    |    -21.30    |      43      |  ✅ Success  
    137      |    651.61    |    -28.75    |    -78.01    |      54      |  ✅ Success  
    138      |    665.04    |    -44.63    |    -32.78    |      53      |  ✅ Success  
    139      |    849.67    |    -13.94    |    -24.09    |      30      |  ✅ Success  
    140      |    810.07    |    -26.75    |    -27.73    |      39      |  ✅ Success  
  📊 统计 [Ep 140]: Actor Loss=-27.1817, Critic Loss=409.4456, Alpha=0.2889, TD-error=19.3937, Beta=1.0000
    141      |    701.20    |    -30.75    |    -30.99    |      49      |  ✅ Success  
    142      |    713.73    |    -42.25    |    -31.53    |      57      |  ✅ Success  
    143      |    675.74    |    -44.36    |    -49.43    |      53      |  ✅ Success  
    144      |    766.03    |    -55.51    |    -35.09    |      49      |  ✅ Success  
    145      |    816.56    |    -15.32    |    -19.11    |      38      |  ✅ Success  
    146      |    821.12    |    -24.03    |    -26.53    |      38      |  ✅ Success  
    147      |    854.50    |    -20.24    |    -15.38    |      29      |  ✅ Success  
    148      |    734.68    |    -22.07    |    -40.36    |      48      |  ✅ Success  
    149      |    786.92    |    -61.41    |    -39.57    |      31      |  ✅ Success  
    150      |   -535.04    |    -3.16     |    -3.75     |      5       |  ❌ Failure  
  📊 统计 [Ep 150]: Actor Loss=-39.2684, Critic Loss=440.1234, Alpha=0.3256, TD-error=23.8570, Beta=1.0000
    151      |    815.38    |    -13.37    |    -24.22    |      36      |  ✅ Success  
    152      |    823.17    |    -15.77    |    -25.53    |      32      |  ✅ Success  
    153      |    842.05    |    -16.98    |    -44.35    |      26      |  ✅ Success  
    154      |    856.25    |    -16.63    |    -17.61    |      27      |  ✅ Success  
    155      |    659.19    |    -42.76    |    -47.27    |      72      |  ✅ Success  
    156      |   -618.76    |    -8.70     |    -10.04    |      17      |  ❌ Failure  
    157      |    845.36    |    -19.83    |    -20.78    |      35      |  ✅ Success  
    158      |    792.50    |    -18.59    |    -23.54    |      41      |  ✅ Success  
    159      |   -872.75    |    -48.94    |    -33.00    |      49      |  ❌ Failure  
    160      |    748.62    |    -25.07    |    -31.81    |      56      |  ✅ Success  
  📊 统计 [Ep 160]: Actor Loss=-36.0647, Critic Loss=558.9906, Alpha=0.3588, TD-error=23.6779, Beta=1.0000
    161      |    710.67    |    -33.35    |    -42.23    |      68      |  ✅ Success  
    162      |    739.04    |    -25.75    |    -38.75    |      49      |  ✅ Success  
    163      |    767.64    |    -26.42    |    -29.14    |      42      |  ✅ Success  
    164      |    773.76    |    -22.90    |    -27.29    |      45      |  ✅ Success  
    165      |    807.50    |    -10.34    |    -27.05    |      34      |  ✅ Success  
    166      |    726.50    |    -34.87    |    -48.77    |      47      |  ✅ Success  
    167      |    770.50    |    -34.98    |    -33.61    |      55      |  ✅ Success  
    168      |    759.53    |    -27.20    |    -31.80    |      48      |  ✅ Success  
    169      |    821.48    |    -45.91    |    -15.44    |      30      |  ✅ Success  
    170      |    772.54    |    -17.64    |    -20.17    |      40      |  ✅ Success  
  📊 统计 [Ep 170]: Actor Loss=-39.7664, Critic Loss=527.2138, Alpha=0.4134, TD-error=24.8352, Beta=1.0000
    171      |    720.72    |    -36.46    |    -32.90    |      47      |  ✅ Success  
    172      |    802.80    |    -19.20    |    -75.96    |      36      |  ✅ Success  
    173      |    716.05    |    -29.03    |    -35.04    |      58      |  ✅ Success  
    174      |    696.66    |    -31.39    |    -30.81    |      53      |  ✅ Success  
    175      |   -561.45    |    -7.19     |    -7.08     |      8       |  ❌ Failure  
    176      |    811.88    |    -24.46    |    -23.64    |      42      |  ✅ Success  
    177      |   -1109.16   |   -293.82    |   -322.89    |     448      |  ✅ Success  
    178      |    749.36    |    -32.28    |    -45.89    |      49      |  ✅ Success  
    179      |    727.35    |    -21.75    |    -41.21    |      48      |  ✅ Success  
    180      |    764.11    |    -22.05    |    -48.23    |      44      |  ✅ Success  
  📊 统计 [Ep 180]: Actor Loss=-44.9391, Critic Loss=678.2751, Alpha=0.5192, TD-error=26.5859, Beta=1.0000
    181      |    574.91    |    -36.77    |    -75.36    |      59      |  ✅ Success  
    182      |    754.42    |    -37.10    |    -29.53    |      47      |  ✅ Success  
    183      |    657.45    |    -27.25    |    -32.05    |      57      |  ✅ Success  
    184      |    615.99    |    -35.84    |    -42.38    |      54      |  ✅ Success  
    185      |    761.82    |    -21.82    |    -24.64    |      42      |  ✅ Success  
    186      |    789.47    |    -14.76    |    -77.88    |      34      |  ✅ Success  
    187      |    775.32    |    -31.71    |    -30.15    |      51      |  ✅ Success  
    188      |    687.22    |    -23.92    |    -32.94    |      51      |  ✅ Success  
    189      |    728.67    |    -65.07    |    -31.15    |      43      |  ✅ Success  
    190      |    753.29    |    -48.26    |    -53.23    |      40      |  ✅ Success  
  📊 统计 [Ep 190]: Actor Loss=-49.7845, Critic Loss=653.3008, Alpha=0.5907, TD-error=26.1100, Beta=1.0000
    191      |    820.40    |    -15.94    |    -29.93    |      34      |  ✅ Success  
    192      |    567.65    |    -34.25    |    -40.01    |      65      |  ✅ Success  
    193      |    788.25    |    -24.87    |    -36.37    |      44      |  ✅ Success  
    194      |    846.47    |    -17.70    |    -25.67    |      31      |  ✅ Success  
    195      |    826.19    |    -18.39    |    -23.06    |      34      |  ✅ Success  
    196      |    773.46    |    -16.40    |    -27.02    |      42      |  ✅ Success  
    197      |    667.02    |    -21.00    |    -37.06    |      52      |  ✅ Success  
    198      |    696.51    |    -26.59    |    -36.67    |      51      |  ✅ Success  
    199      |    826.82    |    -15.68    |    -16.28    |      32      |  ✅ Success  
    200      |    574.89    |    -28.06    |    -60.84    |      60      |  ✅ Success  
  📊 统计 [Ep 200]: Actor Loss=-51.1018, Critic Loss=669.7012, Alpha=0.6572, TD-error=26.6003, Beta=1.0000
    201      |    741.75    |    -19.90    |    -30.41    |      42      |  ✅ Success  
    202      |    826.34    |    -13.39    |    -25.93    |      33      |  ✅ Success  
    203      |    732.10    |    -24.08    |    -36.62    |      45      |  ✅ Success  
    204      |    788.91    |    -23.81    |    -25.76    |      42      |  ✅ Success  
    205      |    774.83    |    -26.35    |    -25.70    |      38      |  ✅ Success  
    206      |    751.67    |    -39.31    |    -26.06    |      40      |  ✅ Success  
    207      |    671.77    |    -28.99    |    -20.04    |      51      |  ✅ Success  
    208      |    775.72    |    -21.60    |    -27.09    |      47      |  ✅ Success  
    209      |    773.09    |    -18.64    |    -33.41    |      40      |  ✅ Success  
    210      |    781.90    |    -18.70    |    -27.98    |      40      |  ✅ Success  
  📊 统计 [Ep 210]: Actor Loss=-55.2548, Critic Loss=672.0508, Alpha=0.7295, TD-error=26.5236, Beta=1.0000
    211      |    755.16    |    -22.39    |    -30.49    |      41      |  ✅ Success  
    212      |    797.48    |    -18.48    |    -25.76    |      36      |  ✅ Success  
    213      |    752.41    |    -31.30    |    -30.74    |      46      |  ✅ Success  
    214      |    624.23    |    -28.02    |    -62.52    |      51      |  ✅ Success  
    215      |    746.60    |    -22.45    |    -63.83    |      46      |  ✅ Success  
    216      |    736.16    |    -35.03    |    -39.34    |      42      |  ✅ Success  
    217      |    798.65    |    -22.20    |    -22.08    |      40      |  ✅ Success  
    218      |    737.42    |    -33.10    |    -31.11    |      45      |  ✅ Success  
    219      |    770.81    |    -16.12    |    -27.00    |      44      |  ✅ Success  
    220      |    840.68    |    -9.72     |    -19.73    |      33      |  ✅ Success  
  📊 统计 [Ep 220]: Actor Loss=-64.1871, Critic Loss=665.1021, Alpha=0.8079, TD-error=28.2125, Beta=1.0000
    221      |    753.66    |    -22.69    |    -23.72    |      45      |  ✅ Success  
    222      |    388.76    |    -85.34    |   -158.71    |      83      |  ✅ Success  
    223      |    734.70    |    -62.95    |    -23.93    |      37      |  ✅ Success  
    224      |    622.52    |    -90.35    |    -33.46    |      55      |  ✅ Success  
    225      |    202.72    |   -123.68    |    -62.01    |     106      |  ✅ Success  
    226      |    705.62    |    -49.11    |    -38.97    |      44      |  ✅ Success  
    227      |    760.30    |    -22.20    |    -32.88    |      45      |  ✅ Success  
    228      |    803.86    |    -21.66    |    -31.60    |      40      |  ✅ Success  
    229      |    563.74    |    -40.75    |    -44.97    |      59      |  ✅ Success  
    230      |   -533.99    |    -3.29     |    -3.82     |      5       |  ❌ Failure  
  📊 统计 [Ep 230]: Actor Loss=-71.9495, Critic Loss=683.4793, Alpha=0.8820, TD-error=28.3231, Beta=1.0000
    231      |    530.71    |   -147.65    |    -29.43    |      59      |  ✅ Success  
    232      |    717.60    |    -24.39    |    -31.50    |      51      |  ✅ Success  
    233      |    749.58    |    -29.24    |    -25.94    |      50      |  ✅ Success  
    234      |    706.02    |    -30.16    |    -43.06    |      55      |  ✅ Success  
    235      |    719.45    |    -31.91    |    -32.20    |      50      |  ✅ Success  
    236      |   -619.96    |    -7.28     |    -5.70     |      16      |  ❌ Failure  
    237      |    740.46    |    -21.07    |    -34.60    |      47      |  ✅ Success  
    238      |    423.58    |   -256.27    |    -69.33    |      99      |  ✅ Success  
    239      |   -489.22    |   -107.03    |   -109.55    |     177      |  ✅ Success  
    240      |    795.64    |    -17.51    |    -33.39    |      35      |  ✅ Success  
  📊 统计 [Ep 240]: Actor Loss=-77.0593, Critic Loss=761.2266, Alpha=0.9770, TD-error=29.8627, Beta=1.0000
    241      |    476.06    |    -56.28    |    -54.98    |      76      |  ✅ Success  
    242      |    704.28    |    -30.64    |    -29.68    |      53      |  ✅ Success  
    243      |   -536.59    |    -4.86     |    -3.43     |      5       |  ❌ Failure  
    244      |    687.34    |    -43.97    |    -41.55    |      45      |  ✅ Success  
    245      |    367.03    |    -56.13    |    -73.61    |      77      |  ✅ Success  
    246      |   -156.00    |   -109.56    |   -125.91    |     158      |  ✅ Success  
    247      |    454.84    |    -42.32    |    -54.97    |      74      |  ✅ Success  
    248      |    827.97    |    -10.79    |    -28.08    |      32      |  ✅ Success  
    249      |    787.74    |    -15.47    |    -27.56    |      35      |  ✅ Success  
    250      |    812.02    |    -15.09    |    -22.39    |      38      |  ✅ Success  
  📊 统计 [Ep 250]: Actor Loss=-85.4814, Critic Loss=852.2366, Alpha=1.0031, TD-error=31.7727, Beta=1.0000
    251      |    730.36    |   -100.88    |    -81.84    |      38      |  ✅ Success  
    252      |    743.49    |    -29.65    |    -34.27    |      49      |  ✅ Success  
    253      |    725.47    |    -21.66    |    -25.91    |      48      |  ✅ Success  
    254      |    713.07    |    -25.41    |    -29.45    |      51      |  ✅ Success  
    255      |    750.75    |    -21.13    |    -24.44    |      41      |  ✅ Success  
    256      |    655.76    |    -36.68    |    -39.96    |      60      |  ✅ Success  
    257      |    626.50    |    -43.09    |    -36.29    |      53      |  ✅ Success  
    258      |   -547.75    |    -4.85     |    -8.10     |      7       |  ❌ Failure  
    259      |    771.92    |    -21.38    |    -24.77    |      40      |  ✅ Success  
    260      |    820.02    |    -16.38    |    -22.52    |      33      |  ✅ Success  
  📊 统计 [Ep 260]: Actor Loss=-95.7151, Critic Loss=959.0540, Alpha=1.0658, TD-error=32.9081, Beta=1.0000
    261      |   -588.91    |    -8.59     |    -4.95     |      13      |  ❌ Failure  
    262      |    697.77    |    -39.71    |    -37.78    |      53      |  ✅ Success  
    263      |    557.92    |    -44.84    |    -53.23    |      81      |  ✅ Success  
    264      |    800.02    |    -15.20    |    -28.95    |      40      |  ✅ Success  
    265      |    751.86    |    -16.04    |    -21.66    |      43      |  ✅ Success  
    266      |    659.99    |    -66.35    |    -29.79    |      54      |  ✅ Success  
    267      |    753.62    |    -23.89    |    -22.84    |      47      |  ✅ Success  
    268      |    705.69    |    -41.21    |    -46.31    |      64      |  ✅ Success  
    269      |    721.97    |    -22.90    |    -38.27    |      46      |  ✅ Success  
    270      |    571.10    |    -47.38    |    -66.98    |      76      |  ✅ Success  
  📊 统计 [Ep 270]: Actor Loss=-102.1472, Critic Loss=1047.5893, Alpha=1.1323, TD-error=34.7612, Beta=1.0000
    271      |   -734.66    |    -29.50    |    -28.71    |      26      |  ❌ Failure  
    272      |    797.98    |    -16.90    |    -27.26    |      40      |  ✅ Success  
    273      |    645.17    |    -30.02    |    -40.11    |      54      |  ✅ Success  
    274      |    693.27    |    -27.42    |    -46.42    |      55      |  ✅ Success  
    275      |    705.72    |    -44.38    |    -65.28    |      44      |  ✅ Success  
    276      |    536.36    |    -69.31    |    -97.36    |      92      |  ✅ Success  
    277      |    488.02    |    -84.13    |    -63.65    |     107      |  ✅ Success  
    278      |    832.94    |    -10.95    |    -49.33    |      29      |  ✅ Success  
    279      |   -1067.97   |    -62.29    |    -48.27    |      75      |  ❌ Failure  
    280      |    516.14    |    -50.29    |    -53.50    |      63      |  ✅ Success  
  📊 统计 [Ep 280]: Actor Loss=-102.5821, Critic Loss=1138.8260, Alpha=1.2276, TD-error=35.8839, Beta=1.0000
    281      |    13.43     |   -156.35    |    -54.88    |     131      |  ✅ Success  
    282      |    720.97    |    -34.09    |    -29.42    |      49      |  ✅ Success  
    283      |    748.52    |    -24.27    |    -31.83    |      40      |  ✅ Success  
    284      |    635.67    |    -33.06    |    -68.39    |      62      |  ✅ Success  
    285      |   -810.50    |    -32.31    |    -19.66    |      41      |  ❌ Failure  
    286      |    824.20    |    -13.56    |    -24.99    |      32      |  ✅ Success  
    287      |    566.14    |    -34.80    |    -63.19    |      65      |  ✅ Success  
    288      |    720.34    |    -31.34    |    -25.61    |      42      |  ✅ Success  
    289      |   -638.75    |    -20.94    |    -9.10     |      17      |  ❌ Failure  
    290      |   -405.57    |   -289.85    |   -109.20    |     146      |  ✅ Success  
  📊 统计 [Ep 290]: Actor Loss=-94.3806, Critic Loss=968.6715, Alpha=1.2536, TD-error=32.9764, Beta=1.0000
    291      |    597.37    |    -46.85    |    -46.21    |      58      |  ✅ Success  
    292      |    -65.42    |    -85.99    |    -83.50    |     147      |  ✅ Success  
    293      |    675.53    |    -35.94    |    -54.25    |      53      |  ✅ Success  
    294      |    368.02    |    -67.33    |    -62.62    |     108      |  ✅ Success  
    295      |    549.30    |    -34.70    |    -48.74    |      74      |  ✅ Success  
    296      |    707.64    |    -36.91    |    -37.63    |      52      |  ✅ Success  
    297      |    749.16    |    -19.47    |    -22.58    |      47      |  ✅ Success  
    298      |   -633.14    |    -10.00    |    -2.70     |      20      |  ❌ Failure  
