📝 日志文件: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_203720/training.log
💡 训练输出将实时保存到日志文件
🚀 启用AMP混合精度训练（预期加速40-100%）
🚀 启用异步数据传输（预期加速10-20%）
SAC训练中...
📊 优先级经验回放（PER）配置:
  - 容量: 20000
  - Alpha: 0.6 (优先级指数)
  - Beta: 0.4 → 1.0 (重要性采样权重)
  - 内存优化: float32 (节省50%内存)

================================================================================
  Episode    |    Leader    |  Follower0   |  Follower1   |  Follower2   |    Steps     |    Status   
    228      |    614.78    |    -47.39    |    -72.90    |    -50.03    |      56      |  ✅ Success  
    229      |    201.09    |   -115.25    |    -94.53    |   -119.58    |      79      |  ✅ Success  
    230      |    187.95    |   -154.67    |   -131.97    |   -137.49    |     131      |  ✅ Success  
  📊 统计 [Ep 230]: Actor Loss=-33.6232, Critic Loss=628.7144, Alpha=0.2760, TD-error=18.1438, Beta=1.0000
    231      |   -1051.03   |   -259.13    |   -206.06    |   -212.44    |     178      |  ✅ Success  
    232      |    678.91    |    -36.57    |    -52.67    |    -45.77    |      46      |  ✅ Success  
    233      |   -1165.84   |   -292.69    |   -227.66    |   -267.80    |     205      |  ✅ Success  
    234      |    440.18    |    -78.85    |    -66.74    |    -68.95    |      68      |  ✅ Success  
    235      |   -2607.64   |   -425.98    |   -340.40    |   -384.85    |     293      |  ✅ Success  
    236      |    592.95    |    -60.25    |    -56.36    |    -47.48    |      57      |  ✅ Success  
    237      |    568.04    |    -68.97    |    -53.66    |   -106.19    |      47      |  ✅ Success  
    238      |    457.31    |    -65.45    |    -73.22    |    -75.69    |      69      |  ✅ Success  
    239      |   -4319.72   |   -716.93    |   -871.47    |   -783.08    |     439      |  ✅ Success  
    240      |    305.91    |    -91.95    |    -92.45    |    -81.35    |      70      |  ✅ Success  
  📊 统计 [Ep 240]: Actor Loss=-51.4200, Critic Loss=694.8338, Alpha=0.3644, TD-error=18.9399, Beta=1.0000
    241      |    -42.19    |   -203.86    |   -138.41    |   -108.74    |     108      |  ✅ Success  
    242      |   -2243.40   |   -369.76    |   -434.93    |   -459.94    |     261      |  ✅ Success  
    243      |   -559.33    |    -8.99     |    -7.27     |    -8.88     |      8       |  ❌ Failure  
    244      |   -217.26    |   -148.98    |   -153.38    |   -133.24    |     100      |  ✅ Success  
    245      |   -1316.53   |   -351.05    |   -349.40    |   -282.94    |     176      |  ✅ Success  
    246      |    58.19     |   -122.10    |   -134.46    |   -104.94    |      95      |  ✅ Success  
    247      |    498.66    |   -148.19    |    -60.60    |    -97.27    |      54      |  ✅ Success  
    248      |    446.77    |    -78.53    |    -77.39    |    -75.80    |      56      |  ✅ Success  
    249      |    431.74    |    -65.39    |    -76.35    |   -132.10    |      61      |  ✅ Success  
    250      |    649.47    |    -38.23    |    -71.77    |    -50.78    |      46      |  ✅ Success  
  📊 统计 [Ep 250]: Actor Loss=-60.0614, Critic Loss=834.3195, Alpha=0.4172, TD-error=21.7203, Beta=1.0000
    251      |    762.44    |    -38.21    |    -30.44    |    -52.00    |      39      |  ✅ Success  
    252      |    369.92    |    -75.00    |   -178.33    |    -72.28    |      75      |  ✅ Success  
    253      |    592.16    |    -66.42    |    -59.88    |    -52.89    |      62      |  ✅ Success  
    254      |   -4130.75   |   -530.79    |   -579.79    |   -524.96    |     427      |  ✅ Success  
    255      |    418.15    |    -87.10    |    -78.10    |    -87.13    |      60      |  ✅ Success  
    256      |   -1442.95   |   -316.06    |   -350.42    |   -294.25    |     200      |  ✅ Success  
    257      |   -829.72    |    -49.68    |    -49.14    |    -43.76    |      41      |  ❌ Failure  
    258      |    46.78     |   -122.20    |   -166.29    |    -94.19    |      89      |  ✅ Success  
    259      |    646.07    |    -69.84    |    -49.15    |    -44.23    |      44      |  ✅ Success  
    260      |    227.14    |    -87.99    |   -108.23    |   -123.70    |      82      |  ✅ Success  
  📊 统计 [Ep 260]: Actor Loss=-53.8901, Critic Loss=738.1934, Alpha=0.4452, TD-error=19.8789, Beta=1.0000
    261      |    -45.11    |   -178.95    |   -146.44    |   -106.95    |     110      |  ✅ Success  
    262      |    633.14    |    -50.09    |    -53.34    |    -48.16    |      50      |  ✅ Success  
    263      |   -3924.70   |   -452.08    |   -435.99    |   -412.85    |     274      |  ❌ Failure  
    264      |    747.60    |    -31.55    |    -40.33    |    -33.31    |      36      |  ✅ Success  
    265      |    77.84     |   -116.02    |   -121.59    |   -101.08    |      85      |  ✅ Success  
    266      |    605.70    |    -38.62    |    -60.42    |    -77.98    |      50      |  ✅ Success  
    267      |    57.43     |   -119.83    |   -184.30    |   -146.77    |     103      |  ✅ Success  
    268      |    788.42    |    -26.51    |    -26.58    |    -36.63    |      33      |  ✅ Success  
    269      |   -1321.50   |   -354.83    |   -455.12    |   -328.74    |     225      |  ✅ Success  
    270      |    443.26    |   -102.39    |    -66.04    |    -64.75    |      63      |  ✅ Success  
  📊 统计 [Ep 270]: Actor Loss=-44.2957, Critic Loss=626.9289, Alpha=0.4622, TD-error=17.7777, Beta=1.0000
    271      |    697.89    |    -44.52    |    -40.42    |    -66.89    |      39      |  ✅ Success  
    272      |    773.26    |    -26.25    |    -33.75    |    -35.62    |      37      |  ✅ Success  
    273      |    544.81    |    -63.06    |    -51.64    |    -95.91    |      53      |  ✅ Success  
    274      |   -172.71    |   -194.03    |   -146.62    |   -141.54    |     131      |  ✅ Success  
    275      |    553.14    |    -66.27    |    -60.58    |    -55.97    |      54      |  ✅ Success  
    276      |    695.55    |    -35.41    |    -41.47    |    -41.47    |      40      |  ✅ Success  
    277      |    458.89    |    -85.04    |    -80.29    |    -65.96    |      66      |  ✅ Success  
    278      |    742.83    |    -32.29    |    -73.30    |    -35.06    |      36      |  ✅ Success  
    279      |   -357.98    |   -178.69    |   -157.51    |   -216.27    |     129      |  ✅ Success  
    280      |   -240.93    |   -159.81    |   -168.98    |   -167.31    |     123      |  ✅ Success  
  📊 统计 [Ep 280]: Actor Loss=-58.0459, Critic Loss=694.9276, Alpha=0.4722, TD-error=19.0329, Beta=1.0000
    281      |    433.02    |    -83.14    |    -81.69    |    -94.40    |      68      |  ✅ Success  
    282      |    709.96    |    -67.35    |    -38.51    |    -43.93    |      37      |  ✅ Success  
    283      |    612.43    |    -87.87    |    -48.04    |    -46.10    |      44      |  ✅ Success  
    284      |   -116.37    |   -148.85    |   -140.23    |   -129.03    |     104      |  ✅ Success  
    285      |    55.24     |   -207.70    |   -223.13    |   -261.50    |     172      |  ✅ Success  
    286      |    706.95    |    -38.02    |    -52.93    |    -39.66    |      40      |  ✅ Success  
    287      |    570.42    |    -56.69    |    -62.31    |    -51.19    |      51      |  ✅ Success  
    288      |    620.82    |    -64.20    |    -58.06    |    -58.34    |      47      |  ✅ Success  
    289      |    510.82    |    -87.47    |    -59.28    |    -52.70    |      57      |  ✅ Success  
    290      |    587.19    |    -54.54    |    -90.44    |    -49.93    |      49      |  ✅ Success  
  📊 统计 [Ep 290]: Actor Loss=-61.0601, Critic Loss=721.9538, Alpha=0.4941, TD-error=19.0788, Beta=1.0000
    291      |    819.26    |    -22.13    |    -25.51    |    -30.59    |      30      |  ✅ Success  
    292      |   -4335.50   |   -871.05    |   -770.04    |   -669.64    |     438      |  ✅ Success  
    293      |    705.18    |    -36.43    |    -46.57    |    -49.25    |      47      |  ✅ Success  
    294      |   -7213.43   |   -1158.31   |   -1195.05   |   -1173.50   |     721      |  ✅ Success  
    295      |   -109.94    |   -142.38    |   -167.88    |   -134.09    |     119      |  ✅ Success  
    296      |    -86.73    |   -153.25    |   -115.52    |   -124.50    |     104      |  ✅ Success  
    297      |   -601.87    |   -175.37    |   -281.37    |   -177.88    |     142      |  ✅ Success  
    298      |    344.15    |   -100.98    |    -81.83    |    -67.16    |      69      |  ✅ Success  
    299      |    622.86    |    -77.55    |    -56.31    |    -65.34    |      48      |  ✅ Success  
    300      |    643.49    |    -79.77    |    -60.85    |    -52.49    |      49      |  ✅ Success  
  📊 统计 [Ep 300]: Actor Loss=-74.6693, Critic Loss=597.5819, Alpha=0.4879, TD-error=18.8113, Beta=1.0000
    301      |    -42.78    |   -146.41    |   -135.11    |   -231.42    |     103      |  ✅ Success  
    302      |    605.89    |    -56.74    |    -51.78    |    -59.40    |      51      |  ✅ Success  
    303      |    258.29    |   -116.41    |   -119.02    |    -73.56    |      88      |  ✅ Success  
    304      |   -867.89    |   -221.88    |   -341.04    |   -208.24    |     155      |  ✅ Success  
    305      |    687.66    |    -46.91    |    -39.60    |    -54.15    |      41      |  ✅ Success  
    306      |    827.26    |    -24.24    |    -25.29    |    -30.11    |      30      |  ✅ Success  
    307      |    804.89    |    -27.09    |    -27.29    |    -34.56    |      32      |  ✅ Success  
    308      |   -848.46    |   -341.26    |   -253.11    |   -208.61    |     154      |  ✅ Success  
    309      |    842.02    |    -20.14    |    -23.52    |    -22.12    |      28      |  ✅ Success  
    310      |   -596.73    |    -10.94    |    -9.13     |    -13.92    |      11      |  ❌ Failure  
  📊 统计 [Ep 310]: Actor Loss=-93.1255, Critic Loss=688.4765, Alpha=0.5038, TD-error=19.3498, Beta=1.0000
    311      |   -2080.26   |   -477.72    |   -441.58    |   -335.62    |     247      |  ✅ Success  
    312      |    723.27    |    -42.60    |    -43.86    |    -37.74    |      42      |  ✅ Success  
    313      |    674.76    |    -36.85    |    -50.52    |    -49.44    |      49      |  ✅ Success  
    314      |    315.16    |   -110.47    |    -86.42    |    -84.73    |      76      |  ✅ Success  
    315      |    353.20    |   -111.39    |   -107.60    |    -99.03    |      87      |  ✅ Success  
    316      |    650.11    |    -44.50    |    -54.28    |    -45.86    |      47      |  ✅ Success  
    317      |    524.12    |    -83.49    |    -70.04    |    -74.46    |      63      |  ✅ Success  
    318      |   -579.65    |    -10.77    |    -12.09    |    -8.52     |      10      |  ❌ Failure  
    319      |    699.07    |    -41.47    |    -44.00    |    -36.80    |      43      |  ✅ Success  
    320      |   -105.36    |   -212.79    |   -196.42    |   -253.08    |     169      |  ✅ Success  
  📊 统计 [Ep 320]: Actor Loss=-94.1514, Critic Loss=761.3739, Alpha=0.5184, TD-error=20.2684, Beta=1.0000
    321      |   -674.75    |   -198.76    |   -179.94    |   -263.88    |     155      |  ✅ Success  
    322      |    600.59    |    -53.84    |    -77.01    |    -57.41    |      55      |  ✅ Success  
    323      |   -254.08    |   -182.28    |   -249.64    |   -131.06    |     115      |  ✅ Success  
    324      |    289.78    |   -124.42    |    -98.26    |    -71.46    |      86      |  ✅ Success  
    325      |    443.18    |    -79.37    |    -89.53    |   -118.09    |      69      |  ✅ Success  
    326      |    845.61    |    -22.55    |    -23.89    |    -31.12    |      27      |  ✅ Success  
    327      |    827.44    |    -22.62    |    -27.38    |    -33.64    |      30      |  ✅ Success  
    328      |    499.81    |    -66.02    |    -85.14    |    -46.08    |      59      |  ✅ Success  
    329      |    639.45    |    -54.28    |    -63.36    |    -61.73    |      61      |  ✅ Success  
    330      |    407.83    |   -119.81    |    -77.61    |    -70.33    |      67      |  ✅ Success  
  📊 统计 [Ep 330]: Actor Loss=-103.9101, Critic Loss=813.1219, Alpha=0.5621, TD-error=21.8909, Beta=1.0000
    331      |    209.06    |   -100.41    |   -132.10    |   -141.75    |      95      |  ✅ Success  
    332      |    430.22    |    -97.08    |    -57.78    |    -71.66    |      67      |  ✅ Success  
    333      |    770.65    |    -39.74    |    -32.92    |    -44.34    |      38      |  ✅ Success  
    334      |    775.55    |    -29.70    |    -31.87    |    -33.85    |      32      |  ✅ Success  
    335      |    758.06    |    -40.76    |    -45.77    |    -44.42    |      39      |  ✅ Success  
    336      |    470.30    |    -68.69    |    -71.05    |    -65.77    |      71      |  ✅ Success  
    337      |    623.75    |    -44.90    |    -53.81    |    -43.02    |      56      |  ✅ Success  
    338      |   -838.13    |    -32.48    |    -35.25    |    -38.70    |      39      |  ❌ Failure  
    339      |    340.36    |   -117.73    |    -88.86    |   -172.76    |      83      |  ✅ Success  
    340      |    655.48    |    -52.98    |    -77.87    |    -45.30    |      55      |  ✅ Success  
  📊 统计 [Ep 340]: Actor Loss=-114.9770, Critic Loss=874.1890, Alpha=0.5969, TD-error=22.4768, Beta=1.0000
    341      |    698.95    |    -35.83    |    -40.61    |    -40.72    |      40      |  ✅ Success  
    342      |    827.23    |    -29.69    |    -28.01    |    -21.26    |      30      |  ✅ Success  
    343      |    699.06    |    -42.05    |    -38.76    |    -60.67    |      57      |  ✅ Success  
    344      |    768.02    |    -29.51    |    -42.35    |    -28.27    |      37      |  ✅ Success  
    345      |    723.64    |    -32.54    |    -43.95    |    -37.52    |      42      |  ✅ Success  
    346      |    757.10    |    -45.33    |    -39.51    |    -28.88    |      40      |  ✅ Success  
    347      |    764.23    |    -34.15    |    -52.07    |    -32.99    |      34      |  ✅ Success  
    348      |    753.49    |    -34.14    |    -38.75    |    -27.23    |      35      |  ✅ Success  
    349      |   -561.21    |    -6.65     |    -9.69     |    -8.15     |      8       |  ❌ Failure  
    350      |    688.28    |    -35.39    |    -39.22    |    -74.87    |      38      |  ✅ Success  
  📊 统计 [Ep 350]: Actor Loss=-125.2526, Critic Loss=876.8681, Alpha=0.6206, TD-error=23.7694, Beta=1.0000
    351      |    559.49    |    -78.45    |    -59.63    |    -70.86    |      55      |  ✅ Success  
    352      |   -2035.38   |   -372.06    |   -373.95    |   -336.66    |     260      |  ✅ Success  
    353      |    803.98    |    -32.21    |    -29.32    |    -34.79    |      33      |  ✅ Success  
    354      |   -1204.35   |   -384.25    |   -488.21    |   -296.09    |     239      |  ✅ Success  
    355      |   -8942.03   |   -1297.99   |   -2073.59   |   -1681.34   |     802      |  ✅ Success  
    356      |    778.01    |    -23.98    |    -34.70    |    -40.60    |      36      |  ✅ Success  
    357      |    161.35    |    -90.92    |   -114.52    |    -99.23    |      94      |  ✅ Success  
    358      |    106.53    |    -98.24    |   -101.06    |    -96.80    |      89      |  ✅ Success  
    359      |    491.32    |    -77.39    |    -65.42    |    -72.29    |      63      |  ✅ Success  
    360      |   -116.59    |   -173.28    |   -132.50    |   -131.33    |     124      |  ✅ Success  
  📊 统计 [Ep 360]: Actor Loss=-127.6574, Critic Loss=863.2209, Alpha=0.6386, TD-error=21.9891, Beta=1.0000
    361      |    551.75    |    -81.27    |   -111.43    |    -73.80    |      61      |  ✅ Success  
    362      |   -306.32    |   -158.60    |   -168.55    |   -250.59    |     114      |  ✅ Success  
    363      |   -326.17    |   -137.77    |   -216.63    |   -151.32    |     116      |  ✅ Success  
    364      |    576.62    |    -57.07    |   -118.15    |    -43.94    |      51      |  ✅ Success  
    365      |    598.19    |    -54.00    |    -71.50    |    -68.88    |      50      |  ✅ Success  
    366      |    -74.45    |   -250.94    |   -183.77    |   -112.46    |     112      |  ✅ Success  
    367      |    59.67     |   -118.36    |    -94.17    |    -97.62    |      82      |  ✅ Success  
    368      |    411.30    |    -68.66    |    -67.79    |    -71.74    |      70      |  ✅ Success  
    369      |   -335.28    |   -161.21    |   -143.55    |   -164.29    |     133      |  ✅ Success  
    370      |    777.57    |    -28.88    |    -32.99    |    -31.90    |      38      |  ✅ Success  
  📊 统计 [Ep 370]: Actor Loss=-131.3335, Critic Loss=868.8365, Alpha=0.6519, TD-error=21.3201, Beta=1.0000
    371      |    545.78    |    -55.90    |    -64.31    |    -58.46    |      57      |  ✅ Success  
    372      |    188.08    |    -99.37    |   -104.77    |    -93.18    |      75      |  ✅ Success  
    373      |    493.83    |    -79.90    |    -58.46    |    -56.81    |      57      |  ✅ Success  
    374      |    240.23    |    -83.99    |    -84.88    |    -82.22    |      80      |  ✅ Success  
    375      |    229.10    |   -180.09    |   -158.34    |   -129.11    |     127      |  ✅ Success  
    376      |    658.54    |    -36.58    |    -51.80    |    -47.23    |      47      |  ✅ Success  
    377      |   -888.28    |   -248.38    |   -217.63    |   -208.25    |     161      |  ✅ Success  
    378      |   -1356.40   |   -280.57    |   -305.48    |   -279.28    |     199      |  ✅ Success  
    379      |    471.88    |    -61.54    |    -60.49    |    -54.32    |      58      |  ✅ Success  
    380      |    798.27    |    -25.99    |    -32.42    |    -33.79    |      31      |  ✅ Success  
  📊 统计 [Ep 380]: Actor Loss=-154.3820, Critic Loss=976.2854, Alpha=0.7015, TD-error=23.1220, Beta=1.0000
    381      |    -99.25    |   -138.29    |   -136.51    |   -157.72    |      98      |  ✅ Success  
    382      |    347.80    |    -90.72    |    -82.47    |    -75.36    |      65      |  ✅ Success  
    383      |    109.62    |   -103.45    |   -138.42    |   -114.24    |      84      |  ✅ Success  
    384      |   -658.94    |    -19.80    |    -17.68    |    -17.32    |      20      |  ❌ Failure  
    385      |   -421.67    |   -192.42    |   -163.95    |   -144.98    |     136      |  ✅ Success  
    386      |   -573.84    |    -13.35    |    -10.60    |    -12.23    |      9       |  ❌ Failure  
    387      |   -953.03    |    -69.56    |    -89.76    |    -69.65    |      51      |  ❌ Failure  
    388      |   -7833.54   |   -1148.97   |   -1123.99   |   -1512.12   |     808      |  ✅ Success  
    389      |    756.37    |    -28.49    |    -32.23    |    -39.42    |      40      |  ✅ Success  
    390      |    377.78    |    -66.23    |    -83.63    |    -65.39    |      62      |  ✅ Success  
  📊 统计 [Ep 390]: Actor Loss=-164.0534, Critic Loss=851.6643, Alpha=0.7295, TD-error=21.5086, Beta=1.0000
    391      |   -277.39    |   -167.82    |   -144.62    |   -134.02    |     120      |  ✅ Success  
    392      |   -1769.86   |   -198.91    |   -162.00    |   -150.62    |     122      |  ❌ Failure  
    393      |    422.60    |    -59.86    |    -66.59    |   -104.42    |      63      |  ✅ Success  
    394      |    451.01    |   -106.67    |    -91.19    |    -91.19    |      77      |  ✅ Success  
    395      |   -2305.06   |   -758.55    |   -607.25    |   -521.56    |     322      |  ✅ Success  
    396      |    503.99    |    -59.52    |    -63.88    |    -59.81    |      58      |  ✅ Success  
    397      |    18.47     |   -113.94    |   -209.61    |   -135.44    |      89      |  ✅ Success  
    398      |   -2539.25   |   -399.25    |   -438.91    |   -822.07    |     293      |  ✅ Success  
    399      |    616.49    |    -66.81    |    -48.84    |    -41.95    |      51      |  ✅ Success  
    400      |   -573.61    |    -9.16     |    -5.64     |    -10.40    |      10      |  ❌ Failure  
  📊 统计 [Ep 400]: Actor Loss=-162.8827, Critic Loss=826.3421, Alpha=0.7379, TD-error=21.7020, Beta=1.0000
    401      |   -1791.51   |   -465.60    |   -388.27    |   -354.06    |     273      |  ✅ Success  
    402      |    653.40    |    -58.61    |    -46.65    |    -43.90    |      47      |  ✅ Success  
    403      |    748.06    |    -32.84    |    -38.09    |    -32.02    |      36      |  ✅ Success  
    404      |    840.52    |    -26.83    |    -27.46    |    -29.35    |      29      |  ✅ Success  
    405      |    327.26    |    -79.97    |    -83.34    |    -75.45    |      66      |  ✅ Success  
    406      |    43.89     |   -104.81    |   -102.82    |   -105.60    |      93      |  ✅ Success  
    407      |    666.84    |    -44.27    |    -51.96    |    -32.88    |      48      |  ✅ Success  
    408      |    734.42    |    -36.70    |    -31.16    |    -35.78    |      44      |  ✅ Success  
    409      |    288.83    |   -129.88    |    -73.10    |    -79.71    |      75      |  ✅ Success  
    410      |    29.98     |   -120.04    |   -130.90    |   -133.39    |      85      |  ✅ Success  
  📊 统计 [Ep 410]: Actor Loss=-160.8556, Critic Loss=797.2064, Alpha=0.7244, TD-error=20.8578, Beta=1.0000
    411      |    656.78    |    -57.97    |    -44.92    |    -40.19    |      46      |  ✅ Success  
    412      |   -135.31    |   -132.77    |   -129.05    |   -113.42    |     101      |  ✅ Success  
    413      |    445.88    |    -57.38    |    -81.36    |    -52.83    |      71      |  ✅ Success  
    414      |    810.19    |    -30.68    |    -25.46    |    -51.46    |      31      |  ✅ Success  
    415      |    438.61    |    -69.42    |    -75.20    |    -69.61    |      66      |  ✅ Success  
    416      |    622.81    |    -50.84    |    -54.36    |    -42.71    |      59      |  ✅ Success  
    417      |   -177.12    |   -127.21    |   -158.34    |   -148.25    |     102      |  ✅ Success  
    418      |   -788.94    |   -207.00    |   -197.16    |   -180.01    |     154      |  ✅ Success  
    419      |    628.44    |    -39.84    |    -41.64    |    -39.19    |      49      |  ✅ Success  
    420      |    657.17    |    -47.02    |    -49.13    |    -42.19    |      42      |  ✅ Success  
  📊 统计 [Ep 420]: Actor Loss=-164.1165, Critic Loss=743.0073, Alpha=0.7452, TD-error=21.0011, Beta=1.0000
    421      |    828.76    |    -19.84    |    -25.83    |    -39.84    |      31      |  ✅ Success  
    422      |   -3613.15   |   -576.99    |   -596.35    |   -591.25    |     405      |  ✅ Success  
    423      |   -665.37    |   -237.87    |   -225.68    |   -188.88    |     161      |  ✅ Success  
    424      |  -10159.56   |   -1186.58   |   -1493.42   |   -1319.21   |     824      |  ✅ Success  
    425      |    763.67    |    -41.00    |    -41.08    |    -39.13    |      34      |  ✅ Success  
    426      |   -637.82    |    -17.69    |    -13.59    |    -14.27    |      17      |  ❌ Failure  
    427      |   -2623.69   |   -453.72    |   -417.22    |   -525.87    |     286      |  ✅ Success  
    428      |    355.04    |    -67.55    |    -89.08    |    -71.54    |      72      |  ✅ Success  
    429      |    289.89    |    -98.79    |    -95.02    |    -84.61    |      72      |  ✅ Success  
    430      |    271.37    |    -80.48    |    -93.90    |    -82.32    |      76      |  ✅ Success  
  📊 统计 [Ep 430]: Actor Loss=-174.3997, Critic Loss=764.0580, Alpha=0.7273, TD-error=20.4693, Beta=1.0000
    431      |    770.45    |    -39.22    |    -39.90    |    -27.89    |      37      |  ✅ Success  
    432      |  -13797.31   |   -1461.02   |   -1834.57   |   -2323.07   |     1000     | ⏱️  Timeout 
    433      |    595.85    |    -65.97    |    -54.24    |    -45.55    |      54      |  ✅ Success  
    434      |    800.88    |    -29.66    |    -45.30    |    -26.46    |      32      |  ✅ Success  
    435      |    645.37    |    -41.95    |    -66.45    |    -45.49    |      44      |  ✅ Success  
    436      |    -65.90    |   -138.30    |   -134.11    |   -169.65    |     101      |  ✅ Success  
    437      |   -848.70    |   -329.11    |   -414.48    |   -297.65    |     169      |  ✅ Success  
    438      |    495.06    |    -68.17    |    -77.05    |    -60.97    |      60      |  ✅ Success  
    439      |   -1293.28   |    -94.77    |   -120.88    |   -116.07    |      54      |  ❌ Failure  
    440      |    528.51    |    -49.36    |    -64.39    |    -57.10    |      54      |  ✅ Success  
  📊 统计 [Ep 440]: Actor Loss=-179.8175, Critic Loss=774.6353, Alpha=0.6719, TD-error=20.2475, Beta=1.0000
    441      |    669.81    |    -68.53    |    -59.24    |    -49.40    |      43      |  ✅ Success  
    442      |   -1090.67   |   -247.70    |   -266.63    |   -271.00    |     169      |  ✅ Success  
    443      |   -4294.60   |   -462.70    |   -421.14    |   -408.21    |     273      |  ❌ Failure  
    444      |   -190.79    |   -134.90    |   -116.86    |   -151.35    |     108      |  ✅ Success  
    445      |    805.08    |    -28.24    |    -27.97    |    -24.44    |      33      |  ✅ Success  
    446      |   -111.92    |   -142.93    |   -160.08    |   -120.49    |     107      |  ✅ Success  
    447      |   -1428.62   |   -324.26    |   -296.25    |   -274.66    |     247      |  ✅ Success  
    448      |    696.29    |    -65.97    |    -36.93    |    -39.50    |      39      |  ✅ Success  
    449      |   -733.09    |   -213.02    |   -233.25    |   -193.24    |     134      |  ✅ Success  
    450      |    787.62    |    -26.30    |    -28.06    |    -40.89    |      33      |  ✅ Success  
  📊 统计 [Ep 450]: Actor Loss=-182.9853, Critic Loss=696.4429, Alpha=0.6628, TD-error=20.0034, Beta=1.0000
    451      |    664.39    |    -42.80    |    -77.05    |    -70.91    |      52      |  ✅ Success  
    452      |    851.13    |    -21.14    |    -29.36    |    -18.17    |      25      |  ✅ Success  
    453      |    668.62    |    -40.88    |    -38.99    |    -46.74    |      41      |  ✅ Success  
    454      |   -684.43    |    -28.31    |    -20.65    |    -27.51    |      23      |  ❌ Failure  
    455      |    665.32    |    -41.01    |    -49.18    |    -65.71    |      54      |  ✅ Success  
    456      |    594.42    |    -56.09    |    -55.02    |    -99.87    |      46      |  ✅ Success  
    457      |   -417.11    |   -173.33    |   -203.79    |   -181.74    |     145      |  ✅ Success  
    458      |    679.87    |    -35.69    |    -46.03    |    -36.74    |      43      |  ✅ Success  
    459      |    699.05    |    -34.43    |    -42.82    |    -65.12    |      40      |  ✅ Success  
    460      |    726.67    |    -32.00    |    -42.39    |    -27.35    |      39      |  ✅ Success  
  📊 统计 [Ep 460]: Actor Loss=-191.8929, Critic Loss=866.0737, Alpha=0.6795, TD-error=22.8231, Beta=1.0000
    461      |   -2726.11   |   -456.99    |   -389.43    |   -383.65    |     290      |  ✅ Success  
    462      |    760.20    |    -40.96    |    -46.18    |    -40.19    |      48      |  ✅ Success  
    463      |    449.66    |    -85.37    |    -73.79    |    -62.96    |      68      |  ✅ Success  
    464      |    796.41    |    -31.29    |    -33.75    |    -27.97    |      37      |  ✅ Success  
    465      |    838.28    |    -22.13    |    -33.29    |    -26.09    |      30      |  ✅ Success  
    466      |    826.17    |    -23.93    |    -21.51    |    -27.44    |      29      |  ✅ Success  
    467      |    29.64     |   -146.89    |   -155.36    |   -109.43    |      90      |  ✅ Success  
    468      |    751.78    |    -33.11    |    -50.50    |    -30.41    |      37      |  ✅ Success  
    469      |    757.87    |    -31.21    |    -30.42    |    -48.46    |      38      |  ✅ Success  
    470      |    657.10    |    -44.84    |    -54.27    |    -49.79    |      54      |  ✅ Success  
  📊 统计 [Ep 470]: Actor Loss=-201.7122, Critic Loss=879.3490, Alpha=0.7040, TD-error=23.7416, Beta=1.0000
    471      |   -2215.95   |   -417.17    |   -418.76    |   -385.16    |     301      |  ✅ Success  
    472      |   -574.56    |   -169.28    |   -186.08    |   -185.89    |     138      |  ✅ Success  
    473      |    667.50    |    -40.79    |    -49.68    |    -37.73    |      50      |  ✅ Success  
    474      |    458.29    |    -60.17    |    -88.53    |    -65.07    |      68      |  ✅ Success  
    475      |    285.58    |    -94.13    |   -126.64    |    -94.47    |      84      |  ✅ Success  
    476      |    568.31    |    -80.40    |    -75.58    |    -97.71    |      85      |  ✅ Success  
    477      |    16.81     |   -234.08    |   -265.02    |   -216.00    |     164      |  ✅ Success  
    478      |   -5646.00   |   -834.31    |   -914.96    |   -1024.07   |     482      |  ✅ Success  
    479      |   -6290.31   |   -888.51    |   -831.88    |   -830.68    |     551      |  ✅ Success  
    480      |    353.65    |   -124.65    |   -109.15    |    -95.23    |      92      |  ✅ Success  
  📊 统计 [Ep 480]: Actor Loss=-181.8560, Critic Loss=997.5872, Alpha=0.7806, TD-error=24.8859, Beta=1.0000
    481      |    263.18    |    -75.41    |   -107.82    |   -136.63    |      67      |  ✅ Success  
    482      |    699.98    |    -47.34    |    -46.12    |    -40.51    |      54      |  ✅ Success  
    483      |    665.79    |    -47.64    |    -52.24    |    -36.92    |      46      |  ✅ Success  
    484      |   -4373.16   |   -554.85    |   -566.39    |   -511.35    |     377      |  ✅ Success  
    485      |    792.94    |    -25.88    |    -35.33    |    -25.25    |      36      |  ✅ Success  
    486      |   -704.91    |   -262.44    |   -196.72    |   -203.55    |     169      |  ✅ Success  
    487      |    564.18    |    -46.22    |    -53.12    |    -70.74    |      47      |  ✅ Success  
    488      |    234.81    |    -90.67    |   -155.84    |    -79.61    |      83      |  ✅ Success  
    489      |    231.52    |    -72.09    |   -154.50    |   -111.71    |      73      |  ✅ Success  
    490      |    738.96    |    -35.37    |    -34.65    |    -36.64    |      39      |  ✅ Success  
  📊 统计 [Ep 490]: Actor Loss=-166.9136, Critic Loss=1090.8116, Alpha=0.8651, TD-error=26.3916, Beta=1.0000
    491      |    49.40     |   -101.98    |   -111.88    |    -81.92    |      91      |  ✅ Success  
    492      |   -834.99    |    -51.40    |    -58.85    |    -48.71    |      57      |  ❌ Failure  
    493      |   -553.37    |    -6.81     |    -5.78     |    -8.32     |      7       |  ❌ Failure  
