📝 日志文件: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251029_123218/training.log
💡 训练输出将实时保存到日志文件
🚀 启用AMP混合精度训练（预期加速40-100%）
🚀 启用异步数据传输（预期加速10-20%）
SAC训练中...
📊 优先级经验回放（PER）配置:
  - 容量: 20000
  - Alpha: 0.6 (优先级指数)
  - Beta: 0.4 → 1.0 (重要性采样权重)
  - 内存优化: float32 (节省50%内存)

================================================================================
  Episode    |    Leader    |  Follower0   |  Follower1   |    Steps     |    Status   
     18      |   -2223.81   |   -856.27    |   -873.20    |     1000     | ⏱️  Timeout 
     19      |   -2144.53   |   -831.59    |   -841.60    |     1000     | ⏱️  Timeout 
     20      |   -1986.19   |   -896.99    |   -603.51    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 20]: Actor Loss=19.8896, Critic Loss=45.5264, Alpha=0.1074, TD-error=3.3529, Beta=1.0000
     21      |   -1927.66   |   -816.83    |   -878.73    |     1000     | ⏱️  Timeout 
     22      |   -2141.21   |   -855.64    |   -878.63    |     1000     | ⏱️  Timeout 
     23      |   -1724.72   |   -811.56    |   -723.42    |     1000     | ⏱️  Timeout 
     24      |   -1960.52   |   -674.02    |   -463.17    |     812      |  ❌ Failure  
     25      |   -1851.50   |   -613.49    |   -797.65    |     1000     | ⏱️  Timeout 
     26      |   -1884.54   |   -724.24    |   -756.05    |     1000     | ⏱️  Timeout 
     27      |   -2137.65   |   -1000.08   |   -751.08    |     1000     | ⏱️  Timeout 
     28      |   -1990.22   |   -560.30    |   -900.09    |     1000     | ⏱️  Timeout 
     29      |   -2032.24   |   -688.91    |   -575.10    |     1000     | ⏱️  Timeout 
     30      |   -2012.61   |   -670.38    |   -422.75    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 30]: Actor Loss=15.0218, Critic Loss=7.9764, Alpha=0.0259, TD-error=1.1322, Beta=1.0000
     31      |   -1867.97   |   -827.35    |   -425.73    |     1000     | ⏱️  Timeout 
     32      |   -1643.88   |   -529.26    |   -271.82    |     1000     | ⏱️  Timeout 
     33      |   -1880.91   |   -405.19    |   -441.46    |     1000     | ⏱️  Timeout 
     34      |   -1599.97   |   -427.01    |   -345.50    |     1000     | ⏱️  Timeout 
     35      |   -1607.59   |   -382.23    |   -377.05    |     1000     | ⏱️  Timeout 
     36      |   -1334.09   |   -295.66    |   -277.13    |     1000     | ⏱️  Timeout 
     37      |   -1397.26   |   -343.56    |   -449.02    |     1000     | ⏱️  Timeout 
     38      |    254.24    |   -190.01    |   -223.30    |     668      |  ✅ Success  
     39      |    920.47    |    -25.69    |    -38.19    |     122      |  ✅ Success  
     40      |   -527.81    |    -4.47     |    -17.83    |      36      |  ❌ Failure  
  📊 统计 [Ep 40]: Actor Loss=11.2984, Critic Loss=18.3994, Alpha=0.0248, TD-error=1.7915, Beta=1.0000
     41      |   -512.00    |    -2.32     |    -1.84     |      23      |  ❌ Failure  
     42      |    983.13    |    -10.95    |    -3.99     |      32      |  ✅ Success  
     43      |   -1619.94   |   -392.61    |   -317.29    |     1000     | ⏱️  Timeout 
     44      |   -846.61    |   -173.15    |   -236.93    |     1000     | ⏱️  Timeout 
     45      |   -1877.15   |   -413.19    |   -485.63    |     1000     | ⏱️  Timeout 
     46      |   -1659.22   |   -514.80    |   -469.97    |     1000     | ⏱️  Timeout 
     47      |    873.32    |    -19.17    |    -20.31    |     134      |  ✅ Success  
     48      |    103.45    |   -344.09    |   -236.20    |     583      |  ✅ Success  
     49      |    609.98    |    -84.97    |    -69.53    |     393      |  ✅ Success  
     50      |    454.08    |   -135.98    |    -87.74    |     402      |  ✅ Success  
  📊 统计 [Ep 50]: Actor Loss=10.8498, Critic Loss=45.3654, Alpha=0.0312, TD-error=2.9166, Beta=1.0000
     51      |    985.65    |    -5.11     |    -10.04    |      31      |  ✅ Success  
     52      |    870.94    |    -45.68    |    -23.71    |     135      |  ✅ Success  
     53      |    986.98    |    -4.24     |    -3.13     |      26      |  ✅ Success  
     54      |    976.23    |    -10.04    |    -9.85     |      40      |  ✅ Success  
     55      |    984.29    |    -3.47     |    -4.51     |      32      |  ✅ Success  
     56      |    981.67    |    -10.83    |    -15.40    |      23      |  ✅ Success  
     57      |    680.19    |    -72.75    |    -68.42    |     219      |  ✅ Success  
     58      |    976.31    |    -6.30     |    -5.30     |      39      |  ✅ Success  
     59      |    690.46    |    -77.35    |   -106.53    |     213      |  ✅ Success  
     60      |    975.14    |    -6.86     |    -6.66     |      44      |  ✅ Success  
  📊 统计 [Ep 60]: Actor Loss=3.3283, Critic Loss=164.6853, Alpha=0.0376, TD-error=10.7738, Beta=1.0000
     61      |   -506.97    |    -1.47     |    -0.81     |      9       |  ❌ Failure  
     62      |   -520.17    |    -3.45     |    -3.85     |      29      |  ❌ Failure  
     63      |   -1677.07   |   -264.93    |   -192.79    |     969      |  ❌ Failure  
     64      |   -2152.72   |   -440.85    |   -390.57    |     1000     | ⏱️  Timeout 
     65      |   -1610.82   |   -334.32    |   -486.41    |     1000     | ⏱️  Timeout 
     66      |    507.48    |   -125.95    |   -144.16    |     616      |  ✅ Success  
     67      |   -1729.37   |   -337.39    |   -536.63    |     1000     | ⏱️  Timeout 
     68      |    506.15    |   -197.97    |   -148.71    |     484      |  ✅ Success  
     69      |    891.62    |    -48.03    |    -25.79    |     170      |  ✅ Success  
     70      |    979.22    |    -13.97    |    -6.96     |      38      |  ✅ Success  
  📊 统计 [Ep 70]: Actor Loss=-23.7501, Critic Loss=163.3759, Alpha=0.1922, TD-error=11.7430, Beta=1.0000
     71      |    976.71    |    -16.20    |    -7.09     |      58      |  ✅ Success  
     72      |    970.89    |    -6.39     |    -8.19     |      43      |  ✅ Success  
     73      |    803.78    |    -98.87    |    -57.33    |     211      |  ✅ Success  
     74      |    944.57    |    -10.13    |    -13.72    |      75      |  ✅ Success  
     75      |    944.19    |    -10.72    |    -12.86    |      62      |  ✅ Success  
     76      |   -625.38    |    -68.80    |    -44.38    |     179      |  ❌ Failure  
     77      |    765.95    |    -77.77    |    -54.00    |     203      |  ✅ Success  
     78      |    904.71    |    -23.24    |    -19.46    |     106      |  ✅ Success  
     79      |    812.90    |    -59.32    |    -44.02    |     260      |  ✅ Success  
     80      |    55.79     |   -358.36    |   -269.54    |     963      |  ✅ Success  
  📊 统计 [Ep 80]: Actor Loss=-18.3582, Critic Loss=146.6697, Alpha=0.3175, TD-error=10.2872, Beta=1.0000
     81      |   -510.44    |    -0.91     |    -1.91     |      14      |  ❌ Failure  
     82      |    958.86    |    -21.67    |    -9.45     |      57      |  ✅ Success  
     83      |   -515.33    |    -4.09     |    -1.69     |      12      |  ❌ Failure  
     84      |    873.25    |    -47.74    |    -35.91    |     154      |  ✅ Success  
     85      |    968.27    |    -6.05     |    -6.35     |      46      |  ✅ Success  
     86      |    934.32    |    -21.45    |    -24.67    |     108      |  ✅ Success  
     87      |    900.66    |    -20.66    |    -38.78    |     116      |  ✅ Success  
     88      |    983.55    |    -1.74     |    -2.97     |      20      |  ✅ Success  
     89      |    981.25    |    -5.17     |    -12.32    |      45      |  ✅ Success  
     90      |    925.57    |    -13.77    |    -14.43    |      82      |  ✅ Success  
  📊 统计 [Ep 90]: Actor Loss=-9.4597, Critic Loss=147.1099, Alpha=0.3852, TD-error=9.9663, Beta=1.0000
     91      |   -1017.97   |    -94.48    |    -83.24    |     339      |  ❌ Failure  
     92      |    937.77    |    -35.29    |    -21.10    |      80      |  ✅ Success  
     93      |    984.30    |    -6.66     |    -2.73     |      29      |  ✅ Success  
     94      |    855.17    |    -39.95    |    -26.68    |     142      |  ✅ Success  
     95      |    531.88    |   -118.90    |   -157.86    |     306      |  ✅ Success  
     96      |    814.14    |    -81.16    |    -40.55    |     120      |  ✅ Success  
     97      |    937.22    |    -21.47    |    -14.15    |      67      |  ✅ Success  
     98      |    919.49    |    -16.35    |    -12.95    |      93      |  ✅ Success  
     99      |    763.89    |   -110.39    |    -43.93    |     200      |  ✅ Success  
    100      |    922.78    |    -38.97    |    -22.54    |     127      |  ✅ Success  
  📊 统计 [Ep 100]: Actor Loss=-8.1511, Critic Loss=154.6666, Alpha=0.4289, TD-error=11.3100, Beta=1.0000
    101      |    956.01    |    -11.70    |    -8.57     |      69      |  ✅ Success  
    102      |    779.08    |   -124.34    |    -39.97    |     273      |  ✅ Success  
    103      |    614.48    |   -122.21    |    -71.82    |     412      |  ✅ Success  
    104      |    293.83    |   -121.23    |   -143.55    |     522      |  ✅ Success  
    105      |   -507.53    |    -1.50     |    -4.50     |      9       |  ❌ Failure  
    106      |    908.30    |    -15.97    |    -33.45    |     114      |  ✅ Success  
    107      |    980.35    |    -6.45     |    -6.35     |      34      |  ✅ Success  
    108      |    899.85    |    -19.21    |    -17.65    |     118      |  ✅ Success  
    109      |    925.27    |    -11.89    |    -20.40    |      90      |  ✅ Success  
    110      |    991.29    |    -2.38     |    -1.73     |      25      |  ✅ Success  
  📊 统计 [Ep 110]: Actor Loss=-4.2916, Critic Loss=130.3149, Alpha=0.4120, TD-error=11.5026, Beta=1.0000
    111      |    770.59    |    -68.15    |    -57.93    |     240      |  ✅ Success  
    112      |    956.14    |    -10.33    |    -8.17     |      72      |  ✅ Success  
    113      |    655.80    |    -67.25    |    -89.62    |     314      |  ✅ Success  
    114      |    960.53    |    -30.63    |    -8.60     |      57      |  ✅ Success  
    115      |    960.33    |    -10.37    |    -8.40     |      64      |  ✅ Success  
    116      |    987.64    |    -2.74     |    -8.90     |      30      |  ✅ Success  
    117      |    970.79    |    -5.64     |    -22.54    |      55      |  ✅ Success  
    118      |   -510.94    |    -1.24     |    -0.84     |      10      |  ❌ Failure  
    119      |   -713.10    |    -82.87    |    -29.32    |     199      |  ❌ Failure  
    120      |   -535.31    |    -6.39     |    -4.71     |      40      |  ❌ Failure  
  📊 统计 [Ep 120]: Actor Loss=-9.2836, Critic Loss=195.2996, Alpha=0.4334, TD-error=12.3847, Beta=1.0000
    121      |    966.59    |    -7.05     |    -22.24    |      58      |  ✅ Success  
    122      |   -1030.34   |   -173.10    |   -118.52    |     341      |  ❌ Failure  
    123      |   -962.69    |    -84.95    |   -110.77    |     256      |  ❌ Failure  
    124      |    648.17    |    -86.30    |    -79.02    |     263      |  ✅ Success  
    125      |   -642.09    |    -36.77    |    -43.63    |      97      |  ❌ Failure  
    126      |    926.71    |    -18.26    |    -21.03    |      94      |  ✅ Success  
    127      |    922.06    |    -22.44    |    -14.08    |      95      |  ✅ Success  
    128      |    824.09    |    -44.79    |    -47.76    |     180      |  ✅ Success  
    129      |    984.17    |    -2.61     |    -3.01     |      38      |  ✅ Success  
    130      |   -508.72    |    -1.39     |    -0.69     |      9       |  ❌ Failure  
  📊 统计 [Ep 130]: Actor Loss=-9.5720, Critic Loss=233.8065, Alpha=0.4856, TD-error=15.2078, Beta=1.0000
    131      |    65.56     |   -188.67    |   -245.09    |     606      |  ✅ Success  
    132      |    975.35    |    -14.03    |    -4.17     |      46      |  ✅ Success  
    133      |    772.46    |    -52.94    |    -67.51    |     197      |  ✅ Success  
    134      |    918.51    |    -16.77    |    -18.53    |      83      |  ✅ Success  
    135      |    677.69    |    -46.04    |    -61.08    |     220      |  ✅ Success  
    136      |   -591.15    |    -19.15    |    -22.30    |      97      |  ❌ Failure  
    137      |   -522.36    |    -7.16     |    -12.14    |      30      |  ❌ Failure  
    138      |    462.47    |   -113.91    |   -127.56    |     383      |  ✅ Success  
    139      |   -510.16    |    -1.82     |    -1.28     |      19      |  ❌ Failure  
    140      |   -506.89    |    -1.35     |    -0.71     |      11      |  ❌ Failure  
  📊 统计 [Ep 140]: Actor Loss=-19.2360, Critic Loss=294.4413, Alpha=0.5986, TD-error=18.4659, Beta=1.0000
    141      |    680.20    |    -79.29    |    -70.46    |     228      |  ✅ Success  
    142      |    907.63    |    -20.28    |    -37.30    |     128      |  ✅ Success  
    143      |   -512.76    |    -2.15     |    -3.03     |      12      |  ❌ Failure  
    144      |    950.73    |    -14.76    |    -10.68    |      72      |  ✅ Success  
    145      |    938.63    |    -41.13    |    -15.14    |      81      |  ✅ Success  
    146      |   -638.59    |    -28.91    |    -31.04    |     154      |  ❌ Failure  
    147      |    947.14    |    -10.01    |    -8.39     |      57      |  ✅ Success  
    148      |    907.61    |    -16.52    |    -17.74    |     110      |  ✅ Success  
    149      |    961.42    |    -8.84     |    -8.56     |      63      |  ✅ Success  
    150      |    656.26    |   -112.80    |   -106.44    |     231      |  ✅ Success  
  📊 统计 [Ep 150]: Actor Loss=-11.4878, Critic Loss=316.0383, Alpha=0.7024, TD-error=16.7972, Beta=1.0000
    151      |   -505.16    |    -0.52     |    -0.55     |      7       |  ❌ Failure  
    152      |    986.82    |    -3.29     |    -3.59     |      28      |  ✅ Success  
    153      |    971.69    |    -18.10    |    -6.51     |      66      |  ✅ Success  
    154      |    988.02    |    -2.01     |    -2.37     |      32      |  ✅ Success  
    155      |    827.19    |    -34.85    |    -61.53    |     109      |  ✅ Success  
    156      |   -522.37    |    -10.29    |    -3.64     |      39      |  ❌ Failure  
    157      |    917.13    |    -23.37    |    -17.67    |      86      |  ✅ Success  
    158      |    848.69    |    -37.25    |    -21.11    |     120      |  ✅ Success  
    159      |    978.12    |    -7.05     |    -3.99     |      43      |  ✅ Success  
    160      |   -556.25    |    -21.43    |    -15.18    |      59      |  ❌ Failure  
  📊 统计 [Ep 160]: Actor Loss=-12.8845, Critic Loss=309.6599, Alpha=0.7422, TD-error=17.6685, Beta=1.0000
    161      |    795.91    |    -49.63    |    -46.97    |     190      |  ✅ Success  
    162      |   -994.57    |   -119.38    |    -92.07    |     315      |  ❌ Failure  
    163      |    820.16    |    -42.38    |    -43.55    |     169      |  ✅ Success  
    164      |    743.41    |    -58.27    |    -88.47    |     190      |  ✅ Success  
    165      |    41.66     |   -182.10    |   -209.45    |     556      |  ✅ Success  
    166      |    961.34    |    -16.10    |    -21.02    |      57      |  ✅ Success  
    167      |   -370.49    |   -238.15    |   -217.18    |     816      |  ✅ Success  
    168      |   -1513.78   |   -479.48    |   -334.92    |     1000     | ⏱️  Timeout 
    169      |    957.35    |    -5.80     |    -9.02     |      54      |  ✅ Success  
    170      |    965.76    |    -13.01    |    -5.22     |      38      |  ✅ Success  
  📊 统计 [Ep 170]: Actor Loss=-1.9805, Critic Loss=282.5233, Alpha=0.6679, TD-error=16.3707, Beta=1.0000
    171      |    936.47    |    -18.97    |    -38.83    |     108      |  ✅ Success  
    172      |    509.12    |    -67.85    |    -68.03    |     317      |  ✅ Success  
    173      |   -1578.93   |   -366.71    |   -294.18    |     1000     | ⏱️  Timeout 
    174      |    987.76    |    -8.58     |    -3.16     |      29      |  ✅ Success  
    175      |   -508.44    |    -1.30     |    -1.16     |      7       |  ❌ Failure  
    176      |   -1833.46   |   -265.92    |   -371.86    |     1000     | ⏱️  Timeout 
    177      |   -859.70    |    -73.16    |   -120.17    |     245      |  ❌ Failure  
    178      |    970.58    |    -8.29     |    -6.43     |      39      |  ✅ Success  
    179      |    132.25    |   -187.20    |   -157.22    |     585      |  ✅ Success  
    180      |   -561.81    |    -40.38    |    -15.72    |     101      |  ❌ Failure  
  📊 统计 [Ep 180]: Actor Loss=-4.4272, Critic Loss=181.9953, Alpha=0.5769, TD-error=11.3522, Beta=1.0000
    181      |   -519.50    |    -4.13     |    -9.27     |      22      |  ❌ Failure  
    182      |    797.94    |    -39.08    |    -34.15    |     137      |  ✅ Success  
    183      |    525.19    |    -92.12    |   -114.48    |     353      |  ✅ Success  
    184      |    -5.54     |   -180.88    |   -205.11    |     623      |  ✅ Success  
    185      |    761.07    |    -46.52    |    -84.54    |     174      |  ✅ Success  
    186      |    963.00    |    -8.93     |    -7.93     |      59      |  ✅ Success  
    187      |    452.54    |   -146.80    |   -130.64    |     316      |  ✅ Success  
    188      |    278.97    |   -155.42    |   -161.42    |     481      |  ✅ Success  
    189      |    -98.65    |   -203.57    |   -340.70    |     803      |  ✅ Success  
    190      |    936.14    |    -10.04    |    -10.69    |      91      |  ✅ Success  
  📊 统计 [Ep 190]: Actor Loss=-1.5443, Critic Loss=215.7966, Alpha=0.6342, TD-error=14.3736, Beta=1.0000
    191      |    45.13     |   -142.96    |   -163.53    |     640      |  ✅ Success  
    192      |    479.11    |    -77.77    |   -108.72    |     400      |  ✅ Success  
    193      |    975.33    |    -5.98     |    -9.58     |      48      |  ✅ Success  
    194      |    825.47    |    -21.21    |    -39.50    |     127      |  ✅ Success  
    195      |    619.53    |    -77.55    |    -94.14    |     208      |  ✅ Success  
    196      |   -1584.21   |   -410.32    |   -306.59    |     1000     | ⏱️  Timeout 
    197      |   -470.55    |   -240.08    |   -251.88    |     877      |  ✅ Success  
    198      |    741.59    |    -63.02    |    -67.49    |     147      |  ✅ Success  
    199      |    884.69    |    -22.18    |    -19.18    |      85      |  ✅ Success  
    200      |   -1822.64   |   -371.92    |   -251.96    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 200]: Actor Loss=-0.8792, Critic Loss=137.2099, Alpha=0.4084, TD-error=10.5869, Beta=1.0000
    201      |    927.28    |    -9.15     |    -10.23    |      74      |  ✅ Success  
    202      |   -1580.58   |   -364.40    |   -292.27    |     1000     | ⏱️  Timeout 
    203      |    159.91    |   -108.88    |   -128.99    |     480      |  ✅ Success  
    204      |    539.03    |    -84.70    |    -66.36    |     352      |  ✅ Success  
    205      |    864.49    |    -26.19    |    -28.97    |     108      |  ✅ Success  
    206      |    897.50    |    -26.83    |    -26.94    |      81      |  ✅ Success  
    207      |   -1957.17   |   -373.76    |   -469.19    |     1000     | ⏱️  Timeout 
    208      |   -1573.03   |   -310.81    |   -272.53    |     1000     | ⏱️  Timeout 
    209      |    40.46     |   -178.55    |   -154.96    |     617      |  ✅ Success  
    210      |   -1671.74   |   -195.30    |   -329.64    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 210]: Actor Loss=3.0446, Critic Loss=72.1028, Alpha=0.2074, TD-error=5.7811, Beta=1.0000
    211      |   -1693.67   |   -205.60    |   -330.05    |     1000     | ⏱️  Timeout 
    212      |   -1601.58   |   -379.07    |   -229.83    |     1000     | ⏱️  Timeout 
    213      |   -1837.63   |   -338.42    |   -409.78    |     1000     | ⏱️  Timeout 
    214      |   -1805.28   |   -364.36    |   -580.45    |     1000     | ⏱️  Timeout 
    215      |   -507.72    |    -0.79     |    -0.81     |      8       |  ❌ Failure  
    216      |    347.24    |   -154.49    |    -83.14    |     415      |  ✅ Success  
    217      |   -1861.08   |   -438.94    |   -341.78    |     1000     | ⏱️  Timeout 
    218      |    213.25    |   -109.28    |   -199.45    |     517      |  ✅ Success  
    219      |   -1652.16   |   -212.99    |   -283.08    |     1000     | ⏱️  Timeout 
    220      |   -1567.94   |   -236.40    |   -300.82    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 220]: Actor Loss=-6.8809, Critic Loss=59.6983, Alpha=0.0793, TD-error=5.0080, Beta=1.0000
    221      |    212.35    |    -84.27    |   -159.63    |     557      |  ✅ Success  
    222      |    645.09    |    -73.05    |    -70.29    |     354      |  ✅ Success  
    223      |   -1697.96   |   -360.82    |   -340.13    |     1000     | ⏱️  Timeout 
    224      |    833.56    |    -33.17    |    -42.48    |     156      |  ✅ Success  
    225      |   -257.51    |   -325.60    |   -359.99    |     664      |  ✅ Success  
    226      |    866.45    |    -23.12    |    -19.05    |     125      |  ✅ Success  
    227      |   -1828.58   |   -670.40    |   -394.19    |     1000     | ⏱️  Timeout 
    228      |   -940.36    |   -129.69    |    -88.12    |     297      |  ❌ Failure  
    229      |    455.02    |   -103.43    |    -98.94    |     388      |  ✅ Success  
    230      |    610.48    |    -74.55    |    -57.13    |     246      |  ✅ Success  
  📊 统计 [Ep 230]: Actor Loss=-4.3796, Critic Loss=44.1156, Alpha=0.0695, TD-error=4.2557, Beta=1.0000
    231      |    709.45    |    -39.55    |    -47.37    |     227      |  ✅ Success  
    232      |    608.28    |    -59.74    |    -54.44    |     289      |  ✅ Success  
    233      |    690.05    |    -38.19    |    -73.87    |     231      |  ✅ Success  
    234      |    871.10    |    -17.62    |    -25.37    |     140      |  ✅ Success  
    235      |    962.51    |    -7.34     |    -8.18     |      80      |  ✅ Success  
    236      |    930.29    |    -21.12    |    -12.15    |     109      |  ✅ Success  
    237      |    632.28    |    -44.71    |    -49.57    |     278      |  ✅ Success  
    238      |    382.11    |    -94.08    |   -113.24    |     405      |  ✅ Success  
    239      |    868.62    |    -14.90    |    -36.36    |     121      |  ✅ Success  
    240      |    925.37    |    -11.39    |    -45.75    |      86      |  ✅ Success  
  📊 统计 [Ep 240]: Actor Loss=-11.4227, Critic Loss=63.4579, Alpha=0.0885, TD-error=6.2558, Beta=1.0000
    241      |    858.12    |    -16.98    |    -28.14    |     145      |  ✅ Success  
    242      |    650.59    |    -57.85    |    -67.22    |     244      |  ✅ Success  
    243      |    919.25    |    -14.16    |    -13.87    |     130      |  ✅ Success  
    244      |    958.62    |    -7.97     |    -7.53     |      58      |  ✅ Success  
    245      |    874.24    |    -17.85    |    -17.65    |     102      |  ✅ Success  
    246      |    868.99    |    -14.49    |    -15.39    |     118      |  ✅ Success  
    247      |    929.63    |    -11.08    |    -30.20    |     103      |  ✅ Success  
    248      |    971.75    |    -6.71     |    -6.94     |      57      |  ✅ Success  
    249      |    900.02    |    -15.18    |    -11.92    |     101      |  ✅ Success  
    250      |    827.76    |    -17.22    |    -55.80    |     145      |  ✅ Success  
  📊 统计 [Ep 250]: Actor Loss=-44.3340, Critic Loss=155.2122, Alpha=0.1300, TD-error=12.9956, Beta=1.0000
    251      |    975.96    |    -8.81     |    -6.18     |      43      |  ✅ Success  
    252      |    704.70    |    -36.64    |    -60.42    |     194      |  ✅ Success  
    253      |    845.87    |    -19.77    |    -42.77    |     147      |  ✅ Success  
    254      |    955.79    |    -8.68     |    -8.77     |      82      |  ✅ Success  
    255      |    496.04    |    -54.69    |    -68.10    |     320      |  ✅ Success  
    256      |    797.23    |    -21.32    |    -33.02    |     161      |  ✅ Success  
    257      |    904.22    |    -12.91    |    -11.30    |      89      |  ✅ Success  
    258      |    943.10    |    -14.16    |    -8.08     |      70      |  ✅ Success  
    259      |    861.42    |    -37.43    |    -20.81    |     141      |  ✅ Success  
    260      |    931.39    |    -12.82    |    -15.59    |      93      |  ✅ Success  
  📊 统计 [Ep 260]: Actor Loss=-63.2904, Critic Loss=193.8694, Alpha=0.2061, TD-error=14.3012, Beta=1.0000
    261      |    590.72    |    -44.38    |    -96.16    |     310      |  ✅ Success  
    262      |    786.28    |    -20.19    |    -54.76    |     180      |  ✅ Success  
    263      |    876.02    |    -30.84    |    -25.15    |     149      |  ✅ Success  
    264      |    957.69    |    -12.58    |    -10.02    |      68      |  ✅ Success  
    265      |    980.78    |    -7.50     |    -6.63     |      34      |  ✅ Success  
    266      |    839.45    |    -17.63    |    -34.30    |     126      |  ✅ Success  
    267      |    593.70    |    -46.29    |    -68.63    |     353      |  ✅ Success  
    268      |    974.90    |    -10.33    |    -4.21     |      55      |  ✅ Success  
    269      |    671.71    |    -33.65    |    -57.42    |     247      |  ✅ Success  
    270      |    954.64    |    -11.06    |    -11.04    |      68      |  ✅ Success  
  📊 统计 [Ep 270]: Actor Loss=-50.0417, Critic Loss=158.7431, Alpha=0.3430, TD-error=12.6963, Beta=1.0000
    271      |    771.47    |    -37.02    |    -25.89    |     173      |  ✅ Success  
    272      |    683.07    |    -31.32    |    -54.09    |     232      |  ✅ Success  
    273      |    600.32    |    -84.97    |    -51.20    |     264      |  ✅ Success  
    274      |    738.70    |    -26.73    |    -48.47    |     187      |  ✅ Success  
    275      |    805.19    |    -47.10    |    -33.81    |     150      |  ✅ Success  
    276      |    757.15    |    -49.97    |    -48.60    |     178      |  ✅ Success  
    277      |    730.82    |    -32.17    |    -54.19    |     187      |  ✅ Success  
    278      |    868.92    |    -16.25    |    -33.99    |     102      |  ✅ Success  
    279      |   -506.95    |    -0.84     |    -0.56     |      6       |  ❌ Failure  
    280      |    456.00    |    -57.36    |    -89.87    |     337      |  ✅ Success  
  📊 统计 [Ep 280]: Actor Loss=-68.9289, Critic Loss=182.2553, Alpha=0.5189, TD-error=13.5387, Beta=1.0000
    281      |    594.11    |    -55.46    |   -129.24    |     270      |  ✅ Success  
    282      |    878.52    |    -14.33    |    -19.95    |      94      |  ✅ Success  
    283      |    969.98    |    -6.52     |    -8.94     |      51      |  ✅ Success  
    284      |    768.74    |    -26.54    |    -46.52    |     188      |  ✅ Success  
    285      |    863.37    |    -33.02    |    -20.04    |     115      |  ✅ Success  
    286      |    889.42    |    -48.67    |    -16.30    |      90      |  ✅ Success  
    287      |    997.47    |     4.52     |    -0.09     |      32      |  ✅ Success  
    288      |    920.19    |    -9.18     |    -12.14    |      77      |  ✅ Success  
    289      |    338.38    |   -102.40    |    -93.31    |     408      |  ✅ Success  
    290      |   -1906.54   |   -332.84    |   -623.89    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 290]: Actor Loss=-76.3990, Critic Loss=236.7905, Alpha=0.8149, TD-error=15.5653, Beta=1.0000
    291      |    46.86     |   -143.40    |   -154.27    |     678      |  ✅ Success  
    292      |   -616.86    |    -19.30    |    -17.21    |      84      |  ❌ Failure  
    293      |    487.63    |   -102.69    |    -92.50    |     302      |  ✅ Success  
    294      |    789.46    |    -23.77    |    -69.04    |     158      |  ✅ Success  
    295      |    795.68    |    -30.47    |    -82.35    |     173      |  ✅ Success  
    296      |    136.75    |   -230.40    |   -170.71    |     486      |  ✅ Success  
    297      |    971.71    |    -5.53     |    -6.76     |      58      |  ✅ Success  
    298      |    898.74    |    -14.66    |    -25.76    |      97      |  ✅ Success  
