📝 日志文件: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251029_175136/training.log
💡 训练输出将实时保存到日志文件
🚀 启用AMP混合精度训练（预期加速40-100%）
🚀 启用异步数据传输（预期加速10-20%）
SAC训练中...
📊 优先级经验回放（PER）配置:
  - 容量: 20000
  - Alpha: 0.6 (优先级指数)
  - Beta: 0.4 → 1.0 (重要性采样权重)
  - 内存优化: float32 (节省50%内存)

================================================================================
  Episode    |    Leader    |  Follower0   |  Follower1   |  Follower2   |  Follower3   |    Steps     |    Status   
     30      |   -1169.75   |   -133.04    |    -74.61    |    -99.88    |   -104.35    |     286      |  ❌ Failure  
  📊 统计 [Ep 30]: Actor Loss=16.2169, Critic Loss=12.2829, Alpha=0.0260, TD-error=1.0059, Beta=1.0000
     31      |   -1079.31   |    -65.56    |    -49.42    |   -102.61    |   -107.06    |     227      |  ❌ Failure  
     32      |   -885.06    |    -39.32    |    -61.27    |    -43.91    |    -29.04    |     128      |  ❌ Failure  
     33      |   -1946.88   |   -458.00    |   -400.73    |   -477.83    |   -150.80    |     1000     | ⏱️  Timeout 
     34      |   -1962.86   |   -381.75    |   -245.41    |   -282.88    |   -551.62    |     1000     | ⏱️  Timeout 
     35      |   -515.96    |    -3.17     |    -0.63     |    -0.67     |    -0.85     |      7       |  ❌ Failure  
     36      |   -1845.22   |   -447.68    |   -298.07    |   -467.24    |   -411.42    |     1000     | ⏱️  Timeout 
     37      |   -699.73    |    -14.77    |    -18.81    |    -18.85    |    -17.29    |      78      |  ❌ Failure  
     38      |   -1127.77   |    -63.60    |    -43.45    |    -76.25    |    -83.61    |     213      |  ❌ Failure  
     39      |   -3699.74   |   -394.55    |   -622.84    |   -1039.41   |   -703.91    |     1000     | ⏱️  Timeout 
     40      |   -3803.26   |   -568.88    |   -552.45    |   -456.38    |   -511.90    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 40]: Actor Loss=16.4517, Critic Loss=42.7999, Alpha=0.0376, TD-error=2.3929, Beta=1.0000
     41      |   -3621.70   |   -553.34    |   -576.06    |   -1034.98   |   -506.14    |     1000     | ⏱️  Timeout 
     42      |   -2416.95   |   -271.01    |   -121.37    |   -443.37    |   -270.09    |     1000     | ⏱️  Timeout 
     43      |   -1211.26   |   -135.64    |   -323.70    |   -335.84    |   -165.51    |     694      |  ✅ Success  
     44      |   -3291.37   |   -560.78    |   -382.26    |   -735.31    |   -365.17    |     1000     | ⏱️  Timeout 
     45      |   -3379.66   |   -881.26    |   -344.50    |   -420.93    |   -501.78    |     1000     | ⏱️  Timeout 
     46      |   -3357.05   |   -434.98    |   -764.11    |   -448.66    |   -506.95    |     1000     | ⏱️  Timeout 
     47      |   -3168.12   |   -352.02    |   -992.84    |   -434.76    |   -263.28    |     1000     | ⏱️  Timeout 
     48      |   -521.49    |    -1.20     |    -1.23     |    -1.18     |    -0.71     |      9       |  ❌ Failure  
     49      |   -2533.66   |   -258.39    |   -597.68    |   -856.28    |   -278.68    |     1000     | ⏱️  Timeout 
     50      |   -3101.92   |   -358.01    |   -312.07    |   -343.06    |   -298.39    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 50]: Actor Loss=15.0598, Critic Loss=76.5958, Alpha=0.0352, TD-error=2.9567, Beta=1.0000
     51      |   -3946.09   |   -257.51    |   -430.22    |   -327.78    |   -328.13    |     1000     | ⏱️  Timeout 
     52      |   -3486.04   |   -243.33    |   -327.06    |   -279.17    |   -351.84    |     1000     | ⏱️  Timeout 
     53      |   -3862.74   |   -264.72    |   -329.01    |   -317.26    |   -360.17    |     1000     | ⏱️  Timeout 
     54      |   -4265.37   |   -301.94    |   -417.44    |   -389.24    |   -305.74    |     1000     | ⏱️  Timeout 
     55      |   -1606.68   |    -70.88    |   -144.35    |   -278.88    |    -68.19    |     395      |  ❌ Failure  
     56      |   -515.17    |    -0.97     |    -1.04     |    -0.85     |    -0.42     |      6       |  ❌ Failure  
     57      |   -3141.08   |   -230.63    |   -430.99    |   -253.57    |   -471.20    |     1000     | ⏱️  Timeout 
     58      |   -672.49    |    -16.33    |    -28.90    |    -24.66    |    -19.09    |      78      |  ❌ Failure  
     59      |   -735.41    |   -108.80    |   -155.21    |   -150.89    |   -129.01    |     473      |  ✅ Success  
     60      |   -3252.71   |   -180.69    |   -194.90    |   -465.98    |   -255.33    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 60]: Actor Loss=18.2437, Critic Loss=54.7311, Alpha=0.0790, TD-error=3.2019, Beta=1.0000
     61      |   -4258.14   |   -199.43    |   -261.51    |   -467.39    |   -282.27    |     1000     | ⏱️  Timeout 
     62      |   -4079.18   |   -166.45    |   -245.82    |   -354.06    |   -335.92    |     1000     | ⏱️  Timeout 
     63      |   -4233.11   |   -257.01    |   -325.34    |   -278.49    |   -323.17    |     1000     | ⏱️  Timeout 
     64      |   -2929.11   |   -188.74    |   -320.69    |   -220.43    |   -234.04    |     1000     | ⏱️  Timeout 
     65      |   -2935.08   |   -142.89    |   -187.59    |   -210.50    |   -356.47    |     1000     | ⏱️  Timeout 
     66      |   -2849.81   |    -70.62    |   -283.61    |   -242.54    |   -272.86    |     1000     | ⏱️  Timeout 
     67      |   -710.13    |    -17.07    |    -23.59    |    -33.10    |    -15.20    |      82      |  ❌ Failure  
     68      |   -3049.33   |   -199.05    |   -315.41    |   -255.91    |   -253.48    |     1000     | ⏱️  Timeout 
     69      |   -1899.29   |   -261.36    |   -266.49    |   -162.10    |   -144.18    |     1000     | ⏱️  Timeout 
     70      |   -3729.11   |   -144.36    |   -378.84    |   -228.71    |   -343.21    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 70]: Actor Loss=16.9476, Critic Loss=113.3599, Alpha=0.0300, TD-error=3.3861, Beta=1.0000
     71      |   -3861.66   |   -198.93    |   -221.13    |   -433.83    |   -285.44    |     1000     | ⏱️  Timeout 
     72      |   -3127.44   |   -104.58    |   -189.74    |   -230.06    |   -241.98    |     1000     | ⏱️  Timeout 
     73      |   -2991.34   |   -163.56    |   -207.24    |   -231.82    |   -279.88    |     1000     | ⏱️  Timeout 
     74      |   -2784.68   |   -140.29    |   -255.62    |   -166.21    |   -256.02    |     1000     | ⏱️  Timeout 
     75      |   -2773.98   |   -185.73    |   -353.08    |   -170.37    |   -228.54    |     1000     | ⏱️  Timeout 
     76      |   -2464.34   |   -121.29    |   -147.04    |   -301.60    |   -158.77    |     1000     | ⏱️  Timeout 
     77      |    251.36    |   -121.92    |    -35.57    |    -59.26    |    -49.53    |     237      |  ✅ Success  
     78      |   -3510.27   |   -124.88    |   -134.02    |   -323.49    |   -339.40    |     1000     | ⏱️  Timeout 
     79      |   -3394.62   |   -136.79    |   -187.56    |   -214.85    |   -280.69    |     1000     | ⏱️  Timeout 
     80      |   -3739.85   |   -148.43    |   -276.54    |   -231.86    |   -264.68    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 80]: Actor Loss=14.3012, Critic Loss=55.3025, Alpha=0.0260, TD-error=2.5733, Beta=1.0000
     81      |   -2879.39   |   -268.91    |   -205.71    |   -367.07    |   -212.50    |     1000     | ⏱️  Timeout 
     82      |   -512.67    |    -0.47     |    -0.68     |    -0.55     |    -0.56     |      5       |  ❌ Failure  
     83      |   -2034.49   |   -421.92    |   -169.18    |   -210.79    |   -185.56    |     1000     | ⏱️  Timeout 
     84      |   -3512.42   |   -299.96    |   -396.26    |   -349.90    |   -354.91    |     1000     | ⏱️  Timeout 
     85      |   -1742.82   |   -248.67    |   -479.51    |   -167.80    |   -114.15    |     1000     | ⏱️  Timeout 
     86      |   -1170.52   |    -48.21    |   -155.29    |   -114.36    |    -75.14    |     1000     | ⏱️  Timeout 
     87      |   -2311.62   |   -136.54    |   -279.51    |   -218.22    |   -129.07    |     1000     | ⏱️  Timeout 
     88      |   -2515.20   |    -94.74    |   -438.88    |   -258.03    |   -209.91    |     1000     | ⏱️  Timeout 
     89      |   -2163.52   |   -104.02    |   -266.61    |   -184.57    |   -229.49    |     1000     | ⏱️  Timeout 
     90      |   -2402.67   |   -115.26    |   -243.69    |   -192.48    |   -189.09    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 90]: Actor Loss=10.0128, Critic Loss=21.3964, Alpha=0.0212, TD-error=0.9160, Beta=1.0000
     91      |   -2951.96   |   -268.07    |   -243.94    |   -223.99    |   -193.56    |     1000     | ⏱️  Timeout 
     92      |   -2787.26   |   -346.98    |   -184.93    |   -272.73    |   -207.25    |     1000     | ⏱️  Timeout 
     93      |   -3626.97   |   -653.26    |   -261.40    |   -385.77    |   -311.84    |     1000     | ⏱️  Timeout 
     94      |   -513.06    |    -0.49     |    -2.59     |    -0.45     |    -0.78     |      6       |  ❌ Failure  
     95      |   -2820.97   |   -269.67    |   -257.30    |   -272.47    |   -202.48    |     1000     | ⏱️  Timeout 
     96      |   -2950.18   |   -253.08    |   -363.06    |   -358.16    |   -507.36    |     1000     | ⏱️  Timeout 
     97      |   -2550.52   |   -252.21    |   -200.53    |   -328.00    |   -224.14    |     1000     | ⏱️  Timeout 
     98      |   -610.96    |    -3.96     |    -32.70    |    -10.35    |    -16.58    |      42      |  ❌ Failure  
     99      |   -517.53    |    -0.69     |    -1.20     |    -0.87     |    -0.44     |      8       |  ❌ Failure  
    100      |   -568.89    |    -9.38     |    -5.07     |    -3.67     |    -5.22     |      31      |  ❌ Failure  
  📊 统计 [Ep 100]: Actor Loss=9.9061, Critic Loss=35.9305, Alpha=0.0195, TD-error=1.6393, Beta=1.0000
    101      |   -2950.14   |   -229.00    |   -259.57    |   -341.33    |   -540.39    |     1000     | ⏱️  Timeout 
    102      |   -2760.41   |   -213.08    |   -156.19    |   -196.62    |   -244.43    |     1000     | ⏱️  Timeout 
    103      |   -3547.70   |   -541.57    |   -382.89    |   -222.64    |   -208.97    |     1000     | ⏱️  Timeout 
    104      |    379.97    |    -44.96    |    -37.40    |    -42.71    |    -40.68    |     248      |  ✅ Success  
    105      |   -520.27    |    -1.15     |    -1.46     |    -1.32     |    -0.41     |      8       |  ❌ Failure  
    106      |   -2679.30   |   -244.65    |   -151.35    |   -339.47    |   -210.80    |     1000     | ⏱️  Timeout 
    107      |   -2225.04   |   -174.03    |   -141.11    |   -252.60    |   -166.21    |     1000     | ⏱️  Timeout 
    108      |   -2109.92   |   -172.60    |   -141.51    |   -184.53    |   -144.59    |     1000     | ⏱️  Timeout 
    109      |   -2110.72   |   -204.84    |   -155.59    |   -199.71    |   -148.12    |     1000     | ⏱️  Timeout 
    110      |    913.85    |    -3.97     |    -3.86     |    -24.51    |    -4.08     |      55      |  ✅ Success  
  📊 统计 [Ep 110]: Actor Loss=12.8433, Critic Loss=25.7094, Alpha=0.0220, TD-error=1.7427, Beta=1.0000
    111      |    747.99    |    -16.01    |    -50.10    |    -13.50    |    -25.95    |     127      |  ✅ Success  
    112      |   -434.22    |    -94.02    |    -65.83    |    -96.26    |    -87.41    |     412      |  ✅ Success  
    113      |    809.86    |    -9.69     |    -11.80    |    -11.58    |    -11.66    |      80      |  ✅ Success  
    114      |    742.59    |    -9.50     |    -14.75    |    -19.05    |    -13.24    |      99      |  ✅ Success  
    115      |    926.34    |    -5.19     |    -5.51     |    -4.20     |    -5.34     |      58      |  ✅ Success  
    116      |   -668.10    |   -215.40    |   -227.62    |   -138.64    |   -109.53    |     685      |  ✅ Success  
    117      |    866.36    |    -7.08     |    -8.83     |    -7.96     |    -7.07     |      66      |  ✅ Success  
    118      |    333.35    |    -33.18    |    -61.15    |    -44.48    |    -44.19    |     261      |  ✅ Success  
    119      |    703.71    |    -21.25    |    -16.28    |    -37.98    |    -15.97    |     115      |  ✅ Success  
    120      |    881.41    |    -7.91     |    -7.31     |    -6.70     |    -8.22     |      68      |  ✅ Success  
  📊 统计 [Ep 120]: Actor Loss=6.4980, Critic Loss=51.3043, Alpha=0.0308, TD-error=2.9057, Beta=1.0000
    121      |    946.40    |    -1.06     |    -4.02     |    -3.15     |    -20.41    |      44      |  ✅ Success  
    122      |    913.48    |    -12.39    |    -5.81     |    -7.22     |    -10.40    |      50      |  ✅ Success  
    123      |    902.57    |    -7.15     |    -1.64     |    -3.90     |    -13.34    |      63      |  ✅ Success  
    124      |    934.41    |    -5.28     |    -6.38     |    -1.78     |    -0.58     |      49      |  ✅ Success  
    125      |    907.56    |    -6.04     |    -5.81     |    -4.20     |    -3.96     |      61      |  ✅ Success  
    126      |    865.90    |    -7.44     |    -9.31     |    -6.38     |    -3.10     |      73      |  ✅ Success  
    127      |   -3705.40   |   -397.33    |   -713.47    |   -518.52    |   -453.59    |     1000     | ⏱️  Timeout 
    128      |   -3656.36   |   -738.78    |   -370.05    |   -184.65    |   -345.43    |     1000     | ⏱️  Timeout 
    129      |   -2034.97   |   -322.98    |   -174.28    |   -193.14    |   -170.80    |     1000     | ⏱️  Timeout 
    130      |    624.91    |    -36.72    |    -17.87    |   -138.18    |   -128.90    |     212      |  ✅ Success  
  📊 统计 [Ep 130]: Actor Loss=3.4282, Critic Loss=47.2917, Alpha=0.0878, TD-error=3.0550, Beta=1.0000
    131      |    910.17    |    -6.12     |    -4.13     |    -35.04    |    -4.85     |      51      |  ✅ Success  
    132      |    931.16    |    -1.47     |    -3.61     |    -3.87     |    -4.38     |      48      |  ✅ Success  
    133      |    817.95    |    -15.72    |    -17.84    |    -15.94    |    -14.52    |     120      |  ✅ Success  
    134      |    657.51    |    -32.03    |    -33.00    |    -19.27    |    -39.05    |     178      |  ✅ Success  
    135      |    883.89    |    -7.92     |    -14.78    |    -7.58     |    -6.42     |      76      |  ✅ Success  
    136      |   -1248.25   |   -367.81    |   -141.15    |   -145.90    |   -149.94    |     966      |  ✅ Success  
    137      |    904.33    |     5.02     |    -7.17     |    -4.40     |    -8.36     |      61      |  ✅ Success  
    138      |    920.63    |    -2.52     |    -3.15     |    -5.19     |    -4.92     |      56      |  ✅ Success  
    139      |    965.10    |     0.21     |    -2.75     |    -2.93     |    -1.81     |      33      |  ✅ Success  
    140      |    934.50    |    -5.95     |    -7.33     |    -4.14     |    -5.11     |      45      |  ✅ Success  
  📊 统计 [Ep 140]: Actor Loss=6.0732, Critic Loss=69.0066, Alpha=0.1058, TD-error=3.5692, Beta=1.0000
    141      |    502.12    |    -39.28    |    -39.66    |    -30.68    |    -54.17    |     264      |  ✅ Success  
    142      |    860.98    |     3.68     |    -18.59    |    -10.18    |    -8.32     |      85      |  ✅ Success  
    143      |    -8.73     |    -74.40    |    -70.42    |    -68.99    |   -165.50    |     501      |  ✅ Success  
    144      |   -1982.57   |   -157.59    |   -131.71    |   -176.47    |   -162.96    |     1000     | ⏱️  Timeout 
    145      |    914.48    |    -3.98     |    -7.71     |    -11.21    |    -19.05    |      51      |  ✅ Success  
    146      |    752.76    |    -14.40    |    -20.02    |    -19.51    |    -19.23    |     127      |  ✅ Success  
    147      |    942.93    |    -2.45     |    -6.06     |    -4.50     |    -3.01     |      48      |  ✅ Success  
    148      |    884.69    |    -6.67     |    -2.05     |    -9.57     |    -9.39     |      78      |  ✅ Success  
    149      |    967.80    |     0.54     |    -1.84     |    -2.41     |    -1.24     |      30      |  ✅ Success  
    150      |    224.18    |    -88.58    |   -122.50    |   -159.74    |    -55.24    |     424      |  ✅ Success  
  📊 统计 [Ep 150]: Actor Loss=5.5362, Critic Loss=90.1621, Alpha=0.1128, TD-error=4.4164, Beta=1.0000
    151      |    862.63    |    -8.26     |    -5.48     |    -6.80     |    -12.56    |      83      |  ✅ Success  
    152      |   -866.62    |   -257.68    |   -116.31    |   -152.43    |   -149.60    |     882      |  ✅ Success  
    153      |    941.64    |    -4.72     |    -3.28     |    -5.23     |    -2.73     |      36      |  ✅ Success  
    154      |    902.69    |    -5.60     |    -4.60     |    -2.71     |    -8.73     |      67      |  ✅ Success  
    155      |    899.69    |    -7.97     |     1.53     |    -12.79    |    -3.51     |      64      |  ✅ Success  
    156      |    906.85    |    -4.65     |    -6.48     |    -2.08     |    -5.15     |      59      |  ✅ Success  
    157      |    813.82    |    -11.45    |     0.39     |    -18.54    |    -14.87    |     112      |  ✅ Success  
    158      |    900.49    |    -7.52     |    -6.55     |     1.61     |    -20.86    |      69      |  ✅ Success  
    159      |    894.10    |    -6.95     |    -5.60     |    -5.05     |    -6.37     |      64      |  ✅ Success  
    160      |    896.58    |     2.74     |     1.77     |    -8.96     |    -4.67     |      71      |  ✅ Success  
  📊 统计 [Ep 160]: Actor Loss=4.8717, Critic Loss=107.0079, Alpha=0.1314, TD-error=5.5927, Beta=1.0000
    161      |    860.94    |    -26.80    |    -3.33     |    -5.87     |    -10.83    |      78      |  ✅ Success  
    162      |    821.83    |    -2.01     |    -9.26     |    -28.23    |    -34.51    |      99      |  ✅ Success  
    163      |    865.84    |    -11.58    |    -15.37    |    -21.00    |    -7.37     |      94      |  ✅ Success  
    164      |    930.86    |    -6.07     |    -2.29     |    -5.28     |    -2.40     |      49      |  ✅ Success  
    165      |    947.29    |    -3.59     |    -2.14     |    -4.22     |    -3.02     |      33      |  ✅ Success  
    166      |    872.67    |    -7.73     |    -10.25    |    -7.41     |    -10.52    |      71      |  ✅ Success  
    167      |    941.06    |     0.48     |    -4.06     |    -2.96     |    -3.43     |      46      |  ✅ Success  
    168      |    900.49    |    -1.67     |    -0.06     |    -13.88    |    -4.62     |      61      |  ✅ Success  
    169      |    926.88    |    -1.06     |    -5.67     |    -4.09     |    -19.14    |      46      |  ✅ Success  
    170      |    847.35    |    -6.77     |    -14.42    |    -6.22     |    -9.84     |      79      |  ✅ Success  
  📊 统计 [Ep 170]: Actor Loss=-1.3689, Critic Loss=148.4408, Alpha=0.1580, TD-error=7.4155, Beta=1.0000
    171      |    903.05    |    -3.97     |    -5.39     |    -18.73    |    -7.98     |      57      |  ✅ Success  
    172      |    942.94    |    -3.73     |    -3.05     |    -1.24     |    -2.23     |      41      |  ✅ Success  
    173      |    930.68    |     4.60     |    -3.77     |    -3.38     |    -7.50     |      53      |  ✅ Success  
    174      |    867.89    |    -6.70     |    -8.18     |    -7.98     |    -22.43    |      70      |  ✅ Success  
    175      |    896.85    |    -4.68     |    -13.66    |    -10.50    |    -7.63     |      63      |  ✅ Success  
    176      |    876.04    |    -7.47     |    -9.23     |    -9.34     |    -10.10    |      68      |  ✅ Success  
    177      |    952.90    |    -2.62     |    -3.02     |    -3.28     |    -1.64     |      29      |  ✅ Success  
    178      |    893.09    |    -7.64     |     1.88     |    -3.36     |    -6.78     |      78      |  ✅ Success  
    179      |    719.40    |    -10.75    |     7.33     |    -22.89    |    -20.37    |     271      |  ✅ Success  
    180      |    783.26    |    -8.59     |    -24.02    |    -17.09    |    -8.93     |     103      |  ✅ Success  
  📊 统计 [Ep 180]: Actor Loss=-6.1074, Critic Loss=207.3307, Alpha=0.2010, TD-error=8.1193, Beta=1.0000
    181      |    -5.74     |    -52.29    |   -167.92    |   -100.53    |   -183.08    |     319      |  ✅ Success  
    182      |    732.46    |    -12.95    |    -15.00    |    -13.37    |    -13.57    |     115      |  ✅ Success  
    183      |    472.35    |    -19.19    |    -23.63    |    -28.61    |    -64.56    |     187      |  ✅ Success  
    184      |    924.34    |    -5.46     |    -7.83     |    -0.72     |    -3.25     |      50      |  ✅ Success  
    185      |    818.76    |    -1.55     |    -3.32     |    -7.41     |    -6.30     |     103      |  ✅ Success  
    186      |    882.23    |    -6.30     |    -3.84     |    -8.16     |    -41.69    |      56      |  ✅ Success  
    187      |    966.81    |    -3.61     |    -1.64     |    -2.13     |     4.94     |      33      |  ✅ Success  
    188      |    691.00    |    -12.83    |    -19.01    |    -23.53    |    -9.00     |     123      |  ✅ Success  
    189      |    864.55    |    -4.09     |    -3.61     |    -22.73    |    -8.29     |      71      |  ✅ Success  
    190      |    951.81    |    -3.59     |    -3.02     |    -3.90     |    -7.71     |      33      |  ✅ Success  
  📊 统计 [Ep 190]: Actor Loss=-7.7799, Critic Loss=197.5551, Alpha=0.2346, TD-error=8.5440, Beta=1.0000
    191      |    884.45    |    -6.23     |    -6.93     |    -8.47     |    -4.50     |      56      |  ✅ Success  
    192      |    909.92    |    -7.13     |    -26.27    |    -16.46    |    -6.27     |      47      |  ✅ Success  
    193      |    916.42    |    -3.48     |    -9.96     |    -5.52     |    -2.67     |      50      |  ✅ Success  
    194      |    884.08    |    -9.71     |    -8.79     |    -17.70    |    -15.34    |      54      |  ✅ Success  
    195      |    907.48    |    -5.91     |    -5.24     |    -6.05     |    -3.48     |      52      |  ✅ Success  
    196      |    332.48    |    -45.51    |   -108.48    |    -42.73    |    -48.00    |     262      |  ✅ Success  
    197      |    847.63    |    -9.59     |    -50.84    |    -6.80     |    -10.49    |      75      |  ✅ Success  
    198      |    835.95    |    -15.03    |    -50.54    |    -7.83     |    -9.33     |      84      |  ✅ Success  
    199      |    938.59    |     1.91     |    -4.23     |    -4.31     |    -3.75     |      40      |  ✅ Success  
    200      |    902.60    |    -7.35     |    -8.77     |    -6.08     |    -6.52     |      54      |  ✅ Success  
  📊 统计 [Ep 200]: Actor Loss=-6.5545, Critic Loss=183.5226, Alpha=0.2369, TD-error=8.8160, Beta=1.0000
    201      |    943.63    |    -4.44     |    -2.69     |    -3.31     |    -0.87     |      39      |  ✅ Success  
    202      |    821.91    |    -10.01    |    -9.38     |    -15.14    |    -10.81    |      68      |  ✅ Success  
    203      |    827.64    |    -8.38     |    -11.21    |    -19.07    |    -11.93    |      87      |  ✅ Success  
    204      |    871.47    |    -4.74     |    -3.49     |    -4.16     |    -5.70     |      85      |  ✅ Success  
    205      |    951.00    |    -2.00     |    -4.58     |    -2.95     |    -2.53     |      33      |  ✅ Success  
    206      |    835.83    |    -12.99    |    -9.00     |    -6.64     |    -8.87     |      80      |  ✅ Success  
    207      |    872.97    |    -10.55    |     1.10     |    -43.55    |    -5.69     |      72      |  ✅ Success  
    208      |    954.22    |    -2.17     |    -36.00    |    -3.30     |     1.19     |      31      |  ✅ Success  
    209      |    947.53    |    -4.02     |    -2.64     |    -2.78     |    -2.47     |      37      |  ✅ Success  
    210      |    891.54    |    -4.42     |    -4.85     |    -5.48     |    -49.91    |      57      |  ✅ Success  
  📊 统计 [Ep 210]: Actor Loss=-7.0629, Critic Loss=213.7564, Alpha=0.2306, TD-error=9.3053, Beta=1.0000
    211      |    846.34    |    -7.59     |    -19.65    |    -7.97     |    -6.54     |      66      |  ✅ Success  
    212      |    928.28    |    -5.05     |    -3.44     |    -3.62     |    -2.74     |      45      |  ✅ Success  
    213      |    796.03    |    -15.68    |    -9.51     |    -9.09     |    -19.70    |      92      |  ✅ Success  
    214      |    876.37    |     0.99     |    -7.09     |    -6.03     |    -3.46     |      67      |  ✅ Success  
    215      |   -508.85    |    -0.32     |    -0.42     |    -0.35     |    -0.66     |      4       |  ❌ Failure  
    216      |    894.15    |    -8.74     |    -4.94     |    -10.35    |    -6.24     |      49      |  ✅ Success  
    217      |    858.94    |    -8.20     |    -5.83     |    -9.16     |    -8.47     |      99      |  ✅ Success  
    218      |    911.00    |    -3.90     |    -4.49     |    -5.31     |    -3.78     |      52      |  ✅ Success  
    219      |    878.63    |    -7.69     |    -7.78     |    -4.20     |    -5.65     |      69      |  ✅ Success  
    220      |    930.57    |     0.42     |    -1.65     |    -10.51    |    -11.26    |      45      |  ✅ Success  
  📊 统计 [Ep 220]: Actor Loss=-12.4783, Critic Loss=229.6912, Alpha=0.2352, TD-error=10.8467, Beta=1.0000
    221      |    892.75    |    -10.33    |    -8.20     |    -7.94     |    -14.46    |      63      |  ✅ Success  
    222      |    962.54    |    -2.01     |    -2.75     |    -3.52     |    -1.98     |      29      |  ✅ Success  
