📝 日志文件: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_211015/training.log
💡 训练输出将实时保存到日志文件
🚀 启用AMP混合精度训练（预期加速40-100%）
🚀 启用异步数据传输（预期加速10-20%）
SAC训练中...
📊 优先级经验回放（PER）配置:
  - 容量: 20000
  - Alpha: 0.6 (优先级指数)
  - Beta: 0.4 → 1.0 (重要性采样权重)
  - 内存优化: float32 (节省50%内存)

================================================================================
  Episode    |    Leader    |  Follower0   |  Follower1   |  Follower2   |  Follower3   |    Steps     |    Status   
    205      |   -3615.55   |   -591.67    |   -603.67    |   -493.77    |   -400.24    |     562      |  ✅ Success  
    206      |   -7644.04   |   -1936.26   |   -1446.80   |   -1636.08   |   -1707.34   |     1000     | ⏱️  Timeout 
    207      |   -8914.37   |   -1284.17   |   -1131.61   |   -758.98    |   -675.13    |     1000     | ⏱️  Timeout 
    208      |   -9033.78   |   -1146.59   |   -2231.13   |   -802.05    |   -688.80    |     1000     | ⏱️  Timeout 
    209      |   -7399.23   |   -1144.60   |   -1106.33   |   -777.22    |   -823.59    |     1000     | ⏱️  Timeout 
    210      |   -5095.07   |   -670.70    |   -547.48    |   -608.50    |   -390.15    |     516      |  ❌ Failure  
  📊 统计 [Ep 210]: Actor Loss=31.7272, Critic Loss=4.4823, Alpha=0.0463, TD-error=1.0049, Beta=1.0000
    211      |   -2865.48   |   -417.61    |   -431.04    |   -556.64    |   -841.04    |     373      |  ✅ Success  
    212      |   -4376.28   |   -594.53    |   -511.18    |   -445.81    |   -298.31    |     445      |  ❌ Failure  
    213      |   -7181.99   |   -1880.82   |   -1416.42   |   -1680.67   |   -1515.93   |     1000     | ⏱️  Timeout 
    214      |   -7388.17   |   -1106.01   |   -1108.70   |   -1057.64   |   -1099.24   |     1000     | ⏱️  Timeout 
    215      |   -1213.78   |   -102.34    |    -87.09    |    -84.30    |    -68.28    |      84      |  ❌ Failure  
    216      |   -9852.67   |   -1353.46   |   -1226.69   |   -2422.39   |   -1001.34   |     1000     | ⏱️  Timeout 
    217      |   -7925.75   |   -1110.09   |   -1047.17   |   -779.89    |   -798.69    |     1000     | ⏱️  Timeout 
    218      |   -8187.19   |   -1179.64   |   -1046.09   |   -718.73    |   -719.23    |     1000     | ⏱️  Timeout 
    219      |  -13320.65   |   -1164.65   |   -1182.30   |   -758.96    |   -4197.59   |     1000     | ⏱️  Timeout 
    220      |   -8647.43   |   -1195.02   |   -1143.68   |   -944.46    |   -766.78    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 220]: Actor Loss=32.8444, Critic Loss=9.9376, Alpha=0.0600, TD-error=1.3788, Beta=1.0000
    221      |   -7457.76   |   -1087.06   |   -929.25    |   -646.89    |   -757.82    |     1000     | ⏱️  Timeout 
