📝 日志文件: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251029_233830/training.log
💡 训练输出将实时保存到日志文件
🚀 启用AMP混合精度训练（预期加速40-100%）
🚀 启用异步数据传输（预期加速10-20%）
SAC训练中...
📊 优先级经验回放（PER）配置:
  - 容量: 20000
  - Alpha: 0.6 (优先级指数)
  - Beta: 0.4 → 1.0 (重要性采样权重)
  - 内存优化: float32 (节省50%内存)

================================================================================
  Episode    |    Leader    |  Follower0   |  Follower1   |  Follower2   |  Follower3   |    Steps     |    Status   
     24      |   -4793.26   |   -1784.70   |   -1852.06   |   -1720.46   |   -1728.55   |     1000     | ⏱️  Timeout 
     25      |   -5726.40   |   -1797.18   |   -1727.13   |   -1915.84   |   -1583.14   |     1000     | ⏱️  Timeout 
     26      |   -5747.58   |   -1393.28   |   -1659.83   |   -1703.64   |   -1910.58   |     1000     | ⏱️  Timeout 
     27      |   -5398.07   |   -1838.18   |   -1560.63   |   -1822.60   |   -1632.95   |     1000     | ⏱️  Timeout 
     28      |   -1891.45   |   -935.42    |   -988.07    |   -865.11    |   -729.95    |     453      |  ✅ Success  
     29      |   -5950.18   |   -1673.67   |   -1522.39   |   -1701.72   |   -1581.98   |     1000     | ⏱️  Timeout 
     30      |   -6457.89   |   -1835.20   |   -2031.07   |   -1859.72   |   -1657.96   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 30]: Actor Loss=32.3058, Critic Loss=51.0248, Alpha=0.0281, TD-error=2.1572, Beta=1.0000
     31      |   -6502.32   |   -1771.87   |   -1452.70   |   -1827.18   |   -1696.32   |     1000     | ⏱️  Timeout 
     32      |   -4310.59   |   -1729.63   |   -1620.04   |   -1460.97   |   -1620.88   |     1000     | ⏱️  Timeout 
     33      |   -5859.97   |   -1449.77   |   -1578.92   |   -1551.91   |   -1796.05   |     1000     | ⏱️  Timeout 
     34      |   -5505.80   |   -1855.68   |   -1636.53   |   -1614.51   |   -1557.48   |     1000     | ⏱️  Timeout 
     35      |   -2591.20   |   -944.05    |   -982.58    |   -997.51    |   -975.79    |     671      |  ✅ Success  
     36      |   -5288.16   |   -1461.93   |   -1373.76   |   -1387.87   |   -1297.07   |     1000     | ⏱️  Timeout 
     37      |   -5617.36   |   -1565.93   |   -1461.25   |   -1493.10   |   -1375.81   |     1000     | ⏱️  Timeout 
     38      |   -4473.05   |   -1466.79   |   -1357.20   |   -1414.28   |   -1396.15   |     1000     | ⏱️  Timeout 
     39      |   -2934.82   |   -1058.44   |   -1069.38   |   -1062.30   |   -1069.62   |     782      |  ✅ Success  
     40      |    576.00    |   -157.51    |   -195.40    |   -129.55    |   -183.81    |     108      |  ✅ Success  
  📊 统计 [Ep 40]: Actor Loss=26.4071, Critic Loss=11.5079, Alpha=0.0148, TD-error=0.9643, Beta=1.0000
     41      |    86.96     |   -332.31    |   -349.14    |   -301.17    |   -360.08    |     224      |  ✅ Success  
     42      |   -1675.49   |   -445.86    |   -595.31    |   -530.84    |   -439.15    |     336      |  ❌ Failure  
     43      |    649.47    |   -135.96    |   -141.10    |   -136.13    |   -146.69    |     110      |  ✅ Success  
     44      |    648.90    |   -139.57    |   -143.03    |   -134.19    |   -126.91    |     114      |  ✅ Success  
     45      |   -4127.16   |   -1374.51   |   -1557.42   |   -1668.44   |   -1502.39   |     1000     | ⏱️  Timeout 
     46      |   -2217.33   |   -925.10    |   -1120.78   |   -1072.90   |   -902.80    |     704      |  ✅ Success  
     47      |   -694.20    |   -764.52    |   -773.31    |   -648.03    |   -582.94    |     465      |  ✅ Success  
     48      |    81.99     |   -408.35    |   -365.56    |   -339.01    |   -381.80    |     292      |  ✅ Success  
     49      |   -662.81    |    -54.15    |    -58.26    |    -50.45    |    -56.35    |      45      |  ❌ Failure  
     50      |   -1116.50   |   -234.02    |   -217.46    |   -228.89    |   -209.01    |     183      |  ❌ Failure  
  📊 统计 [Ep 50]: Actor Loss=19.3519, Critic Loss=76.5831, Alpha=0.0210, TD-error=3.1524, Beta=1.0000
     51      |   -1044.72   |   -159.30    |   -177.17    |   -171.99    |   -156.26    |     127      |  ❌ Failure  
     52      |   -529.23    |    -9.98     |    -11.56    |    -11.52    |    -9.89     |      9       |  ❌ Failure  
     53      |   -1868.06   |   -520.94    |   -545.76    |   -499.65    |   -458.98    |     393      |  ❌ Failure  
     54      |    361.36    |   -283.62    |   -292.90    |   -325.10    |   -267.79    |     216      |  ✅ Success  
     55      |   -4271.45   |   -1319.35   |   -1299.20   |   -1361.45   |   -1474.81   |     1000     | ⏱️  Timeout 
     56      |   -3487.61   |   -1086.51   |   -1079.21   |   -932.45    |   -975.36    |     736      |  ❌ Failure  
     57      |   -582.77    |    -34.66    |    -50.77    |    -29.86    |    -35.02    |      26      |  ❌ Failure  
     58      |   -1671.52   |   -449.10    |   -435.36    |   -349.74    |   -435.75    |     355      |  ❌ Failure  
     59      |   -1439.13   |   -858.75    |   -1130.71   |   -844.23    |   -1071.02   |     697      |  ✅ Success  
     60      |   -1809.56   |   -409.11    |   -406.07    |   -332.38    |   -367.15    |     296      |  ❌ Failure  
  📊 统计 [Ep 60]: Actor Loss=19.1629, Critic Loss=127.1597, Alpha=0.0468, TD-error=5.3229, Beta=1.0000
     61      |   -2948.47   |   -1277.53   |   -1269.12   |   -1425.09   |   -1326.26   |     875      |  ✅ Success  
     62      |   -5095.43   |   -1381.53   |   -1554.65   |   -1680.53   |   -1254.00   |     1000     | ⏱️  Timeout 
     63      |   -4912.46   |   -1376.68   |   -1418.17   |   -1314.86   |   -1214.47   |     1000     | ⏱️  Timeout 
     64      |   -1657.36   |   -980.43    |   -763.34    |   -681.06    |   -740.82    |     541      |  ✅ Success  
     65      |   -3729.28   |   -1074.56   |   -1215.04   |   -1053.29   |   -1040.75   |     818      |  ❌ Failure  
     66      |    326.47    |   -233.08    |   -226.64    |   -279.76    |   -295.96    |     189      |  ✅ Success  
     67      |   -4055.02   |   -1409.75   |   -1280.26   |   -1680.83   |   -1394.05   |     1000     | ⏱️  Timeout 
     68      |   -563.85    |    -20.56    |    -21.38    |    -25.34    |    -20.84    |      19      |  ❌ Failure  
     69      |   -640.73    |    -57.95    |    -52.14    |    -51.99    |    -49.68    |      46      |  ❌ Failure  
     70      |   -589.18    |    -31.36    |    -33.67    |    -45.14    |    -28.28    |      29      |  ❌ Failure  
  📊 统计 [Ep 70]: Actor Loss=22.1057, Critic Loss=104.1631, Alpha=0.0418, TD-error=3.8997, Beta=1.0000
     71      |   -1579.12   |   -821.03    |   -881.12    |   -772.13    |   -822.85    |     628      |  ✅ Success  
     72      |   -265.23    |   -452.58    |   -489.69    |   -448.15    |   -531.30    |     340      |  ✅ Success  
     73      |    16.23     |   -392.82    |   -307.93    |   -340.62    |   -354.99    |     281      |  ✅ Success  
     74      |   -572.28    |    -23.46    |    -25.25    |    -24.92    |    -23.60    |      21      |  ❌ Failure  
     75      |   -1265.96   |   -270.41    |   -252.41    |   -231.37    |   -219.12    |     193      |  ❌ Failure  
     76      |   -4498.01   |   -1436.22   |   -1412.53   |   -1318.22   |   -1494.72   |     1000     | ⏱️  Timeout 
     77      |   -1741.57   |   -745.23    |   -737.83    |   -735.83    |   -709.45    |     565      |  ✅ Success  
     78      |   -3110.89   |   -650.14    |   -690.49    |   -615.17    |   -651.04    |     490      |  ❌ Failure  
     79      |   -736.43    |    -84.15    |    -84.09    |    -77.22    |    -79.78    |      64      |  ❌ Failure  
     80      |   -1794.97   |   -1198.24   |   -1149.48   |   -1175.57   |   -1045.57   |     929      |  ✅ Success  
  📊 统计 [Ep 80]: Actor Loss=25.9477, Critic Loss=73.3620, Alpha=0.0682, TD-error=3.9773, Beta=1.0000
     81      |    749.52    |   -151.53    |    -87.51    |    -90.72    |   -113.47    |      80      |  ✅ Success  
     82      |   -2319.45   |   -871.82    |   -830.71    |   -882.89    |   -928.37    |     680      |  ✅ Success  
     83      |   -130.75    |   -434.57    |   -390.92    |   -395.01    |   -404.83    |     340      |  ✅ Success  
     84      |   -127.81    |   -501.47    |   -483.95    |   -478.74    |   -437.52    |     419      |  ✅ Success  
     85      |   -1598.54   |   -855.09    |   -737.71    |   -706.36    |   -708.49    |     612      |  ✅ Success  
     86      |    401.42    |   -335.87    |   -275.93    |   -254.24    |   -239.31    |     251      |  ✅ Success  
     87      |   -4032.00   |   -1270.69   |   -1344.67   |   -1160.14   |   -1213.50   |     1000     | ⏱️  Timeout 
     88      |   -2530.84   |   -1147.11   |   -1012.87   |   -1008.35   |   -1006.49   |     837      |  ✅ Success  
     89      |   -3697.03   |   -1225.15   |   -1115.83   |   -1157.37   |   -1301.19   |     1000     | ⏱️  Timeout 
     90      |   -112.44    |   -430.31    |   -436.39    |   -401.61    |   -401.85    |     346      |  ✅ Success  
  📊 统计 [Ep 90]: Actor Loss=25.7416, Critic Loss=67.1362, Alpha=0.0790, TD-error=3.4095, Beta=1.0000
     91      |   -635.68    |    -43.93    |    -49.26    |    -43.03    |    -43.78    |      39      |  ❌ Failure  
     92      |   -4327.16   |   -1546.82   |   -1162.13   |   -1229.47   |   -1169.66   |     1000     | ⏱️  Timeout 
     93      |   -4903.10   |   -1375.57   |   -1166.67   |   -1303.20   |   -1214.53   |     1000     | ⏱️  Timeout 
     94      |   -4997.88   |   -1335.88   |   -1168.03   |   -1751.56   |   -1240.88   |     1000     | ⏱️  Timeout 
     95      |   -5372.43   |   -1287.45   |   -1233.71   |   -1299.54   |   -1182.89   |     1000     | ⏱️  Timeout 
     96      |   -836.35    |   -620.25    |   -529.45    |   -543.56    |   -557.78    |     472      |  ✅ Success  
     97      |   -3190.89   |   -1474.03   |   -1174.96   |   -1433.73   |   -1284.88   |     1000     | ⏱️  Timeout 
     98      |   -4940.35   |   -1274.19   |   -1237.79   |   -1226.27   |   -1163.55   |     1000     | ⏱️  Timeout 
     99      |   -171.28    |   -321.39    |   -290.34    |   -305.05    |   -301.72    |     262      |  ✅ Success  
    100      |   -5228.98   |   -1399.35   |   -1222.91   |   -1221.12   |   -1167.67   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 100]: Actor Loss=21.9969, Critic Loss=25.8224, Alpha=0.0277, TD-error=1.9443, Beta=1.0000
    101      |   -4796.95   |   -1279.37   |   -1187.08   |   -1129.62   |   -1199.57   |     1000     | ⏱️  Timeout 
    102      |   -3003.98   |   -1124.22   |   -1085.37   |   -1046.07   |   -1104.16   |     910      |  ✅ Success  
    103      |   -5491.42   |   -1284.03   |   -1162.76   |   -1275.44   |   -1338.64   |     1000     | ⏱️  Timeout 
    104      |   -131.94    |   -332.75    |   -341.01    |   -318.47    |   -398.37    |     277      |  ✅ Success  
    105      |    558.12    |   -156.05    |   -214.03    |   -157.89    |   -153.60    |     135      |  ✅ Success  
    106      |   -5497.08   |   -1258.01   |   -1177.30   |   -1210.65   |   -1242.03   |     1000     | ⏱️  Timeout 
    107      |   -5408.70   |   -1261.17   |   -1188.26   |   -1224.55   |   -1193.95   |     1000     | ⏱️  Timeout 
    108      |    162.68    |   -343.66    |   -342.82    |   -273.01    |   -307.40    |     255      |  ✅ Success  
    109      |   -4942.84   |   -1361.31   |   -1505.55   |   -1143.25   |   -1234.84   |     1000     | ⏱️  Timeout 
    110      |   -5457.77   |   -1262.78   |   -1172.31   |   -1176.79   |   -1168.61   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 110]: Actor Loss=9.9008, Critic Loss=97.6146, Alpha=0.0254, TD-error=5.1713, Beta=1.0000
    111      |   -4549.98   |   -1262.48   |   -1260.15   |   -1190.49   |   -1146.68   |     1000     | ⏱️  Timeout 
    112      |    299.87    |   -292.25    |   -260.94    |   -277.98    |   -332.45    |     238      |  ✅ Success  
    113      |   -1930.22   |   -961.03    |   -849.04    |   -892.20    |   -838.62    |     727      |  ✅ Success  
    114      |   -1815.46   |   -1248.68   |   -862.82    |   -999.68    |   -855.52    |     737      |  ✅ Success  
    115      |   -3657.40   |   -1723.23   |   -1375.91   |   -1341.68   |   -1414.76   |     1000     | ⏱️  Timeout 
    116      |   -219.02    |   -392.88    |   -341.98    |   -344.98    |   -329.89    |     304      |  ✅ Success  
    117      |    -47.30    |   -449.58    |   -512.42    |   -439.33    |   -439.52    |     368      |  ✅ Success  
    118      |   -3142.81   |   -1397.38   |   -1297.59   |   -1309.73   |   -1182.97   |     1000     | ⏱️  Timeout 
    119      |   -4759.74   |   -1348.97   |   -1434.13   |   -1492.95   |   -1718.01   |     1000     | ⏱️  Timeout 
    120      |    622.34    |   -165.41    |   -159.09    |   -171.50    |   -156.23    |     144      |  ✅ Success  
  📊 统计 [Ep 120]: Actor Loss=19.9546, Critic Loss=10.6330, Alpha=0.0132, TD-error=0.7668, Beta=1.0000
    121      |    701.86    |   -155.77    |   -179.12    |   -129.40    |   -192.60    |     108      |  ✅ Success  
    122      |   -691.78    |    -88.08    |    -82.49    |    -58.61    |   -102.44    |      76      |  ❌ Failure  
    123      |    377.29    |   -240.53    |   -231.48    |   -219.84    |   -234.32    |     197      |  ✅ Success  
    124      |    210.41    |   -338.73    |   -344.14    |   -300.40    |   -347.37    |     252      |  ✅ Success  
    125      |   -1335.04   |   -1019.96   |   -928.73    |   -1010.68   |   -987.16    |     778      |  ✅ Success  
    126      |   -351.30    |   -632.15    |   -588.73    |   -550.28    |   -574.54    |     511      |  ✅ Success  
    127      |    239.45    |   -496.24    |   -332.50    |   -354.10    |   -301.51    |     323      |  ✅ Success  
    128      |    90.51     |   -469.07    |   -470.58    |   -461.17    |   -420.41    |     374      |  ✅ Success  
    129      |    25.56     |   -440.62    |   -419.72    |   -432.85    |   -436.74    |     347      |  ✅ Success  
    130      |   -3273.44   |   -1275.08   |   -1220.70   |   -1215.29   |   -1239.28   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 130]: Actor Loss=19.2429, Critic Loss=12.4039, Alpha=0.0170, TD-error=0.9747, Beta=1.0000
    131      |    -6.94     |   -701.50    |   -549.13    |   -754.87    |   -559.09    |     567      |  ✅ Success  
    132      |    842.25    |    -65.25    |    -65.79    |    -84.54    |    -66.70    |      62      |  ✅ Success  
    133      |   -5165.92   |   -1348.19   |   -1306.83   |   -1408.81   |   -1322.14   |     1000     | ⏱️  Timeout 
    134      |   -1936.87   |   -1201.57   |   -946.48    |   -1241.32   |   -890.75    |     1000     | ⏱️  Timeout 
    135      |    871.96    |    -58.69    |    -58.79    |   -110.79    |    -72.54    |      52      |  ✅ Success  
    136      |   -2270.22   |   -1314.44   |   -1079.62   |   -1257.73   |   -963.92    |     1000     | ⏱️  Timeout 
    137      |    34.71     |   -406.06    |   -408.55    |   -454.76    |   -381.65    |     355      |  ✅ Success  
    138      |   -2673.51   |   -1208.22   |   -1192.88   |   -1157.36   |   -1272.61   |     1000     | ⏱️  Timeout 
    139      |    737.50    |   -159.94    |   -167.24    |   -152.20    |   -179.00    |     146      |  ✅ Success  
    140      |   -3085.07   |   -1300.01   |   -1106.94   |   -1162.35   |   -1325.65   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 140]: Actor Loss=17.7263, Critic Loss=18.8884, Alpha=0.0196, TD-error=0.8026, Beta=1.0000
    141      |   -795.84    |   -104.31    |   -105.97    |   -106.65    |   -122.90    |      92      |  ❌ Failure  
    142      |    225.97    |   -796.96    |   -572.45    |   -656.82    |   -517.29    |     627      |  ✅ Success  
    143      |   -985.46    |   -1194.04   |   -888.16    |   -880.14    |   -826.32    |     1000     | ⏱️  Timeout 
    144      |   -538.47    |    -14.22    |    -14.16    |    -14.48    |    -13.87    |      13      |  ❌ Failure  
    145      |    639.62    |   -561.07    |   -414.10    |   -483.85    |   -367.68    |     472      |  ✅ Success  
    146      |   -520.70    |    -6.80     |    -6.85     |    -6.95     |    -10.34    |      6       |  ❌ Failure  
    147      |    755.50    |   -100.85    |   -100.58    |   -103.92    |   -106.05    |      91      |  ✅ Success  
    148      |    808.04    |    -90.29    |    -69.21    |    -92.30    |    -88.20    |      74      |  ✅ Success  
    149      |   -382.29    |   -655.76    |   -574.15    |   -551.70    |   -642.68    |     522      |  ✅ Success  
    150      |   -242.43    |   -1181.74   |   -792.98    |   -692.90    |   -709.10    |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 150]: Actor Loss=16.2430, Critic Loss=35.4867, Alpha=0.0255, TD-error=1.7561, Beta=1.0000
    151      |    758.54    |   -121.67    |   -117.05    |   -126.78    |   -128.07    |     113      |  ✅ Success  
    152      |    595.34    |   -670.50    |   -507.93    |   -465.24    |   -466.85    |     609      |  ✅ Success  
    153      |    392.18    |   -197.61    |   -212.01    |   -207.32    |   -196.06    |     172      |  ✅ Success  
    154      |   -946.88    |   -664.01    |   -562.93    |   -689.76    |   -572.79    |     534      |  ✅ Success  
    155      |    836.36    |   -239.78    |   -157.14    |   -234.01    |   -155.11    |     213      |  ✅ Success  
    156      |   -1260.30   |   -709.08    |   -652.55    |   -726.50    |   -712.17    |     589      |  ✅ Success  
    157      |   -3494.41   |   -1244.77   |   -1065.05   |   -1070.72   |   -980.91    |     1000     | ⏱️  Timeout 
    158      |   -3441.48   |   -1385.22   |   -1078.56   |   -1116.32   |   -1219.85   |     1000     | ⏱️  Timeout 
    159      |   -787.02    |   -733.42    |   -596.28    |   -608.17    |   -592.24    |     563      |  ✅ Success  
    160      |   -3688.08   |   -1265.85   |   -1150.25   |   -1233.15   |   -1154.94   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 160]: Actor Loss=12.5121, Critic Loss=75.4286, Alpha=0.0376, TD-error=3.1800, Beta=1.0000
    161      |   -3933.72   |   -1335.97   |   -1162.96   |   -1146.67   |   -1121.69   |     1000     | ⏱️  Timeout 
    162      |   -5513.12   |   -1557.43   |   -1529.92   |   -1273.69   |   -1650.50   |     1000     | ⏱️  Timeout 
    163      |    646.99    |   -147.16    |   -144.78    |   -147.40    |   -156.89    |     134      |  ✅ Success  
    164      |    762.51    |   -142.80    |   -122.13    |   -129.12    |   -125.27    |     124      |  ✅ Success  
    165      |   -2887.77   |   -1243.28   |   -1068.32   |   -973.90    |   -981.12    |     1000     | ⏱️  Timeout 
    166      |    543.75    |   -536.82    |   -300.60    |   -373.86    |   -343.17    |     467      |  ✅ Success  
    167      |    876.77    |    -56.51    |    -48.18    |    -76.27    |    -50.52    |      51      |  ✅ Success  
    168      |   -2313.01   |   -1238.78   |   -913.73    |   -929.31    |   -939.12    |     1000     | ⏱️  Timeout 
    169      |    840.54    |    -72.89    |    -67.45    |    -72.31    |   -140.52    |      66      |  ✅ Success  
    170      |   -656.10    |   -469.94    |   -500.73    |   -479.86    |   -412.29    |     392      |  ✅ Success  
  📊 统计 [Ep 170]: Actor Loss=8.6219, Critic Loss=79.0476, Alpha=0.0653, TD-error=4.1512, Beta=1.0000
    171      |   -2231.19   |   -1036.03   |   -815.80    |   -991.60    |   -1124.37   |     863      |  ✅ Success  
    172      |    934.34    |    -33.92    |    -33.74    |    -29.12    |    -32.99    |      31      |  ✅ Success  
    173      |    840.81    |   -156.47    |    -94.47    |    -75.62    |   -118.61    |     128      |  ✅ Success  
    174      |    822.85    |    -89.05    |    -76.86    |    -85.54    |    -89.51    |      82      |  ✅ Success  
    175      |    854.13    |    -68.09    |    -55.38    |    -62.54    |    -66.95    |      55      |  ✅ Success  
    176      |    468.32    |   -239.23    |   -202.82    |   -198.81    |   -202.16    |     175      |  ✅ Success  
    177      |    906.53    |    -48.24    |    -38.39    |    -40.38    |    -41.15    |      36      |  ✅ Success  
    178      |    819.37    |    -84.14    |    -73.07    |    -75.73    |    -74.50    |      68      |  ✅ Success  
    179      |    837.23    |    -68.86    |    -66.14    |    -71.72    |    -74.37    |      63      |  ✅ Success  
    180      |    824.98    |    -97.80    |    -72.22    |    -71.79    |    -72.48    |      67      |  ✅ Success  
  📊 统计 [Ep 180]: Actor Loss=0.8365, Critic Loss=119.9068, Alpha=0.0913, TD-error=6.4937, Beta=1.0000
    181      |    851.65    |    -65.84    |    -57.07    |    -62.33    |    -62.07    |      54      |  ✅ Success  
    182      |    844.11    |    -68.99    |    -77.83    |    -69.13    |    -68.63    |      62      |  ✅ Success  
    183      |    866.58    |    -59.83    |    -57.30    |    -58.31    |    -60.03    |      54      |  ✅ Success  
    184      |    757.58    |   -159.07    |   -113.08    |   -101.60    |   -115.56    |     128      |  ✅ Success  
    185      |    790.10    |    -81.86    |    -92.41    |    -81.62    |    -75.37    |      72      |  ✅ Success  
    186      |   -454.95    |   -552.36    |   -544.14    |   -591.32    |   -527.85    |     436      |  ✅ Success  
    187      |   -3504.23   |   -1271.39   |   -1195.51   |   -1293.70   |   -1389.84   |     1000     | ⏱️  Timeout 
    188      |   -319.98    |   -438.84    |   -416.14    |   -403.31    |   -384.48    |     284      |  ✅ Success  
    189      |    339.25    |   -237.51    |   -176.73    |   -207.38    |   -233.29    |     169      |  ✅ Success  
    190      |    803.90    |    -79.69    |    -78.78    |   -103.64    |    -78.67    |      71      |  ✅ Success  
  📊 统计 [Ep 190]: Actor Loss=-11.3888, Critic Loss=149.2256, Alpha=0.1752, TD-error=6.9652, Beta=1.0000
    191      |   -232.77    |   -500.91    |   -494.62    |   -476.12    |   -526.57    |     356      |  ✅ Success  
    192      |   -530.44    |    -10.55    |    -10.06    |    -10.58    |    -10.15    |      9       |  ❌ Failure  
    193      |    798.42    |    -79.76    |    -78.06    |    -79.76    |    -76.29    |      71      |  ✅ Success  
    194      |   -519.46    |    -7.10     |    -6.81     |    -6.75     |    -6.57     |      6       |  ❌ Failure  
    195      |   -272.67    |   -422.31    |   -434.93    |   -360.23    |   -373.15    |     295      |  ✅ Success  
    196      |    772.47    |   -100.56    |    -92.39    |    -91.76    |    -88.05    |      82      |  ✅ Success  
    197      |   -699.63    |   -669.83    |   -622.83    |   -599.98    |   -568.67    |     525      |  ✅ Success  
    198      |   -994.31    |   -132.72    |   -152.21    |   -127.53    |   -151.20    |     107      |  ❌ Failure  
    199      |   -251.49    |   -440.79    |   -407.18    |   -514.28    |   -491.20    |     335      |  ✅ Success  
    200      |    -19.67    |   -425.39    |   -428.33    |   -391.10    |   -473.93    |     359      |  ✅ Success  
  📊 统计 [Ep 200]: Actor Loss=-5.1320, Critic Loss=105.8645, Alpha=0.1389, TD-error=5.5662, Beta=1.0000
    201      |   -1353.38   |   -233.07    |   -231.92    |   -303.65    |   -217.55    |     171      |  ❌ Failure  
    202      |    -77.12    |   -331.30    |   -302.56    |   -299.88    |   -330.09    |     276      |  ✅ Success  
    203      |   -254.50    |   -415.42    |   -487.89    |   -577.43    |   -401.99    |     277      |  ✅ Success  
    204      |    848.90    |    -81.02    |    -74.34    |    -65.70    |    -79.66    |      75      |  ✅ Success  
    205      |   -1104.86   |   -264.87    |   -193.20    |   -208.65    |   -197.41    |     170      |  ❌ Failure  
    206      |    167.65    |   -226.51    |   -252.32    |   -288.22    |   -217.27    |     149      |  ✅ Success  
    207      |   -669.49    |    -49.82    |    -48.77    |    -49.24    |    -42.74    |      43      |  ❌ Failure  
    208      |   -523.25    |    -7.51     |    -7.97     |    -7.93     |    -8.04     |      7       |  ❌ Failure  
    209      |   -529.75    |    -8.75     |    -9.36     |    -8.99     |    -8.56     |      8       |  ❌ Failure  
    210      |   -3832.78   |   -1383.40   |   -1086.76   |   -1166.46   |   -1158.19   |     1000     | ⏱️  Timeout 
  📊 统计 [Ep 210]: Actor Loss=6.0830, Critic Loss=106.8944, Alpha=0.0897, TD-error=5.3693, Beta=1.0000
    211      |   -4665.29   |   -1232.76   |   -1063.75   |   -1251.87   |   -1967.07   |     1000     | ⏱️  Timeout 
    212      |    312.94    |   -280.23    |   -265.66    |   -269.47    |   -288.71    |     243      |  ✅ Success  
    213      |    35.68     |   -403.03    |   -375.57    |   -361.28    |   -359.73    |     345      |  ✅ Success  
    214      |    75.39     |   -280.73    |   -257.21    |   -280.00    |   -277.66    |     240      |  ✅ Success  
    215      |    804.91    |    -82.34    |    -82.18    |    -77.74    |    -86.64    |      76      |  ✅ Success  
    216      |    730.93    |   -137.50    |   -109.25    |   -133.41    |   -108.35    |      98      |  ✅ Success  
    217      |    866.35    |    -54.54    |    -52.98    |    -58.64    |    -64.78    |      52      |  ✅ Success  
    218      |    852.27    |    -64.42    |    -63.32    |    -63.93    |    -63.92    |      59      |  ✅ Success  
