📝 日志文件: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_201704/training.log
💡 训练输出将实时保存到日志文件
🚀 启用AMP混合精度训练（预期加速40-100%）
🚀 启用异步数据传输（预期加速10-20%）
SAC训练中...
📊 优先级经验回放（PER）配置:
  - 容量: 20000
  - Alpha: 0.6 (优先级指数)
  - Beta: 0.4 → 1.0 (重要性采样权重)
  - 内存优化: float32 (节省50%内存)

================================================================================
  Episode    |    Leader    |  Follower0   |  Follower1   |    Steps     |    Status   
     90      |   -553.48    |    -8.46     |    -6.37     |      7       |  ❌ Failure  
  📊 统计 [Ep 90]: Actor Loss=21.8200, Critic Loss=318.9498, Alpha=0.3247, TD-error=14.1642, Beta=1.0000
     91      |   -598.36    |    -13.96    |    -13.01    |      13      |  ❌ Failure  
     92      |    69.24     |   -168.10    |   -199.87    |     152      |  ✅ Success  
     93      |   -1299.55   |   -119.31    |   -119.75    |      87      |  ❌ Failure  
     94      |   -741.77    |    -23.03    |    -24.45    |      30      |  ❌ Failure  
     95      |    483.73    |    -79.03    |    -85.52    |      69      |  ✅ Success  
     96      |  -10829.10   |   -1160.06   |   -1476.53   |     1000     | ⏱️  Timeout 
     97      |    400.84    |    -71.38    |    -91.05    |      87      |  ✅ Success  
     98      |   -4575.18   |   -1052.77   |   -1175.80   |     725      |  ✅ Success  
     99      |   -1191.93   |    -82.81    |    -79.34    |      89      |  ❌ Failure  
    100      |   -5439.18   |   -555.48    |   -691.80    |     551      |  ❌ Failure  
  📊 统计 [Ep 100]: Actor Loss=17.6552, Critic Loss=572.7505, Alpha=0.3943, TD-error=19.6740, Beta=1.0000
    101      |  -10297.56   |   -1529.12   |   -1676.42   |     1000     | ⏱️  Timeout 
    102      |   -9398.12   |   -1547.82   |   -1572.50   |     968      |  ✅ Success  
    103      |    610.32    |   -117.19    |   -126.93    |      76      |  ✅ Success  
    104      |   -9478.06   |   -1368.99   |   -1365.66   |     1000     | ⏱️  Timeout 
    105      |    731.62    |    -48.71    |    -47.56    |      40      |  ✅ Success  
    106      |    786.04    |    -48.32    |    -34.29    |      33      |  ✅ Success  
    107      |    -85.90    |   -171.63    |   -174.62    |     152      |  ✅ Success  
    108      |  -10302.78   |   -1479.72   |   -1711.71   |     1000     | ⏱️  Timeout 
    109      |   -7172.54   |   -958.41    |   -1094.84   |     726      |  ✅ Success  
    110      |   -1508.29   |   -315.86    |   -414.73    |     237      |  ✅ Success  
  📊 统计 [Ep 110]: Actor Loss=-5.8017, Critic Loss=454.9468, Alpha=0.4042, TD-error=16.4867, Beta=1.0000
    111      |   -552.25    |    -8.73     |    -10.33    |      7       |  ❌ Failure  
    112      |   -2545.68   |   -463.38    |   -1127.91   |     423      |  ✅ Success  
    113      |   -949.72    |   -232.22    |   -258.69    |     206      |  ✅ Success  
    114      |   -2527.04   |   -518.98    |   -397.62    |     316      |  ✅ Success  
    115      |   -1078.31   |   -303.79    |   -335.29    |     258      |  ✅ Success  
    116      |   -1038.14   |   -261.22    |   -327.03    |     226      |  ✅ Success  
    117      |    -22.92    |   -151.24    |   -183.38    |     177      |  ✅ Success  
    118      |    353.05    |   -129.23    |   -161.90    |     126      |  ✅ Success  
    119      |   -6868.30   |   -996.23    |   -1059.41   |     782      |  ✅ Success  
    120      |   -262.83    |   -127.79    |   -230.27    |     146      |  ✅ Success  
  📊 统计 [Ep 120]: Actor Loss=-12.9791, Critic Loss=435.0355, Alpha=0.4169, TD-error=16.9208, Beta=1.0000
    121      |    821.33    |    -25.71    |    -42.70    |      30      |  ✅ Success  
    122      |    82.40     |   -113.87    |   -169.08    |     140      |  ✅ Success  
    123      |    277.44    |   -110.42    |   -121.29    |      93      |  ✅ Success  
    124      |    383.33    |    -81.85    |   -109.39    |      91      |  ✅ Success  
    125      |    697.12    |    -53.59    |    -45.38    |      50      |  ✅ Success  
    126      |    650.51    |    -53.35    |    -85.96    |      55      |  ✅ Success  
    127      |    384.01    |   -122.27    |   -107.48    |     106      |  ✅ Success  
    128      |    537.01    |   -118.89    |   -106.43    |      88      |  ✅ Success  
    129      |    770.71    |    -36.65    |    -56.44    |      37      |  ✅ Success  
    130      |    678.93    |    -53.96    |    -55.26    |      57      |  ✅ Success  
  📊 统计 [Ep 130]: Actor Loss=-26.6894, Critic Loss=494.4402, Alpha=0.4215, TD-error=19.0065, Beta=1.0000
    131      |    762.33    |    -46.44    |    -34.34    |      38      |  ✅ Success  
    132      |    769.36    |    -47.75    |    -46.63    |      41      |  ✅ Success  
    133      |    405.78    |   -114.03    |   -129.85    |     128      |  ✅ Success  
    134      |   -890.90    |    -65.28    |    -48.70    |      45      |  ❌ Failure  
    135      |    680.00    |    -49.41    |    -50.54    |      53      |  ✅ Success  
    136      |    501.19    |    -81.70    |    -76.32    |      72      |  ✅ Success  
    137      |   -813.60    |   -396.91    |   -441.89    |     310      |  ✅ Success  
    138      |    481.21    |    -72.15    |    -91.44    |      71      |  ✅ Success  
    139      |   -1445.91   |   -280.68    |   -338.53    |     211      |  ✅ Success  
    140      |    607.83    |    -64.21    |    -56.34    |      57      |  ✅ Success  
  📊 统计 [Ep 140]: Actor Loss=-40.4143, Critic Loss=654.6670, Alpha=0.4860, TD-error=22.3099, Beta=1.0000
    141      |    665.48    |    -68.91    |    -50.31    |      47      |  ✅ Success  
    142      |    86.82     |   -157.02    |   -246.65    |     152      |  ✅ Success  
    143      |    457.65    |   -141.02    |   -106.55    |     107      |  ✅ Success  
    144      |    623.24    |    -73.81    |    -80.81    |      71      |  ✅ Success  
    145      |    511.39    |    -65.47    |    -75.91    |      71      |  ✅ Success  
    146      |    310.39    |   -121.42    |   -108.67    |     106      |  ✅ Success  
    147      |   -3160.45   |   -602.64    |   -617.45    |     455      |  ✅ Success  
    148      |    377.38    |    -94.78    |    -84.21    |      80      |  ✅ Success  
    149      |    -12.61    |   -192.86    |   -245.76    |     122      |  ✅ Success  
    150      |   -536.93    |    -4.90     |    -5.42     |      5       |  ❌ Failure  
  📊 统计 [Ep 150]: Actor Loss=-82.3695, Critic Loss=1218.6519, Alpha=0.6858, TD-error=29.3459, Beta=1.0000
    151      |    656.06    |    -50.78    |    -49.75    |      49      |  ✅ Success  
    152      |    460.14    |    -93.35    |   -110.80    |      84      |  ✅ Success  
    153      |    615.93    |    -65.44    |    -93.35    |      69      |  ✅ Success  
    154      |   -802.41    |   -275.39    |   -344.74    |     194      |  ✅ Success  
    155      |    593.76    |    -55.39    |    -76.07    |      55      |  ✅ Success  
    156      |    626.65    |    -49.18    |    -60.21    |      55      |  ✅ Success  
    157      |    386.97    |   -101.15    |    -93.78    |      82      |  ✅ Success  
    158      |    642.49    |    -53.53    |    -70.71    |      64      |  ✅ Success  
    159      |    543.21    |    -71.64    |    -86.29    |      74      |  ✅ Success  
    160      |    225.25    |    -95.81    |   -133.73    |      86      |  ✅ Success  
  📊 统计 [Ep 160]: Actor Loss=-83.0530, Critic Loss=920.7271, Alpha=0.8336, TD-error=30.5370, Beta=1.0000
    161      |    421.43    |    -85.30    |   -117.93    |      94      |  ✅ Success  
    162      |    302.65    |    -90.49    |   -114.49    |      88      |  ✅ Success  
    163      |   -755.56    |   -216.35    |   -293.46    |     169      |  ✅ Success  
    164      |    271.06    |    -97.42    |   -155.38    |      83      |  ✅ Success  
    165      |   -656.09    |   -217.54    |   -260.80    |     172      |  ✅ Success  
    166      |    390.26    |    -79.49    |    -80.11    |      80      |  ✅ Success  
    167      |    549.52    |    -66.07    |   -100.49    |      77      |  ✅ Success  
    168      |   -569.83    |    -9.81     |    -13.81    |      9       |  ❌ Failure  
    169      |    432.29    |    -90.55    |   -110.35    |      74      |  ✅ Success  
    170      |     5.06     |   -125.31    |   -142.99    |     107      |  ✅ Success  
  📊 统计 [Ep 170]: Actor Loss=-87.5932, Critic Loss=903.4830, Alpha=0.9752, TD-error=30.5302, Beta=1.0000
    171      |    621.92    |    -60.27    |    -75.51    |      63      |  ✅ Success  
    172      |    330.06    |   -135.31    |   -148.02    |     111      |  ✅ Success  
    173      |    593.04    |    -79.96    |    -86.18    |      83      |  ✅ Success  
    174      |   -167.18    |   -181.20    |   -215.08    |     179      |  ✅ Success  
    175      |   -471.45    |   -191.71    |   -168.84    |     141      |  ✅ Success  
    176      |   -1752.63   |   -514.86    |   -491.39    |     369      |  ✅ Success  
    177      |   -1237.86   |   -324.96    |   -274.96    |     223      |  ✅ Success  
    178      |    540.85    |    -76.34    |    -70.39    |      82      |  ✅ Success  
    179      |    115.09    |   -112.58    |   -151.36    |     100      |  ✅ Success  
    180      |    -5.44     |   -198.48    |   -197.76    |     148      |  ✅ Success  
  📊 统计 [Ep 180]: Actor Loss=-110.3198, Critic Loss=1070.7566, Alpha=1.2379, TD-error=34.7470, Beta=1.0000
    181      |   -222.11    |   -159.33    |   -184.39    |     131      |  ✅ Success  
    182      |   -166.39    |   -135.63    |   -323.12    |     151      |  ✅ Success  
    183      |    401.16    |   -105.52    |   -128.91    |      86      |  ✅ Success  
    184      |    -73.04    |   -147.18    |   -185.20    |     129      |  ✅ Success  
    185      |    715.19    |    -36.49    |    -46.20    |      46      |  ✅ Success  
    186      |   -276.09    |   -211.99    |   -171.45    |     122      |  ✅ Success  
    187      |   -1498.70   |   -456.64    |   -437.07    |     268      |  ✅ Success  
    188      |    -98.24    |   -106.11    |   -159.78    |     136      |  ✅ Success  
    189      |    662.95    |    -45.34    |    -63.58    |      53      |  ✅ Success  
    190      |   -1413.95   |   -454.31    |   -491.67    |     318      |  ✅ Success  
  📊 统计 [Ep 190]: Actor Loss=-100.0793, Critic Loss=1040.9130, Alpha=1.2631, TD-error=32.0491, Beta=1.0000
    191      |   -1253.55   |   -246.60    |   -269.04    |     195      |  ✅ Success  
    192      |    445.92    |   -105.04    |   -106.51    |      69      |  ✅ Success  
    193      |   -208.64    |   -186.03    |   -175.32    |     147      |  ✅ Success  
    194      |   -366.66    |   -193.71    |   -229.40    |     153      |  ✅ Success  
    195      |   -123.85    |   -123.34    |   -145.61    |     120      |  ✅ Success  
    196      |   -2210.63   |   -343.75    |   -458.75    |     278      |  ✅ Success  
    197      |   -748.63    |   -195.54    |   -205.21    |     156      |  ✅ Success  
    198      |   -2369.68   |   -398.31    |   -426.72    |     282      |  ✅ Success  
    199      |    79.80     |   -123.48    |   -123.80    |      89      |  ✅ Success  
    200      |   -7958.85   |   -1309.72   |   -1555.97   |     897      |  ✅ Success  
  📊 统计 [Ep 200]: Actor Loss=-83.3234, Critic Loss=821.5012, Alpha=1.1071, TD-error=26.0618, Beta=1.0000
    201      |    764.95    |    -32.70    |    -33.16    |      38      |  ✅ Success  
    202      |    199.35    |   -154.31    |   -102.27    |      80      |  ✅ Success  
    203      |    654.56    |    -45.00    |    -46.28    |      53      |  ✅ Success  
    204      |    456.38    |    -68.61    |    -78.35    |      83      |  ✅ Success  
    205      |    806.66    |    -22.53    |    -31.54    |      35      |  ✅ Success  
    206      |    326.33    |    -90.18    |   -138.67    |      86      |  ✅ Success  
    207      |   -214.00    |   -164.65    |   -208.89    |     139      |  ✅ Success  
    208      |    741.41    |    -34.15    |    -82.06    |      44      |  ✅ Success  
    209      |   -327.03    |   -205.60    |   -280.63    |     151      |  ✅ Success  
    210      |    567.71    |    -71.15    |    -70.15    |      65      |  ✅ Success  
  📊 统计 [Ep 210]: Actor Loss=-90.5354, Critic Loss=871.7434, Alpha=1.0879, TD-error=26.6381, Beta=1.0000
    211      |    762.10    |    -31.70    |    -42.36    |      36      |  ✅ Success  
    212      |    789.73    |    -56.67    |    -32.84    |      33      |  ✅ Success  
    213      |   -1527.88   |   -365.52    |   -649.05    |     276      |  ✅ Success  
    214      |    471.50    |   -126.95    |    -67.36    |      68      |  ✅ Success  
    215      |   -557.06    |    -6.13     |    -8.50     |      8       |  ❌ Failure  
    216      |   -596.11    |   -152.65    |   -297.41    |     137      |  ✅ Success  
    217      |    706.57    |    -59.78    |    -48.65    |      56      |  ✅ Success  
    218      |    701.33    |    -41.40    |    -46.78    |      46      |  ✅ Success  
    219      |    562.50    |    -65.62    |    -63.79    |      66      |  ✅ Success  
    220      |    795.94    |    -33.54    |    -31.37    |      35      |  ✅ Success  
  📊 统计 [Ep 220]: Actor Loss=-101.1800, Critic Loss=989.0440, Alpha=1.0946, TD-error=28.2920, Beta=1.0000
    221      |    600.98    |    -52.54    |    -59.14    |      61      |  ✅ Success  
    222      |    311.73    |    -98.26    |   -122.03    |      74      |  ✅ Success  
    223      |    481.62    |    -94.42    |    -93.14    |      61      |  ✅ Success  
    224      |    534.40    |    -54.58    |    -72.22    |      70      |  ✅ Success  
    225      |   -621.39    |   -193.71    |   -178.06    |     157      |  ✅ Success  
    226      |    728.12    |    -53.13    |    -32.75    |      39      |  ✅ Success  
    227      |    728.89    |    -43.14    |    -46.76    |      49      |  ✅ Success  
    228      |    765.17    |    -54.90    |    -37.67    |      47      |  ✅ Success  
    229      |    297.66    |   -118.56    |   -100.30    |      81      |  ✅ Success  
    230      |   -167.35    |   -201.33    |   -181.74    |     159      |  ✅ Success  
  📊 统计 [Ep 230]: Actor Loss=-113.3514, Critic Loss=941.5654, Alpha=1.1459, TD-error=30.2256, Beta=1.0000
    231      |    664.01    |    -58.75    |    -71.28    |      55      |  ✅ Success  
    232      |    659.34    |    -62.43    |    -64.77    |      77      |  ✅ Success  
    233      |    732.25    |    -35.91    |    -59.28    |      49      |  ✅ Success  
    234      |    561.34    |    -55.13    |    -65.80    |      67      |  ✅ Success  
    235      |    181.79    |   -100.62    |   -137.76    |     114      |  ✅ Success  
    236      |   -428.62    |   -191.77    |   -156.71    |     175      |  ✅ Success  
    237      |    762.47    |    -32.88    |    -34.21    |      43      |  ✅ Success  
    238      |    626.27    |    -48.38    |    -89.26    |      55      |  ✅ Success  
    239      |    74.28     |   -138.55    |   -110.28    |     118      |  ✅ Success  
    240      |    625.58    |    -81.57    |    -49.41    |      47      |  ✅ Success  
  📊 统计 [Ep 240]: Actor Loss=-139.9401, Critic Loss=1226.0926, Alpha=1.2901, TD-error=34.8660, Beta=1.0000
    241      |    420.51    |    -86.41    |    -76.94    |      82      |  ✅ Success  
    242      |   -2261.28   |   -445.26    |   -341.39    |     274      |  ✅ Success  
    243      |    749.45    |    -42.04    |    -42.71    |      44      |  ✅ Success  
    244      |    341.28    |    -79.84    |    -88.96    |      97      |  ✅ Success  
    245      |    507.53    |    -66.15    |    -66.11    |      68      |  ✅ Success  
    246      |    559.43    |    -61.14    |    -61.58    |      55      |  ✅ Success  
    247      |   -458.08    |   -237.45    |   -222.80    |     157      |  ✅ Success  
    248      |    762.69    |    -32.95    |    -31.92    |      38      |  ✅ Success  
    249      |    218.49    |    -97.90    |   -101.97    |      76      |  ✅ Success  
    250      |   -590.49    |    -9.61     |    -12.34    |      12      |  ❌ Failure  
  📊 统计 [Ep 250]: Actor Loss=-162.2954, Critic Loss=1345.3809, Alpha=1.4966, TD-error=34.3661, Beta=1.0000
    251      |    635.69    |    -49.89    |    -50.52    |      56      |  ✅ Success  
    252      |   -714.76    |    -37.86    |    -28.16    |      29      |  ❌ Failure  
    253      |    638.64    |    -61.07    |    -39.66    |      50      |  ✅ Success  
    254      |    721.82    |    -57.13    |    -48.41    |      44      |  ✅ Success  
    255      |    337.29    |    -85.91    |   -114.19    |      71      |  ✅ Success  
    256      |    582.25    |    -74.53    |    -63.31    |      60      |  ✅ Success  
    257      |    455.05    |    -62.21    |    -77.45    |      63      |  ✅ Success  
    258      |    181.05    |   -128.40    |   -210.52    |     113      |  ✅ Success  
    259      |    739.74    |    -36.17    |    -39.75    |      42      |  ✅ Success  
    260      |    775.02    |    -32.41    |    -35.46    |      39      |  ✅ Success  
  📊 统计 [Ep 260]: Actor Loss=-156.2406, Critic Loss=1368.1936, Alpha=1.5901, TD-error=35.8432, Beta=1.0000
    261      |   -478.47    |   -286.52    |   -250.36    |     200      |  ✅ Success  
    262      |    648.12    |    -56.56    |    -43.40    |      58      |  ✅ Success  
    263      |   -315.25    |   -146.84    |   -176.22    |     138      |  ✅ Success  
    264      |    805.38    |    -24.35    |    -35.86    |      36      |  ✅ Success  
    265      |   -639.74    |   -266.39    |   -268.68    |     165      |  ✅ Success  
    266      |    667.06    |    -71.24    |    -42.85    |      58      |  ✅ Success  
    267      |    735.29    |    -41.02    |    -54.69    |      43      |  ✅ Success  
    268      |    611.04    |    -56.97    |    -62.81    |      59      |  ✅ Success  
    269      |   -441.97    |   -195.62    |   -188.43    |     150      |  ✅ Success  
    270      |   -651.29    |   -185.53    |   -206.89    |     159      |  ✅ Success  
  📊 统计 [Ep 270]: Actor Loss=-181.5597, Critic Loss=1399.3228, Alpha=1.8101, TD-error=37.8222, Beta=1.0000
    271      |    713.21    |    -34.46    |    -43.59    |      40      |  ✅ Success  
    272      |    -95.98    |   -160.89    |   -119.13    |     120      |  ✅ Success  
    273      |   -753.83    |   -307.39    |   -280.32    |     176      |  ✅ Success  
    274      |    95.52     |   -141.48    |   -122.70    |     104      |  ✅ Success  
    275      |    525.39    |    -99.92    |    -71.51    |      61      |  ✅ Success  
    276      |    527.88    |    -62.05    |    -70.17    |      55      |  ✅ Success  
    277      |    540.01    |    -69.99    |    -67.84    |      58      |  ✅ Success  
    278      |   -2130.77   |   -504.31    |   -657.28    |     374      |  ✅ Success  
    279      |    201.83    |    -87.41    |   -152.60    |     100      |  ✅ Success  
    280      |   -1167.74   |   -274.42    |   -404.07    |     194      |  ✅ Success  
  📊 统计 [Ep 280]: Actor Loss=-213.7650, Critic Loss=1687.3842, Alpha=2.0536, TD-error=41.9302, Beta=1.0000
    281      |    189.06    |   -127.85    |   -172.34    |      97      |  ✅ Success  
    282      |    387.22    |   -118.31    |   -134.41    |     100      |  ✅ Success  
    283      |    686.18    |    -54.15    |    -42.69    |      44      |  ✅ Success  
    284      |    695.39    |    -52.28    |    -52.92    |      48      |  ✅ Success  
    285      |    346.67    |   -136.13    |   -105.81    |      83      |  ✅ Success  
    286      |    204.11    |    -96.72    |    -99.43    |      79      |  ✅ Success  
    287      |    87.41     |   -152.25    |   -146.62    |     131      |  ✅ Success  
    288      |    284.28    |   -100.53    |   -142.73    |      83      |  ✅ Success  
    289      |   -2210.91   |   -435.94    |   -467.28    |     290      |  ✅ Success  
    290      |    653.47    |    -70.95    |    -61.48    |      48      |  ✅ Success  
  📊 统计 [Ep 290]: Actor Loss=-222.2652, Critic Loss=1837.6516, Alpha=2.1369, TD-error=43.7124, Beta=1.0000
    291      |    317.69    |    -80.19    |   -102.70    |      74      |  ✅ Success  
    292      |    42.83     |   -126.51    |   -159.84    |     116      |  ✅ Success  
    293      |    685.88    |    -46.73    |    -47.85    |      47      |  ✅ Success  
    294      |    561.90    |    -57.31    |    -52.66    |      61      |  ✅ Success  
    295      |    474.44    |    -96.67    |    -71.13    |      83      |  ✅ Success  
    296      |    70.84     |   -131.31    |   -101.51    |      97      |  ✅ Success  
    297      |    676.39    |    -49.17    |    -40.23    |      53      |  ✅ Success  
    298      |    523.45    |    -71.75    |    -74.84    |      75      |  ✅ Success  
