📝 日志文件: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_163318/training.log
💡 训练输出将实时保存到日志文件
🚀 启用AMP混合精度训练（预期加速40-100%）
🚀 启用异步数据传输（预期加速10-20%）
SAC训练中...
📊 优先级经验回放（PER）配置:
  - 容量: 20000
  - Alpha: 0.6 (优先级指数)
  - Beta: 0.4 → 1.0 (重要性采样权重)
  - 内存优化: float32 (节省50%内存)

================================================================================
  Episode    |    Leader    |  Follower0   |  Follower1   |    Steps     |    Status   
     52      |   -1152.28   |   -465.15    |   -366.09    |     245      |  ✅ Success  
     53      |   -894.61    |   -307.03    |   -369.01    |     193      |  ✅ Success  
     54      |   -905.89    |    -69.88    |    -88.00    |      54      |  ❌ Failure  
     55      |   -848.98    |   -276.54    |   -255.95    |     197      |  ✅ Success  
     56      |   -539.65    |    -5.73     |    -4.68     |      6       |  ❌ Failure  
     57      |    737.39    |    -53.29    |    -44.19    |      36      |  ✅ Success  
     58      |   -548.57    |    -3.89     |    -7.17     |      7       |  ❌ Failure  
     59      |   -620.56    |   -235.66    |   -356.62    |     170      |  ✅ Success  
     60      |   -972.53    |   -349.32    |   -380.29    |     194      |  ✅ Success  
  📊 统计 [Ep 60]: Actor Loss=34.7873, Critic Loss=245.6929, Alpha=0.1686, TD-error=10.7764, Beta=1.0000
     61      |   -2403.91   |   -642.31    |   -363.03    |     339      |  ✅ Success  
     62      |  -12446.97   |   -2431.20   |   -2593.76   |     1000     | ⏱️  Timeout 
     63      |   -4350.08   |   -672.52    |   -962.72    |     456      |  ✅ Success  
     64      |  -12181.09   |   -1581.83   |   -2848.74   |     978      |  ✅ Success  
     65      |   -211.99    |   -283.64    |   -204.41    |     180      |  ✅ Success  
     66      |   -658.96    |    -10.71    |    -16.43    |      20      |  ❌ Failure  
     67      |    442.37    |    -89.84    |    -76.92    |      62      |  ✅ Success  
     68      |   -570.34    |    -13.86    |    -9.92     |      10      |  ❌ Failure  
     69      |   -2967.82   |   -450.93    |   -276.83    |     219      |  ❌ Failure  
     70      |    358.78    |    -91.32    |    -78.07    |      68      |  ✅ Success  
  📊 统计 [Ep 70]: Actor Loss=8.1594, Critic Loss=390.1584, Alpha=0.3171, TD-error=15.3557, Beta=1.0000
     71      |   -2274.07   |   -840.51    |   -767.01    |     571      |  ✅ Success  
     72      |    539.51    |    -64.50    |   -111.61    |      66      |  ✅ Success  
     73      |   -240.92    |   -212.51    |   -191.25    |     143      |  ✅ Success  
     74      |   -456.93    |   -152.59    |   -239.68    |     138      |  ✅ Success  
     75      |   -166.81    |   -133.26    |   -186.17    |     105      |  ✅ Success  
     76      |   -1726.88   |   -353.30    |   -611.93    |     231      |  ✅ Success  
     77      |   -1008.49   |   -213.79    |   -289.84    |     166      |  ✅ Success  
     78      |   -1471.19   |   -157.67    |   -121.68    |     102      |  ❌ Failure  
     79      |   -811.91    |   -210.46    |   -268.06    |     164      |  ✅ Success  
     80      |    768.42    |    -60.31    |    -43.03    |      39      |  ✅ Success  
  📊 统计 [Ep 80]: Actor Loss=8.7782, Critic Loss=359.6876, Alpha=0.3280, TD-error=16.3343, Beta=1.0000
     81      |   -208.04    |   -187.57    |   -227.71    |     156      |  ✅ Success  
     82      |   -1547.65   |   -388.77    |   -289.00    |     240      |  ✅ Success  
     83      |   -3638.46   |   -589.03    |   -504.88    |     413      |  ✅ Success  
     84      |   -788.22    |   -311.35    |   -373.72    |     224      |  ✅ Success  
     85      |    105.14    |   -121.76    |   -169.39    |     102      |  ✅ Success  
     86      |    -61.92    |   -284.93    |   -258.74    |     182      |  ✅ Success  
     87      |    169.20    |   -162.77    |   -193.00    |     130      |  ✅ Success  
     88      |    231.59    |   -116.98    |   -119.12    |     111      |  ✅ Success  
     89      |    -17.65    |   -101.54    |   -167.75    |     115      |  ✅ Success  
     90      |   -308.80    |   -206.25    |   -269.58    |     147      |  ✅ Success  
  📊 统计 [Ep 90]: Actor Loss=4.2155, Critic Loss=414.3832, Alpha=0.3596, TD-error=17.0676, Beta=1.0000
     91      |    190.85    |   -108.48    |    -96.24    |      85      |  ✅ Success  
     92      |    -23.70    |   -121.92    |   -154.12    |     102      |  ✅ Success  
     93      |   -1036.15   |    -50.42    |    -70.01    |      61      |  ❌ Failure  
     94      |  -12724.65   |   -1282.15   |   -2158.43   |     1000     | ⏱️  Timeout 
     95      |   -778.55    |   -231.29    |   -270.04    |     175      |  ✅ Success  
     96      |   -1701.90   |   -287.94    |   -460.10    |     232      |  ✅ Success  
     97      |   -2288.13   |   -397.32    |   -303.48    |     281      |  ✅ Success  
     98      |   -488.30    |   -199.13    |   -202.19    |     171      |  ✅ Success  
     99      |    216.83    |   -103.83    |    -90.92    |      82      |  ✅ Success  
    100      |   -1406.65   |   -322.49    |   -217.48    |     210      |  ✅ Success  
  📊 统计 [Ep 100]: Actor Loss=-8.7158, Critic Loss=391.1940, Alpha=0.3419, TD-error=16.2116, Beta=1.0000
    101      |  -12397.70   |   -2034.51   |   -1660.07   |     1000     | ⏱️  Timeout 
    102      |   -4465.67   |   -773.84    |   -577.83    |     451      |  ✅ Success  
    103      |   -5841.17   |   -605.42    |   -1242.38   |     530      |  ✅ Success  
    104      |   -3401.13   |   -486.43    |   -473.80    |     384      |  ✅ Success  
    105      |   -5501.87   |   -827.63    |   -750.16    |     507      |  ✅ Success  
    106      |   -1136.43   |   -275.02    |   -324.44    |     209      |  ✅ Success  
    107      |   -4710.15   |   -782.65    |   -687.48    |     499      |  ✅ Success  
    108      |   -3894.77   |   -330.85    |   -400.38    |     313      |  ❌ Failure  
    109      |    -5.35     |   -127.78    |   -109.32    |     103      |  ✅ Success  
    110      |   -8648.85   |   -870.03    |   -1083.06   |     828      |  ✅ Success  
  📊 统计 [Ep 110]: Actor Loss=-18.3174, Critic Loss=372.4115, Alpha=0.3014, TD-error=15.2613, Beta=1.0000
    111      |   -4061.59   |   -340.59    |   -380.93    |     285      |  ❌ Failure  
    112      |   -4863.61   |   -633.78    |   -594.59    |     477      |  ✅ Success  
    113      |   -1509.18   |   -277.20    |   -272.82    |     227      |  ✅ Success  
    114      |   -1999.56   |   -157.65    |   -190.38    |     127      |  ❌ Failure  
    115      |  -12289.63   |   -1083.44   |   -1579.23   |     1000     | ⏱️  Timeout 
    116      |   -4180.26   |   -495.18    |   -552.27    |     443      |  ✅ Success  
    117      |   -2720.15   |   -358.63    |   -357.69    |     334      |  ✅ Success  
    118      |    102.44    |   -116.89    |   -113.69    |     104      |  ✅ Success  
    119      |    475.76    |    -52.36    |    -61.36    |      66      |  ✅ Success  
    120      |   -2655.00   |   -459.58    |   -451.03    |     329      |  ✅ Success  
  📊 统计 [Ep 120]: Actor Loss=-32.6403, Critic Loss=383.0535, Alpha=0.2527, TD-error=15.9782, Beta=1.0000
    121      |   -2110.97   |   -380.58    |   -348.50    |     263      |  ✅ Success  
    122      |    695.93    |    -58.79    |    -34.09    |      50      |  ✅ Success  
    123      |   -1222.62   |   -232.90    |   -204.39    |     216      |  ✅ Success  
    124      |    175.12    |   -108.62    |    -95.78    |      88      |  ✅ Success  
    125      |    669.28    |    -68.21    |    -54.21    |      48      |  ✅ Success  
    126      |   -563.38    |    -4.53     |    -6.09     |      9       |  ❌ Failure  
    127      |   -583.12    |    -9.53     |    -11.22    |      12      |  ❌ Failure  
    128      |    708.98    |    -47.45    |    -40.28    |      49      |  ✅ Success  
    129      |    575.38    |    -34.51    |    -48.03    |      54      |  ✅ Success  
    130      |    513.77    |    -44.13    |    -36.67    |      59      |  ✅ Success  
  📊 统计 [Ep 130]: Actor Loss=-46.2006, Critic Loss=443.9976, Alpha=0.2824, TD-error=18.5448, Beta=1.0000
    131      |    745.20    |    -28.90    |    -26.41    |      38      |  ✅ Success  
    132      |    418.89    |   -133.13    |   -127.44    |     153      |  ✅ Success  
    133      |   -348.83    |   -157.11    |   -145.26    |     141      |  ✅ Success  
    134      |    670.19    |    -57.98    |    -50.97    |      54      |  ✅ Success  
    135      |    756.27    |    -23.11    |    -32.87    |      38      |  ✅ Success  
    136      |    752.75    |    -45.49    |    -30.55    |      46      |  ✅ Success  
    137      |    703.79    |    -68.07    |    -67.26    |      64      |  ✅ Success  
    138      |    465.38    |    -84.95    |    -81.16    |      85      |  ✅ Success  
    139      |    398.02    |    -52.94    |    -94.60    |      65      |  ✅ Success  
    140      |   -887.57    |   -236.29    |   -305.40    |     263      |  ✅ Success  
  📊 统计 [Ep 140]: Actor Loss=-55.3221, Critic Loss=519.4141, Alpha=0.3135, TD-error=19.6233, Beta=1.0000
    141      |   -724.59    |    -19.10    |    -25.39    |      24      |  ❌ Failure  
    142      |   -569.18    |    -11.56    |    -5.84     |      10      |  ❌ Failure  
    143      |    426.25    |   -102.31    |   -109.63    |      80      |  ✅ Success  
    144      |    817.40    |    -26.63    |    -58.39    |      33      |  ✅ Success  
    145      |    538.82    |    -51.41    |    -63.79    |      56      |  ✅ Success  
    146      |   -3499.78   |   -264.61    |   -217.78    |     271      |  ❌ Failure  
    147      |    806.42    |    -30.17    |    -22.17    |      30      |  ✅ Success  
    148      |   -548.12    |   -197.12    |   -157.00    |     184      |  ✅ Success  
    149      |    873.92    |    -15.17    |    -17.56    |      23      |  ✅ Success  
    150      |   -536.21    |    -4.13     |    -3.92     |      5       |  ❌ Failure  
  📊 统计 [Ep 150]: Actor Loss=-49.6538, Critic Loss=511.5131, Alpha=0.3356, TD-error=20.0372, Beta=1.0000
    151      |   -562.83    |    -4.49     |    -6.34     |      8       |  ❌ Failure  
    152      |   -651.72    |    -15.30    |    -14.44    |      20      |  ❌ Failure  
    153      |   -1384.65   |   -129.82    |    -88.11    |      75      |  ❌ Failure  
    154      |    807.81    |    -20.40    |    -29.01    |      30      |  ✅ Success  
    155      |   -780.14    |    -43.07    |    -25.46    |      37      |  ❌ Failure  
    156      |    693.84    |    -26.18    |    -55.69    |      50      |  ✅ Success  
    157      |    816.70    |    -32.67    |    -22.34    |      33      |  ✅ Success  
    158      |    705.20    |    -39.42    |    -42.30    |      52      |  ✅ Success  
    159      |    677.59    |    -90.21    |    -69.78    |      77      |  ✅ Success  
    160      |    416.87    |    -74.25    |    -45.10    |      65      |  ✅ Success  
  📊 统计 [Ep 160]: Actor Loss=-69.8905, Critic Loss=726.8628, Alpha=0.3381, TD-error=24.4760, Beta=1.0000
    161      |   -494.38    |   -169.80    |   -133.91    |     148      |  ✅ Success  
    162      |   -593.26    |    -8.84     |    -7.86     |      12      |  ❌ Failure  
    163      |    -80.75    |   -147.15    |   -253.34    |     211      |  ✅ Success  
    164      |   -1101.20   |    -64.32    |    -58.82    |      80      |  ❌ Failure  
    165      |    778.18    |    -50.23    |    -24.71    |      32      |  ✅ Success  
    166      |    109.85    |    -98.66    |    -99.56    |      97      |  ✅ Success  
    167      |    851.63    |    -31.84    |    -26.92    |      25      |  ✅ Success  
    168      |    741.70    |    -37.94    |    -41.24    |      47      |  ✅ Success  
    169      |   -557.64    |    -5.46     |    -4.92     |      8       |  ❌ Failure  
    170      |    645.59    |    -37.28    |    -29.22    |      45      |  ✅ Success  
  📊 统计 [Ep 170]: Actor Loss=-93.8315, Critic Loss=1090.2957, Alpha=0.4000, TD-error=29.6985, Beta=1.0000
    171      |    341.39    |    -99.77    |   -101.40    |     106      |  ✅ Success  
    172      |   -998.23    |   -247.26    |   -411.92    |     221      |  ✅ Success  
    173      |   -501.50    |   -265.88    |   -159.24    |     187      |  ✅ Success  
    174      |   -878.76    |    -67.92    |    -27.41    |      47      |  ❌ Failure  
    175      |   -1594.44   |   -156.33    |    -87.96    |      94      |  ❌ Failure  
    176      |    704.95    |    -50.00    |    -37.41    |      47      |  ✅ Success  
    177      |    756.84    |    -22.35    |    -27.96    |      37      |  ✅ Success  
    178      |   -2195.09   |   -334.81    |   -324.69    |     325      |  ✅ Success  
    179      |    548.45    |    -61.82    |    -66.16    |      88      |  ✅ Success  
    180      |   -166.31    |   -122.07    |   -206.22    |     124      |  ✅ Success  
  📊 统计 [Ep 180]: Actor Loss=-112.0755, Critic Loss=1044.1052, Alpha=0.5424, TD-error=32.9487, Beta=1.0000
    181      |   -1131.89   |    -57.53    |    -53.25    |      57      |  ❌ Failure  
    182      |    545.67    |    -80.76    |    -33.37    |      74      |  ✅ Success  
    183      |   -2132.27   |   -359.98    |   -322.76    |     274      |  ✅ Success  
    184      |   -1042.79   |   -173.50    |   -163.72    |     201      |  ✅ Success  
    185      |   -3790.05   |   -599.79    |   -437.26    |     425      |  ✅ Success  
    186      |    527.23    |    -92.57    |    -44.40    |      65      |  ✅ Success  
    187      |   -1067.32   |   -212.46    |   -216.05    |     196      |  ✅ Success  
    188      |   -3848.17   |   -609.96    |   -453.29    |     406      |  ✅ Success  
    189      |   -1390.72   |   -346.13    |   -237.69    |     227      |  ✅ Success  
    190      |   -975.53    |   -173.08    |   -180.01    |     185      |  ✅ Success  
  📊 统计 [Ep 190]: Actor Loss=-111.0600, Critic Loss=945.3541, Alpha=0.7648, TD-error=29.7233, Beta=1.0000
    191      |    623.13    |    -57.61    |    -53.14    |      73      |  ✅ Success  
    192      |    577.77    |    -64.16    |    -46.17    |      50      |  ✅ Success  
    193      |    810.15    |    -23.64    |    -23.37    |      31      |  ✅ Success  
    194      |   -306.24    |   -115.73    |   -138.15    |     126      |  ✅ Success  
    195      |   -980.45    |   -213.78    |   -224.02    |     173      |  ✅ Success  
    196      |   -552.78    |   -133.68    |   -142.59    |     141      |  ✅ Success  
    197      |   -631.61    |   -195.91    |   -152.92    |     150      |  ✅ Success  
    198      |    515.94    |    -64.91    |    -41.97    |      54      |  ✅ Success  
    199      |    240.23    |    -82.50    |    -90.92    |      73      |  ✅ Success  
    200      |    16.44     |   -116.15    |    -92.52    |      98      |  ✅ Success  
  📊 统计 [Ep 200]: Actor Loss=-123.1108, Critic Loss=925.1025, Alpha=0.8257, TD-error=30.1466, Beta=1.0000
    201      |    497.45    |    -74.21    |    -59.67    |      68      |  ✅ Success  
    202      |    858.34    |    -15.07    |    -17.53    |      28      |  ✅ Success  
    203      |   -2818.08   |   -352.43    |   -374.42    |     342      |  ✅ Success  
    204      |   -1913.91   |   -287.19    |   -319.34    |     258      |  ✅ Success  
    205      |   -895.95    |   -211.53    |   -302.96    |     159      |  ✅ Success  
    206      |   -484.43    |   -168.47    |   -140.33    |     133      |  ✅ Success  
    207      |   -304.93    |   -128.52    |   -150.18    |     123      |  ✅ Success  
    208      |    719.46    |    -34.51    |    -32.34    |      40      |  ✅ Success  
    209      |    692.43    |    -36.68    |    -31.74    |      44      |  ✅ Success  
    210      |    506.24    |    -75.00    |    -66.97    |      63      |  ✅ Success  
  📊 统计 [Ep 210]: Actor Loss=-119.8068, Critic Loss=939.4906, Alpha=0.8459, TD-error=29.3407, Beta=1.0000
    211      |   -560.26    |   -141.18    |   -169.61    |     139      |  ✅ Success  
    212      |    545.36    |    -40.05    |    -69.24    |      57      |  ✅ Success  
    213      |    241.75    |    -85.72    |    -76.91    |      80      |  ✅ Success  
    214      |   -2813.27   |   -259.62    |   -204.58    |     194      |  ❌ Failure  
    215      |     4.08     |    -99.89    |    -99.39    |     109      |  ✅ Success  
    216      |    794.75    |    -23.17    |    -29.83    |      32      |  ✅ Success  
    217      |   -265.27    |   -119.46    |   -166.21    |     128      |  ✅ Success  
    218      |   -700.00    |   -153.76    |   -172.57    |     169      |  ✅ Success  
    219      |   -640.52    |   -179.82    |   -200.18    |     155      |  ✅ Success  
    220      |    782.63    |    -26.97    |    -19.90    |      34      |  ✅ Success  
  📊 统计 [Ep 220]: Actor Loss=-129.0881, Critic Loss=913.9598, Alpha=0.7942, TD-error=27.2314, Beta=1.0000
    221      |   -318.94    |   -118.34    |   -136.67    |     123      |  ✅ Success  
    222      |   -516.24    |   -177.83    |   -113.49    |     139      |  ✅ Success  
    223      |   -162.37    |   -106.01    |   -139.05    |     106      |  ✅ Success  
    224      |    659.93    |    -41.60    |    -30.28    |      49      |  ✅ Success  
    225      |   -935.04    |   -219.80    |   -148.44    |     185      |  ✅ Success  
    226      |    426.30    |    -57.65    |    -57.38    |      64      |  ✅ Success  
    227      |   -473.00    |   -139.95    |   -139.31    |     140      |  ✅ Success  
    228      |   -2852.43   |   -417.19    |   -370.35    |     352      |  ✅ Success  
    229      |   -170.73    |    -98.80    |    -92.76    |     108      |  ✅ Success  
    230      |    -25.40    |   -110.30    |    -84.90    |     101      |  ✅ Success  
  📊 统计 [Ep 230]: Actor Loss=-162.9914, Critic Loss=828.7088, Alpha=0.7970, TD-error=26.5117, Beta=1.0000
    231      |   -1312.54   |    -85.90    |    -62.08    |      78      |  ❌ Failure  
    232      |   -796.79    |   -263.17    |   -167.70    |     167      |  ✅ Success  
    233      |   -2902.03   |   -367.13    |   -353.15    |     336      |  ✅ Success  
    234      |   -1049.57   |   -162.54    |   -186.01    |     200      |  ✅ Success  
    235      |    659.67    |    -41.16    |    -27.91    |      51      |  ✅ Success  
    236      |   -2277.15   |   -142.49    |   -135.08    |     150      |  ❌ Failure  
    237      |    -33.89    |   -100.66    |   -105.89    |     112      |  ✅ Success  
    238      |    685.02    |    -42.49    |    -35.90    |      51      |  ✅ Success  
    239      |   -3923.98   |   -270.02    |   -290.06    |     309      |  ❌ Failure  
    240      |    805.39    |    -26.36    |    -25.25    |      31      |  ✅ Success  
  📊 统计 [Ep 240]: Actor Loss=-207.0892, Critic Loss=1099.7243, Alpha=0.8771, TD-error=31.5638, Beta=1.0000
    241      |    403.52    |    -56.10    |    -87.87    |      71      |  ✅ Success  
    242      |   -1832.34   |   -199.97    |   -276.62    |     248      |  ✅ Success  
    243      |   -2523.12   |   -359.57    |   -314.99    |     293      |  ✅ Success  
    244      |    436.65    |    -58.33    |    -54.83    |      63      |  ✅ Success  
    245      |   -498.80    |   -146.43    |   -168.44    |     132      |  ✅ Success  
    246      |    631.54    |    -47.50    |    -31.69    |      52      |  ✅ Success  
    247      |    790.09    |    -41.98    |    -17.89    |      33      |  ✅ Success  
    248      |    651.54    |    -39.42    |    -33.19    |      46      |  ✅ Success  
    249      |    237.16    |   -101.56    |    -64.44    |      74      |  ✅ Success  
    250      |    833.19    |    -21.36    |    -21.98    |      30      |  ✅ Success  
  📊 统计 [Ep 250]: Actor Loss=-180.1758, Critic Loss=811.9263, Alpha=0.8863, TD-error=27.3603, Beta=1.0000
    251      |    761.80    |    -22.42    |    -23.11    |      35      |  ✅ Success  
    252      |    439.35    |    -67.18    |    -59.13    |      65      |  ✅ Success  
    253      |    346.29    |    -69.41    |    -51.23    |      69      |  ✅ Success  
    254      |    458.42    |    -52.53    |    -43.54    |      62      |  ✅ Success  
    255      |    754.43    |    -48.76    |    -30.91    |      39      |  ✅ Success  
    256      |    207.31    |    -80.66    |    -67.07    |      86      |  ✅ Success  
    257      |    489.20    |    -80.87    |    -43.58    |      57      |  ✅ Success  
    258      |    633.25    |    -41.08    |    -32.85    |      46      |  ✅ Success  
    259      |    606.04    |    -56.21    |    -47.02    |      56      |  ✅ Success  
    260      |   -4157.29   |   -1138.94   |   -500.19    |     377      |  ✅ Success  
  📊 统计 [Ep 260]: Actor Loss=-207.0392, Critic Loss=963.1750, Alpha=0.9498, TD-error=29.5507, Beta=1.0000
    261      |    639.81    |    -36.64    |    -40.36    |      52      |  ✅ Success  
    262      |    632.17    |    -33.85    |    -41.57    |      51      |  ✅ Success  
    263      |   -813.44    |   -146.05    |   -203.40    |     179      |  ✅ Success  
    264      |   -561.08    |   -232.91    |   -143.81    |     144      |  ✅ Success  
    265      |   -364.82    |   -184.17    |   -113.76    |     122      |  ✅ Success  
    266      |    402.18    |    -55.58    |    -68.25    |      77      |  ✅ Success  
    267      |    483.78    |    -50.55    |    -51.96    |      68      |  ✅ Success  
    268      |    255.72    |    -61.94    |    -76.08    |      86      |  ✅ Success  
    269      |   -1185.06   |   -193.97    |   -253.33    |     190      |  ✅ Success  
    270      |    411.54    |    -52.78    |    -60.77    |      71      |  ✅ Success  
  📊 统计 [Ep 270]: Actor Loss=-215.1444, Critic Loss=1203.1248, Alpha=1.0468, TD-error=33.6246, Beta=1.0000
    271      |    -9.22     |   -108.03    |    -86.00    |     101      |  ✅ Success  
    272      |   -1345.06   |   -215.79    |   -196.11    |     212      |  ✅ Success  
    273      |    643.37    |    -33.83    |    -28.89    |      48      |  ✅ Success  
    274      |    446.58    |    -36.68    |    -59.79    |      66      |  ✅ Success  
    275      |    494.87    |    -46.00    |    -46.10    |      57      |  ✅ Success  
    276      |    462.05    |    -60.33    |    -66.53    |      79      |  ✅ Success  
    277      |    533.61    |    -46.00    |    -59.26    |      69      |  ✅ Success  
    278      |   -357.86    |   -203.81    |   -115.39    |     130      |  ✅ Success  
    279      |   -3448.16   |   -334.20    |   -672.69    |     392      |  ✅ Success  
    280      |   -1221.93   |    -52.57    |    -58.80    |      69      |  ❌ Failure  
  📊 统计 [Ep 280]: Actor Loss=-193.9128, Critic Loss=1153.0278, Alpha=1.1432, TD-error=34.9323, Beta=1.0000
    281      |    516.48    |    -34.99    |    -34.91    |      60      |  ✅ Success  
    282      |   -912.49    |   -207.05    |   -201.71    |     184      |  ✅ Success  
    283      |    786.55    |    -21.35    |    -23.54    |      35      |  ✅ Success  
    284      |    613.20    |    -74.91    |    -39.43    |      50      |  ✅ Success  
    285      |    768.00    |    -30.35    |    -23.84    |      40      |  ✅ Success  
    286      |   -3146.00   |   -437.27    |   -469.30    |     385      |  ✅ Success  
    287      |    615.85    |    -45.59    |    -66.15    |      82      |  ✅ Success  
    288      |    350.55    |    -62.78    |    -51.18    |      71      |  ✅ Success  
    289      |   -5370.43   |   -1401.58   |   -453.91    |     523      |  ✅ Success  
    290      |    697.48    |    -51.64    |    -21.92    |      41      |  ✅ Success  
  📊 统计 [Ep 290]: Actor Loss=-203.6473, Critic Loss=1207.5501, Alpha=1.1761, TD-error=34.4545, Beta=1.0000
    291      |    285.75    |    -72.06    |    -62.96    |      75      |  ✅ Success  
    292      |    362.24    |    -75.22    |    -47.16    |      74      |  ✅ Success  
    293      |     6.95     |    -97.57    |   -101.35    |      98      |  ✅ Success  
    294      |    502.89    |    -35.95    |    -40.49    |      64      |  ✅ Success  
    295      |    529.42    |    -33.53    |    -49.55    |      62      |  ✅ Success  
    296      |    489.22    |    -43.69    |    -69.07    |      61      |  ✅ Success  
    297      |    772.06    |    -21.47    |    -20.88    |      39      |  ✅ Success  
